@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
156303, 174563, 158795, 8579.52, 27278, 14887, 2.00228
180454, 162188, 211183, 55388, 9908.5, 8269, 3.67201
134311, 163733, 201342, 36983.3, 53541.4, 10123, 3.90895
63496.9, 166323, 206291, 56266, 55062.4, 11382, 5.06181
100055, 138597, 109814, 0, 800.86, 11344, 1.67901
158342, 138540, 168346, 5623.44, 27861.8, 9344, 2.17487
169131, 183613, 177847, 23634.3, 19479.5, 6839, 2.01582
55984.1, 145383, 201794, 46229, 66247.5, 12088, 4.14189
177317, 153273, 202543, 57812.1, 7251.62, 8577, 2.34107
64345.6, 179695, 187628, 8404.86, 39688.7, 13625, 2.89845
53530.5, 145518, 168958, 9517.96, 26047.9, 14718, 2.4989
38125.9, 169420, 203519, 11665.7, 29710.9, 13620, 3.6237
116144, 142120, 173316, 15297, 35214.5, 12343, 3.25564
66003.2, 116531, 217574, 42111.6, 75585.7, 13833, 3.60649
142101, 176171, 184799, 18058.9, 41375, 12095, 2.32902
76324.5, 116961, 218202, 50827.7, 80698.1, 14382, 5.11875
51991.8, 168856, 206186, 6836.6, 30595.3, 10402, 2.48509
42457.3, 173163, 212528, 27041.8, 61670.4, 12555, 3.56624
76996.7, 162111, 206832, 32894.4, 63103.8, 11351, 4.49787
103216, 142308, 113931, 0, 980.974, 12018, 1.96036
53308.4, 130997, 197042, 5577.08, 46182.3, 12981, 2.10912
69137.2, 125835, 196247, 52540.6, 51172.5, 11578, 4.2064
47754.1, 167997, 211844, 60663.6, 67510.9, 11230, 4.20809
49802.3, 167906, 211070, 57442.3, 69723.9, 11303, 4.44441
142078, 156647, 155779, 4307.56, 19619.9, 12097, 2.23691
141067, 172548, 187628, 16570.8, 28467.4, 13169, 2.71989
99270.5, 175174, 197483, 8671.63, 43636.5, 14076, 3.11333
44003.1, 171258, 198570, 13893, 38694.6, 11737, 4.08326
120000, 146287, 194171, 6445.11, 26976.2, 11060, 2.5725
133652, 150568, 176316, 0, 13169.9, 11137, 2.47035
187029, 171382, 51913.4, 5342.54, 0, 8346, 0.955205
67326.4, 169719, 224510, 49253, 61596.9, 11721, 4.6044
125627, 158766, 177883, 2240.98, 19372, 11480, 2.58655
72009.6, 163803, 200045, 30853.1, 52471.3, 10929, 3.48381
110599, 138621, 183065, 5879.09, 26131.6, 8882, 2.22508
131399, 158122, 178054, 2446.44, 5677.63, 11303, 2.35045
