@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
166691, 169387, 127840, 6266.98, 3069.61, 14254, 1.96399
44469.3, 128978, 221285, 25178.4, 77888.2, 14540, 3.6535
46935.2, 163778, 212371, 19091, 50645.9, 12971, 3.89468
65899.8, 182958, 142836, 6005.65, 7294.94, 13110, 2.21485
160804, 171392, 193737, 20046.4, 38465.8, 15547, 1.6984
168903, 172762, 172683, 25134.6, 27476.4, 10078, 2.19677
100934, 167726, 201212, 11546.2, 53495.1, 13882, 3.12349
162721, 174891, 182417, 16296.3, 31574.6, 15540, 2.12432
121900, 139865, 179253, 5901.94, 41733.4, 10758, 2.83681
140921, 168626, 177857, 0, 18967.2, 10408, 1.96765
61310.8, 131559, 221999, 27253, 74899.8, 13427, 4.07909
77292.6, 123921, 195372, 37311.5, 45609.6, 12652, 3.97595
124565, 143126, 194833, 9320.38, 28780.6, 10879, 2.24424
166952, 168409, 170413, 23254.4, 26678.5, 10218, 1.9168
42686.6, 168031, 176346, 4755.84, 20725.3, 10125, 1.88338
82741.7, 169789, 193920, 49919.4, 76622.1, 11758, 4.88372
66328.2, 122245, 220162, 38774.4, 84452.2, 13849, 4.31132
30652.9, 150981, 159443, 6478.94, 39141.9, 14161, 2.39823
34334.3, 166607, 196699, 10072, 20790.5, 11856, 2.74576
64015.4, 132247, 222417, 14169.1, 55401.4, 13567, 3.26226
83436.9, 124906, 217444, 14176.9, 55775.5, 13836, 3.62312
187945, 179224, 140881, 5208.74, 16628.2, 8826, 1.87444
164042, 170119, 193373, 21788.7, 57254.4, 13891, 2.97633
113898, 146898, 173751, 13330.2, 34951.1, 11681, 2.77856
61793.2, 176186, 222488, 52184.7, 60652.6, 11774, 4.55623
139186, 179138, 122708, 8628.45, 6884.8, 12382, 2.01027
86463.3, 155651, 122897, 211.997, 4902.04, 11191, 1.8312
83162.4, 179865, 142319, 6576.19, 6939.88, 13068, 2.37434
61643.8, 124868, 206819, 1028.61, 37401.5, 14409, 3.11875
73583.4, 126361, 200252, 54026.8, 55805.4, 11930, 4.45596
176506, 162967, 128097, 6418.12, 18572.7, 8742, 1.84853
48739.9, 167125, 208599, 19174.7, 53758.8, 11261, 3.84271
85407.6, 144437, 204773, 41739.6, 54185, 10670, 3.48783
122083, 168587, 203287, 13701.2, 52674.7, 13938, 2.42807
163533, 173863, 192285, 23801, 55065, 13835, 2.65842
36954.6, 169151, 192350, 16542.2, 45076.8, 11276, 3.74995
172992, 187105, 152094, 17147.2, 16824.6, 7362, 3.03418
