@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
169042, 176674, 175796, 20992.2, 49093.2, 13911, 2.53167
145837, 171697, 200216, 18384, 31216.3, 9993, 4.12236
47263.1, 125408, 218817, 46716.1, 74618.8, 13956, 4.00831
83162.4, 179865, 142319, 6576.19, 6939.88, 13068, 2.37434
38027, 158766, 197959, 7050.11, 43419.4, 13259, 2.91001
112841, 174227, 190568, 21612.8, 41869, 9534, 3.39448
60805.1, 166566, 224252, 42200.3, 63524.2, 10889, 4.02768
142078, 156647, 155779, 4307.56, 19619.9, 12097, 2.23691
116309, 178601, 155197, 10920.5, 22042.7, 15109, 2.40335
63067.4, 168602, 220343, 45839.3, 59585, 12808, 4.63285
181480, 164466, 157650, 13904.4, 22813.6, 8713, 1.83484
40478.6, 117937, 198261, 2538.43, 37563.8, 14282, 2.06879
102000, 131861, 132941, 0, 6841.77, 11912, 2.03694
57967.4, 167394, 204395, 67145.7, 67629.3, 11386, 4.65411
41279.8, 148730, 203791, 8413.76, 43748.8, 13337, 2.89231
183148, 149012, 175547, 13843.4, 21271.8, 8307, 1.96111
160345, 166614, 189754, 20854.1, 53318.4, 13523, 2.75503
45959.4, 136720, 170898, 4352.62, 52820.9, 11213, 2.57559
85407.6, 144437, 204773, 41739.6, 54185, 10670, 3.48783
123606, 171504, 173861, 0, 6950.29, 10313, 2.06716
64748.5, 124796, 201102, 53162.9, 54516.9, 12277, 4.40494
117456, 149908, 203245, 9612.5, 22077.2, 10494, 2.50617
94601.2, 172892, 197017, 6137.55, 22221.5, 10198, 2.09604
198435, 180633, 64465.2, 4566.84, 0, 8215, 1.50531
72267.5, 168522, 212309, 57546.9, 68727.3, 11502, 4.23803
162721, 174891, 182417, 16296.3, 31574.6, 15540, 2.12432
149087, 148350, 144864, 9066.5, 1781.42, 10208, 1.78434
124480, 142078, 164750, 4965.49, 6713.44, 9310, 2.37613
63669, 167259, 227493, 51963.9, 63232, 12377, 4.98802
37298.2, 126262, 192405, 0, 35531.5, 12075, 2.65464
76324.5, 116961, 218202, 50827.7, 80698.1, 14382, 5.11875
