@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
37298.1, 162842, 197343, 13794.5, 35518.3, 12382, 3.10319
188784, 160203, 188728, 32188.3, 11956.1, 9031, 3.28635
196005, 174005, 163366, 18572, 35587.1, 8751, 2.17647
52683.4, 119118, 199181, 6376.4, 47915.2, 10466, 3.51308
95590.8, 157468, 145455, 6255.32, 0, 11982, 1.88574
139750, 149921, 143836, 1569.08, 10118.8, 11066, 2.13202
95110.9, 179745, 195945, 14793.3, 52028.6, 12891, 3.4497
87045.1, 148676, 114246, 0, 8085.92, 11620, 1.83525
112099, 137174, 87366.5, 0, 7322.1, 8888, 1.69151
98100.5, 123089, 199536, 19647.5, 45339.3, 12532, 3.58072
191691, 177717, 56528.3, 6157.88, 0, 8324, 1.61709
170717, 172028, 190312, 23401.5, 62375, 13227, 3.2984
106940, 181710, 201232, 17637.3, 39439.1, 9166, 3.81473
79492, 169150, 190808, 52006.3, 70044.6, 11793, 4.92926
137928, 156219, 149833, 4968.03, 14658.2, 11288, 2.09066
49483.9, 164612, 212220, 35623.1, 71319.3, 12257, 3.76466
41279.8, 148730, 203791, 8413.76, 43748.8, 13337, 2.89231
31144.1, 155091, 178877, 7236.47, 31401.3, 13885, 2.17591
143097, 162829, 197361, 37958, 47108.6, 9752, 3.89674
93406.6, 175094, 202439, 13732.6, 59207.7, 13811, 2.84326
114560, 167277, 179313, 0, 10601.9, 11025, 2.2995
72621.5, 173577, 135842, 6204.55, 22526.3, 13720, 1.83238
145538, 142311, 179580, 8063.38, 25545, 9371, 2.51787
48246.4, 125319, 191293, 4087.1, 32655.3, 11619, 2.62176
76643, 149349, 155832, 3340.57, 15356.4, 10966, 2.1727
39055.1, 162225, 200608, 13579.4, 49444.8, 12251, 2.63243
100730, 139326, 173984, 5839.45, 7113.33, 10849, 2.40433
120149, 164574, 117496, 5215.38, 6711.5, 14318, 1.87193
180700, 165416, 151031, 14308.8, 18351.4, 7845, 1.84856
99442.6, 176457, 207212, 11809.6, 58829.9, 13569, 2.84396
78067.6, 116713, 210747, 47577.8, 77916.3, 14248, 4.21058
59207, 169197, 206089, 37655, 64712.3, 11517, 4.81435
77131.6, 155512, 211638, 30836, 60790.9, 14926, 3.99721
113736, 170646, 192576, 12966.9, 56314.6, 13701, 2.71846
63882.8, 149256, 208243, 27790.8, 58954.1, 13856, 3.95571
67161.9, 115886, 213105, 44545.1, 83762.7, 14019, 3.90614
