@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
180530, 161300, 162285, 8367.5, 27579.7, 8110, 1.81792
137928, 156219, 149833, 4968.03, 14658.2, 11288, 2.09066
155727, 172762, 185218, 17813.6, 34197.5, 10542, 2.03545
93318.4, 163295, 204819, 17091.6, 56626.6, 11740, 3.05575
146445, 149376, 99627.2, 0, 11283, 10672, 2.11948
42157.7, 141079, 202522, 15424, 60504.9, 12521, 4.02609
55984.1, 145383, 201794, 46229, 66247.5, 12088, 4.14189
93085.1, 141693, 193262, 24672.8, 35058.6, 12814, 3.86681
63326.9, 152798, 196286, 9348.34, 30025.9, 14353, 3.3186
160345, 166614, 189754, 20854.1, 53318.4, 13523, 2.75503
72078.1, 166998, 191881, 29455.1, 71528.8, 11363, 3.04474
61793.2, 176186, 222488, 52184.7, 60652.6, 11774, 4.55623
188784, 160203, 188728, 32188.3, 11956.1, 9031, 3.28635
121491, 181619, 144875, 11030.9, 24745.9, 14761, 1.99174
158758, 172485, 195032, 12306.2, 37469.8, 9791, 2.47207
83436.9, 124906, 217444, 14176.9, 55775.5, 13836, 3.62312
42457.3, 173163, 212528, 27041.8, 61670.4, 12555, 3.56624
37298.2, 126262, 192405, 0, 35531.5, 12075, 2.65464
40681.6, 167113, 187190, 6645.15, 44738.1, 11102, 2.47629
66328.2, 122245, 220162, 38774.4, 84452.2, 13849, 4.31132
95110.9, 179745, 195945, 14793.3, 52028.6, 12891, 3.4497
86897.3, 150575, 211594, 43073.2, 59991.9, 10564, 3.93299
36954.6, 169151, 192350, 16542.2, 45076.8, 11276, 3.74995
57859.6, 163891, 206241, 42565, 57384, 12161, 4.61312
92719, 159306, 91061.9, 0, 2458.74, 11800, 1.62473
65358.8, 116582, 209820, 43004.8, 71963.8, 14257, 4.75986
134625, 171156, 182985, 15525.9, 43333.7, 13018, 2.54192
160804, 171392, 193737, 20046.4, 38465.8, 15547, 1.6984
102000, 131861, 132941, 0, 6841.77, 11912, 2.03694
