@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
98100.5, 123089, 199536, 19647.5, 45339.3, 12532, 3.58072
116144, 142120, 173316, 15297, 35214.5, 12343, 3.25564
59207, 169197, 206089, 37655, 64712.3, 11517, 4.81435
35461.6, 124984, 208905, 6384.44, 23139.1, 12959, 2.80529
86897.3, 150575, 211594, 43073.2, 59991.9, 10564, 3.93299
78322.4, 115606, 207893, 41228.1, 65587.2, 14516, 4.04956
90827.6, 139263, 96827.4, 0, 2289.19, 12140, 1.82045
166952, 168409, 170413, 23254.4, 26678.5, 10218, 1.9168
105428, 152943, 181860, 6325.76, 34569.5, 9982, 2.49441
95110.9, 179745, 195945, 14793.3, 52028.6, 12891, 3.4497
123606, 171504, 173861, 0, 6950.29, 10313, 2.06716
104688, 146940, 189343, 6315.17, 43412.2, 11448, 3.13517
37298.1, 162842, 197343, 13794.5, 35518.3, 12382, 3.10319
105836, 148476, 131649, 4112.91, 4661.19, 9301, 2.17032
149500, 139614, 171480, 5866.72, 41343.1, 9164, 3.03649
76324.5, 116961, 218202, 50827.7, 80698.1, 14382, 5.11875
77360.1, 114760, 215188, 53279.7, 78219.7, 14507, 4.99235
43291.7, 168962, 220257, 33063.7, 71041.5, 12464, 4.21788
130802, 179072, 127273, 5733.01, 5344.81, 12929, 1.43698
38681.7, 146761, 186825, 13147.3, 63203.1, 14070, 3.16433
72267.5, 168522, 212309, 57546.9, 68727.3, 11502, 4.23803
131399, 158122, 178054, 2446.44, 5677.63, 11303, 2.35045
163292, 169474, 182789, 20309.6, 32348.7, 10957, 2.56002
100556, 165154, 195589, 53110, 58724.4, 11282, 3.88659
156817, 174604, 188411, 24222.8, 20350.5, 5307, 2.1768
129342, 177287, 124973, 6030.14, 5889.54, 13023, 1.42735
59340.5, 161366, 197941, 37713.3, 55034.2, 11503, 4.00095
158499, 174473, 113437, 6469.85, 1628.43, 13918, 1.87801
199096, 168691, 126091, 13155.7, 24428, 8525, 1.87965
62679, 135227, 227581, 17403.7, 63833.6, 14119, 4.03702
165630, 171092, 133303, 6093.01, 4121.46, 13782, 2.06849
146445, 149376, 99627.2, 0, 11283, 10672, 2.11948
104118, 176606, 119897, 6528.36, 6349.15, 12477, 1.85067
44340.4, 144773, 215065, 17371.9, 72090, 12045, 2.35832
150122, 172673, 177446, 17518.2, 37597.9, 9551, 2.7289
117456, 149908, 203245, 9612.5, 22077.2, 10494, 2.50617
172546, 150002, 179549, 28671.3, 28052.5, 9787, 3.28301
52683.4, 119118, 199181, 6376.4, 47915.2, 10466, 3.51308
42157.7, 141079, 202522, 15424, 60504.9, 12521, 4.02609
41279.8, 148730, 203791, 8413.76, 43748.8, 13337, 2.89231
180530, 161300, 162285, 8367.5, 27579.7, 8110, 1.81792
123189, 153571, 108454, 0, 830.934, 11543, 1.8381
165339, 152126, 89567.4, 6305, 12133.1, 9589, 0.960987
121900, 139865, 179253, 5901.94, 41733.4, 10758, 2.83681
30652.9, 150981, 159443, 6478.94, 39141.9, 14161, 2.39823
156215, 146078, 154821, 2669.52, 17667.6, 12246, 2.25699
114440, 148506, 195347, 5873.44, 34522.3, 12240, 2.77649
53114.4, 143601, 219273, 24965.3, 79383.7, 11902, 4.00929
170866, 180046, 156710, 16183.3, 17754, 7808, 1.1095
63067.4, 168602, 220343, 45839.3, 59585, 12808, 4.63285
116123, 150104, 168863, 4583.57, 19575.1, 10758, 2.5444
142101, 176171, 184799, 18058.9, 41375, 12095, 2.32902
54706.1, 166132, 220491, 54348, 72922.6, 11669, 4.06552
55984.1, 145383, 201794, 46229, 66247.5, 12088, 4.14189
64027.3, 149331, 201417, 37537.2, 74080.6, 11456, 2.82325
100055, 138597, 109814, 0, 800.86, 11344, 1.67901
126836, 169283, 203663, 11297.8, 56377, 11922, 2.93009
44247.6, 164260, 182316, 9401.7, 42806.2, 11647, 2.25221
76996.7, 162111, 206832, 32894.4, 63103.8, 11351, 4.49787
27881.8, 157243, 188184, 6513.48, 29619.3, 11752, 2.18485
180700, 165416, 151031, 14308.8, 18351.4, 7845, 1.84856
101577, 168244, 115724, 4408.39, 2264.44, 15389, 1.79736
92885.6, 144161, 201127, 26157, 49777.9, 15262, 4.1939
71488.7, 118654, 209610, 51569.6, 81724.9, 14420, 4.41967
87045.1, 148676, 114246, 0, 8085.92, 11620, 1.83525
63496.9, 166323, 206291, 56266, 55062.4, 11382, 5.06181
96320.6, 164871, 191439, 60577.6, 65040.5, 11222, 3.78707
41484.2, 167288, 221540, 26155.5, 71400.4, 12277, 3.60711
103216, 142308, 113931, 0, 980.974, 12018, 1.96036
58407.3, 138041, 200249, 34287.9, 75368.9, 14210, 4.19397
47754.1, 167997, 211844, 60663.6, 67510.9, 11230, 4.20809
110599, 138621, 183065, 5879.09, 26131.6, 8882, 2.22508
82741.7, 169789, 193920, 49919.4, 76622.1, 11758, 4.88372
68643, 116128, 211931, 52131.5, 77341.9, 14530, 4.09474
47539.5, 159098, 204316, 14439.7, 50024.6, 10443, 3.42371
57257.5, 118513, 217288, 50405, 78925.1, 14105, 4.15444
170242, 176367, 201165, 37503.1, 10862.8, 7700, 3.48928
106940, 181710, 201232, 17637.3, 39439.1, 9166, 3.81473
169047, 182229, 165000, 20540, 35640.7, 13526, 2.23376
116309, 178601, 155197, 10920.5, 22042.7, 15109, 2.40335
107175, 147041, 180816, 9763.8, 32244.2, 12527, 2.59703
103814, 174475, 201098, 9147.51, 56099, 14473, 3.07069
66786.8, 165010, 212832, 59086.8, 66547.7, 12337, 4.51785
149087, 148350, 144864, 9066.5, 1781.42, 10208, 1.78434
93318.4, 163295, 204819, 17091.6, 56626.6, 11740, 3.05575
48739.9, 167125, 208599, 19174.7, 53758.8, 11261, 3.84271
188784, 160203, 188728, 32188.3, 11956.1, 9031, 3.28635
149702, 175063, 138467, 5525.03, 11007.9, 10714, 1.93015
69119.8, 160912, 135130, 9.9189, 1766.62, 11333, 1.72036
39727.6, 158745, 172958, 7902.3, 41210, 10362, 3.08476
31144.1, 155091, 178877, 7236.47, 31401.3, 13885, 2.17591
99270.5, 175174, 197483, 8671.63, 43636.5, 14076, 3.11333
80264, 125600, 208545, 29729.5, 64423.7, 14382, 4.85385
60416.8, 163176, 201606, 36483.9, 60373, 11462, 4.55163
168903, 172762, 172683, 25134.6, 27476.4, 10078, 2.19677
187945, 179224, 140881, 5208.74, 16628.2, 8826, 1.87444
51058, 143745, 219861, 16270.3, 70849.4, 12197, 4.12121
47263.1, 125408, 218817, 46716.1, 74618.8, 13956, 4.00831
123534, 145821, 197500, 9583.1, 30969.2, 10562, 2.57566
175491, 168194, 156442, 18313.2, 21957.7, 10262, 1.54912
162730, 146965, 165217, 12339.5, 13109.5, 10149, 2.28642
130026, 153559, 129564, 0, 12550.3, 10694, 1.96609
107450, 145090, 169750, 6969.19, 31542.5, 10986, 2.23359
121491, 181619, 144875, 11030.9, 24745.9, 14761, 1.99174
172963, 139915, 167767, 6955.2, 21323.7, 8678, 2.26839
46205.2, 153917, 199505, 4780.34, 28673.4, 10898, 2.9788
53754.5, 136149, 194044, 16630.5, 49205.4, 11380, 3.73669
173502, 173392, 141195, 11687.1, 26899.9, 8998, 2.15968
62028.9, 116130, 214557, 20450.1, 62717.9, 14275, 3.84052
66804.8, 154247, 196157, 17207.8, 53063.1, 14542, 3.03054
88635.5, 120492, 194975, 67061.8, 68409.5, 11113, 4.34364
141067, 172548, 187628, 16570.8, 28467.4, 13169, 2.71989
