@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
149569, 175344, 144693, 12887.6, 24285.2, 16357, 1.81222
131609, 137988, 188173, 5912.13, 36070.6, 9252, 3.19877
77292.6, 123921, 195372, 37311.5, 45609.6, 12652, 3.97595
61937.9, 168412, 203308, 67986.5, 68160.7, 11391, 4.79927
63669, 167259, 227493, 51963.9, 63232, 12377, 4.98802
99270.5, 175174, 197483, 8671.63, 43636.5, 14076, 3.11333
170380, 173539, 171161, 16252.8, 24674.2, 10888, 2.20589
55640.1, 181868, 162385, 3944.69, 20227.8, 13991, 2.38016
116123, 150104, 168863, 4583.57, 19575.1, 10758, 2.5444
34111.4, 116452, 211378, 6378.88, 41674.1, 14065, 2.89857
169131, 183613, 177847, 23634.3, 19479.5, 6839, 2.01582
190729, 176396, 170338, 27696.3, 28071.3, 8986, 2.27647
172963, 139915, 167767, 6955.2, 21323.7, 8678, 2.26839
59340.5, 161366, 197941, 37713.3, 55034.2, 11503, 4.00095
31144.1, 155091, 178877, 7236.47, 31401.3, 13885, 2.17591
145519, 175426, 177686, 1568.88, 11043.8, 7347, 1.76612
106148, 152550, 200310, 17163.3, 59514.9, 12382, 2.98392
77552.2, 155563, 212405, 37301.3, 45520, 10711, 3.68031
66471.2, 148880, 198275, 27739.2, 60409.1, 14326, 3.64404
72563.7, 167922, 194537, 37806.2, 60504.1, 12227, 3.59718
44003.1, 171258, 198570, 13893, 38694.6, 11737, 4.08326
156817, 174604, 188411, 24222.8, 20350.5, 5307, 2.1768
73279, 176666, 204627, 19916.5, 54127.8, 12861, 2.96751
64748.5, 124796, 201102, 53162.9, 54516.9, 12277, 4.40494
44340.4, 144773, 215065, 17371.9, 72090, 12045, 2.35832
71971.7, 121645, 192129, 17191.8, 32351.7, 11177, 3.38977
95590.8, 157468, 145455, 6255.32, 0, 11982, 1.88574
109797, 172697, 96596.3, 5803.86, 3245.38, 11801, 2.06576
170717, 172028, 190312, 23401.5, 62375, 13227, 3.2984
150122, 172673, 177446, 17518.2, 37597.9, 9551, 2.7289
165608, 173858, 199218, 22549.1, 56126.5, 12971, 2.90098
103814, 174475, 201098, 9147.51, 56099, 14473, 3.07069
79880, 172226, 194140, 16284.2, 44195, 13158, 2.66678
141067, 172548, 187628, 16570.8, 28467.4, 13169, 2.71989
145505, 170738, 164125, 5584.4, 5297.98, 15940, 2.07865
114195, 152607, 169814, 5713.87, 4864.28, 11473, 2.04242
113898, 146898, 173751, 13330.2, 34951.1, 11681, 2.77856
76963.5, 177090, 173704, 8027.85, 37416.5, 14315, 2.62054
151017, 178514, 187563, 24604.4, 19834.4, 7070, 2.13306
66003.2, 116531, 217574, 42111.6, 75585.7, 13833, 3.60649
158115, 175634, 181930, 16199.3, 19897.6, 7652, 1.90918
126910, 142827, 173434, 5434.28, 30677.9, 9356, 4.14838
196005, 174005, 163366, 18572, 35587.1, 8751, 2.17647
61498.5, 133950, 205949, 22332.5, 70825.9, 14309, 4.05117
108444, 154760, 126614, 25.3421, 2742.79, 11538, 1.81688
60805.1, 166566, 224252, 42200.3, 63524.2, 10889, 4.02768
73390.9, 166138, 212488, 55017.9, 61546.4, 12365, 3.98641
88635.5, 120492, 194975, 67061.8, 68409.5, 11113, 4.34364
149500, 139614, 171480, 5866.72, 41343.1, 9164, 3.03649
92885.6, 144161, 201127, 26157, 49777.9, 15262, 4.1939
198435, 180633, 64465.2, 4566.84, 0, 8215, 1.50531
154571, 182180, 33537, 4963.88, 0, 5630, 0.765853
165339, 152126, 89567.4, 6305, 12133.1, 9589, 0.960987
114560, 167277, 179313, 0, 10601.9, 11025, 2.2995
79492, 169150, 190808, 52006.3, 70044.6, 11793, 4.92926
180700, 165416, 151031, 14308.8, 18351.4, 7845, 1.84856
49483.9, 164612, 212220, 35623.1, 71319.3, 12257, 3.76466
100730, 139326, 173984, 5839.45, 7113.33, 10849, 2.40433
61643.8, 124868, 206819, 1028.61, 37401.5, 14409, 3.11875
