@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
121900, 139865, 179253, 5901.94, 41733.4, 10758, 2.83681
170717, 172028, 190312, 23401.5, 62375, 13227, 3.2984
176506, 162967, 128097, 6418.12, 18572.7, 8742, 1.84853
66786.8, 165010, 212832, 59086.8, 66547.7, 12337, 4.51785
45975.6, 158850, 205797, 38343, 64153, 12318, 3.88872
190729, 176396, 170338, 27696.3, 28071.3, 8986, 2.27647
150122, 172673, 177446, 17518.2, 37597.9, 9551, 2.7289
40478.6, 117937, 198261, 2538.43, 37563.8, 14282, 2.06879
172963, 139915, 167767, 6955.2, 21323.7, 8678, 2.26839
100730, 139326, 173984, 5839.45, 7113.33, 10849, 2.40433
137928, 156219, 149833, 4968.03, 14658.2, 11288, 2.09066
113277, 143640, 187440, 13215.2, 35775.6, 12595, 3.23269
68643, 116128, 211931, 52131.5, 77341.9, 14530, 4.09474
155727, 172762, 185218, 17813.6, 34197.5, 10542, 2.03545
53530.5, 145518, 168958, 9517.96, 26047.9, 14718, 2.4989
165630, 171092, 133303, 6093.01, 4121.46, 13782, 2.06849
63882.8, 149256, 208243, 27790.8, 58954.1, 13856, 3.95571
69119.8, 160912, 135130, 9.9189, 1766.62, 11333, 1.72036
34334.3, 166607, 196699, 10072, 20790.5, 11856, 2.74576
185484, 170355, 140182, 12438.9, 21384.5, 9251, 2.32848
163292, 169474, 182789, 20309.6, 32348.7, 10957, 2.56002
180700, 165416, 151031, 14308.8, 18351.4, 7845, 1.84856
124565, 143126, 194833, 9320.38, 28780.6, 10879, 2.24424
187029, 171382, 51913.4, 5342.54, 0, 8346, 0.955205
96675.4, 141761, 162634, 7325.52, 18889.8, 11249, 2.01601
39727.6, 158745, 172958, 7902.3, 41210, 10362, 3.08476
58407.3, 138041, 200249, 34287.9, 75368.9, 14210, 4.19397
36954.6, 169151, 192350, 16542.2, 45076.8, 11276, 3.74995
154571, 182180, 33537, 4963.88, 0, 5630, 0.765853
42686.6, 168031, 176346, 4755.84, 20725.3, 10125, 1.88338
70135.7, 125062, 215592, 36865.4, 70654, 14438, 4.13404
59599.9, 163995, 220774, 46064.4, 70375.6, 13094, 4.18805
158499, 174473, 113437, 6469.85, 1628.43, 13918, 1.87801
178383, 175790, 126510, 4953.62, 0, 9159, 1.63666
90827.6, 139263, 96827.4, 0, 2289.19, 12140, 1.82045
132015, 151429, 170751, 4140, 23589.7, 10552, 2.36565
74297, 183421, 151230, 8528.64, 6736.05, 12361, 2.2336
54706.1, 166132, 220491, 54348, 72922.6, 11669, 4.06552
142590, 152259, 175601, 2018.07, 13172.5, 11793, 2.22464
76324.5, 116961, 218202, 50827.7, 80698.1, 14382, 5.11875
53114.4, 143601, 219273, 24965.3, 79383.7, 11902, 4.00929
92355.1, 118043, 191787, 65886.9, 66510.9, 11166, 4.81924
72009.6, 163803, 200045, 30853.1, 52471.3, 10929, 3.48381
