@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
62772.2, 144800, 181667, 3807.21, 22768.6, 12297, 2.31615
124480, 142078, 164750, 4965.49, 6713.44, 9310, 2.37613
44247.6, 164260, 182316, 9401.7, 42806.2, 11647, 2.25221
137741, 152334, 141613, 0, 21169, 11907, 2.1057
61498.5, 133950, 205949, 22332.5, 70825.9, 14309, 4.05117
140675, 173080, 179470, 16057, 27923, 13167, 2.50409
70312.3, 130864, 193201, 53914, 62919.5, 11988, 4.4184
103814, 174475, 201098, 9147.51, 56099, 14473, 3.07069
151393, 147582, 137386, 0, 10558.6, 10766, 1.8168
170866, 180046, 156710, 16183.3, 17754, 7808, 1.1095
129342, 177287, 124973, 6030.14, 5889.54, 13023, 1.42735
80881.7, 161988, 207252, 45438, 61181.6, 12516, 3.34136
109162, 177075, 171452, 11558.6, 48428.3, 13620, 2.34377
123984, 142033, 181550, 6127.47, 44832.2, 11237, 3.27322
27881.8, 157243, 188184, 6513.48, 29619.3, 11752, 2.18485
51657.7, 148988, 229234, 19930.4, 65548.4, 11835, 4.05026
190729, 176396, 170338, 27696.3, 28071.3, 8986, 2.27647
183148, 149012, 175547, 13843.4, 21271.8, 8307, 1.96111
64748.5, 124796, 201102, 53162.9, 54516.9, 12277, 4.40494
77360.1, 114760, 215188, 53279.7, 78219.7, 14507, 4.99235
53754.5, 136149, 194044, 16630.5, 49205.4, 11380, 3.73669
65321.2, 156673, 206650, 43723.9, 64305, 10638, 4.22667
47781.7, 167791, 218489, 26475.6, 51444.5, 13543, 4.1751
154110, 171142, 190515, 17831.4, 36734.9, 10583, 2.33082
163063, 177445, 132722, 6257.35, 11992.7, 7475, 1.61606
165630, 171092, 133303, 6093.01, 4121.46, 13782, 2.06849
30257.2, 164695, 190271, 9677.9, 37311.8, 10855, 2.42621
55640.1, 181868, 162385, 3944.69, 20227.8, 13991, 2.38016
65358.8, 116582, 209820, 43004.8, 71963.8, 14257, 4.75986
106148, 152550, 200310, 17163.3, 59514.9, 12382, 2.98392
104118, 176606, 119897, 6528.36, 6349.15, 12477, 1.85067
38334, 168946, 208367, 17073.7, 52944.3, 11267, 3.57325
105836, 148476, 131649, 4112.91, 4661.19, 9301, 2.17032
54706.1, 166132, 220491, 54348, 72922.6, 11669, 4.06552
42157.7, 141079, 202522, 15424, 60504.9, 12521, 4.02609
69498.9, 163094, 205157, 46158.7, 58382.8, 11544, 4.14754
