@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
70135.7, 125062, 215592, 36865.4, 70654, 14438, 4.13404
64027.3, 149331, 201417, 37537.2, 74080.6, 11456, 2.82325
119110, 175974, 196978, 9048.11, 52981.6, 12628, 2.75706
163292, 169474, 182789, 20309.6, 32348.7, 10957, 2.56002
126910, 142827, 173434, 5434.28, 30677.9, 9356, 4.14838
62028.9, 116130, 214557, 20450.1, 62717.9, 14275, 3.84052
181733, 154389, 161780, 5963.51, 28095.8, 9328, 1.84554
134957, 153716, 185097, 6080.48, 18787.9, 11441, 2.47422
173246, 178497, 170487, 16439.5, 18514, 6532, 1.97025
150010, 144417, 119162, 5133.27, 9892.63, 9149, 2.13452
56976.5, 165652, 206558, 46501.8, 59991.7, 11132, 4.30393
47668.4, 173686, 212013, 18690.8, 65984.4, 12307, 3.97146
68735.3, 146902, 109478, 3678.19, 23719.6, 12129, 1.68007
113627, 141405, 198537, 5966.32, 41732.7, 10970, 3.25505
181480, 164466, 157650, 13904.4, 22813.6, 8713, 1.83484
163295, 138952, 136311, 5917.41, 11907.5, 9217, 1.85904
150122, 172673, 177446, 17518.2, 37597.9, 9551, 2.7289
59599.9, 163995, 220774, 46064.4, 70375.6, 13094, 4.18805
69119.8, 160912, 135130, 9.9189, 1766.62, 11333, 1.72036
75205.1, 123541, 201792, 17931.5, 59511.6, 12030, 3.88321
155727, 172762, 185218, 17813.6, 34197.5, 10542, 2.03545
45959.4, 136720, 170898, 4352.62, 52820.9, 11213, 2.57559
156215, 146078, 154821, 2669.52, 17667.6, 12246, 2.25699
84643.5, 178440, 174761, 8703.35, 16433.6, 12852, 2.48834
78399.9, 156931, 184324, 7987.93, 31348, 11997, 3.48473
94601.2, 172892, 197017, 6137.55, 22221.5, 10198, 2.09604
71488.7, 118654, 209610, 51569.6, 81724.9, 14420, 4.41967
57967.4, 167394, 204395, 67145.7, 67629.3, 11386, 4.65411
82003.1, 143023, 153182, 5985.84, 2064.71, 10845, 2.27033
35461.6, 124984, 208905, 6384.44, 23139.1, 12959, 2.80529
160345, 166614, 189754, 20854.1, 53318.4, 13523, 2.75503
108789, 148989, 173104, 9750.08, 24408.3, 12616, 2.64659
92495.5, 146107, 194257, 60374.2, 55781.9, 11036, 3.67808
206035, 186774, 79129.5, 4342.43, 5715.18, 8159, 1.5835
149702, 175063, 138467, 5525.03, 11007.9, 10714, 1.93015
173086, 161469, 175422, 24027.3, 24311.6, 10603, 2.95668
