@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
126120, 149154, 199565, 6495.41, 22143.8, 11638, 2.21261
57080.7, 156909, 207679, 30063.9, 76711.3, 10821, 3.82169
144906, 180711, 136896, 1453.89, 0, 7449, 1.3288
169042, 176674, 175796, 20992.2, 49093.2, 13911, 2.53167
59340.5, 161366, 197941, 37713.3, 55034.2, 11503, 4.00095
46205.2, 153917, 199505, 4780.34, 28673.4, 10898, 2.9788
129482, 174271, 129081, 6352.87, 1957.91, 15925, 1.67147
71805.8, 149303, 199553, 22398.3, 50286.2, 11053, 3.3829
131609, 137988, 188173, 5912.13, 36070.6, 9252, 3.19877
102236, 143928, 179307, 6519.57, 31083.9, 11614, 2.4381
165339, 152126, 89567.4, 6305, 12133.1, 9589, 0.960987
67881.2, 168664, 219403, 53732.9, 59015.4, 12117, 4.14661
185484, 170355, 140182, 12438.9, 21384.5, 9251, 2.32848
101577, 168244, 115724, 4408.39, 2264.44, 15389, 1.79736
92885.6, 144161, 201127, 26157, 49777.9, 15262, 4.1939
180530, 161300, 162285, 8367.5, 27579.7, 8110, 1.81792
116123, 150104, 168863, 4583.57, 19575.1, 10758, 2.5444
74174.5, 152797, 211751, 26115.9, 57083.6, 14617, 3.38268
72267.5, 168522, 212309, 57546.9, 68727.3, 11502, 4.23803
157055, 161870, 160801, 16028.6, 35061.9, 13884, 1.8952
109797, 172697, 96596.3, 5803.86, 3245.38, 11801, 2.06576
73390.9, 166138, 212488, 55017.9, 61546.4, 12365, 3.98641
130642, 152670, 187379, 8936.6, 20331.5, 11868, 2.14667
130802, 179072, 127273, 5733.01, 5344.81, 12929, 1.43698
40681.6, 167113, 187190, 6645.15, 44738.1, 11102, 2.47629
62675.5, 119361, 215805, 33587.8, 67083.6, 13399, 3.97221
79880, 172226, 194140, 16284.2, 44195, 13158, 2.66678
127643, 172389, 221011, 33218.1, 52620.7, 9850, 4.02099
108444, 154760, 126614, 25.3421, 2742.79, 11538, 1.81688
130026, 153559, 129564, 0, 12550.3, 10694, 1.96609
62679, 135227, 227581, 17403.7, 63833.6, 14119, 4.03702
123606, 171504, 173861, 0, 6950.29, 10313, 2.06716
107175, 147041, 180816, 9763.8, 32244.2, 12527, 2.59703
66095.1, 121080, 195422, 23690.4, 69462, 10814, 4.0713
199096, 168691, 126091, 13155.7, 24428, 8525, 1.87965
40478.6, 117937, 198261, 2538.43, 37563.8, 14282, 2.06879
