@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
123534, 145821, 197500, 9583.1, 30969.2, 10562, 2.57566
169322, 178653, 185004, 16895.3, 53582.5, 12893, 2.46265
114800, 175518, 161990, 6353.76, 12237.1, 12869, 2.28675
51058, 143745, 219861, 16270.3, 70849.4, 12197, 4.12121
66804.8, 154247, 196157, 17207.8, 53063.1, 14542, 3.03054
105428, 152943, 181860, 6325.76, 34569.5, 9982, 2.49441
166824, 175563, 193745, 18903, 37661.2, 15229, 2.47074
80264, 125600, 208545, 29729.5, 64423.7, 14382, 4.85385
107450, 145090, 169750, 6969.19, 31542.5, 10986, 2.23359
34111.4, 116452, 211378, 6378.88, 41674.1, 14065, 2.89857
54252.6, 167598, 221658, 53467.3, 72976.5, 11468, 4.29773
149500, 139614, 171480, 5866.72, 41343.1, 9164, 3.03649
112841, 174227, 190568, 21612.8, 41869, 9534, 3.39448
68022.5, 162245, 185311, 26377.8, 54708.6, 11719, 3.36982
173502, 173392, 141195, 11687.1, 26899.9, 8998, 2.15968
65364.7, 169095, 206430, 21612.3, 65550, 10656, 3.46614
80317.3, 155685, 215776, 17651.7, 55888.7, 14400, 3.19168
132015, 151429, 170751, 4140, 23589.7, 10552, 2.36565
78746.8, 152801, 111752, 0, 681.644, 12013, 1.7285
50043, 134704, 219685, 38468.4, 74637.6, 14372, 3.99862
155313, 176860, 149264, 9994.27, 18958.3, 13128, 2.268
114440, 148506, 195347, 5873.44, 34522.3, 12240, 2.77649
101215, 130856, 193412, 21353.9, 44293.1, 12897, 3.51461
158115, 175634, 181930, 16199.3, 19897.6, 7652, 1.90918
83333.9, 165600, 206695, 47673.2, 61947.3, 12218, 4.60696
91157.8, 173332, 211993, 16468.7, 55807.7, 13184, 3.2357
45975.6, 158850, 205797, 38343, 64153, 12318, 3.88872
47263.1, 125408, 218817, 46716.1, 74618.8, 13956, 4.00831
100556, 165154, 195589, 53110, 58724.4, 11282, 3.88659
72563.7, 167922, 194537, 37806.2, 60504.1, 12227, 3.59718
67530.6, 119345, 183565, 59874.3, 74423.2, 11213, 4.34402
145837, 171697, 200216, 18384, 31216.3, 9993, 4.12236
66471.2, 148880, 198275, 27739.2, 60409.1, 14326, 3.64404
169047, 182229, 165000, 20540, 35640.7, 13526, 2.23376
90827.6, 139263, 96827.4, 0, 2289.19, 12140, 1.82045
41484.2, 167288, 221540, 26155.5, 71400.4, 12277, 3.60711
74297, 183421, 151230, 8528.64, 6736.05, 12361, 2.2336
