@relation ele-1
@attribute Inhabitants integer [1, 320]
@attribute Distance real [60.0, 1673.329956]
@attribute Length real [80.0, 7675.0]
@inputs Inhabitants, Distance
@outputs Length
@data
36.000000, 223.330002, 567.000000
32.000000, 316.670013, 1036.000000
35.000000, 330.000000, 1084.000000
70.000000, 591.669983, 3221.000000
32.000000, 991.669983, 3000.000000
22.000000, 556.669983, 2216.000000
47.000000, 983.330017, 4016.000000
83.000000, 758.330017, 2120.000000
16.000000, 608.330017, 1641.000000
65.000000, 336.670013, 1601.000000
37.000000, 188.330002, 723.000000
40.000000, 361.670013, 1030.000000
9.000000, 590.000000, 1489.000000
39.000000, 181.669998, 673.000000
92.000000, 458.329987, 1733.000000
28.000000, 533.330017, 1724.000000
41.000000, 346.670013, 1942.000000
5.000000, 368.329987, 656.000000
26.000000, 586.669983, 2959.000000
29.000000, 373.329987, 1682.000000
18.000000, 856.669983, 4437.000000
21.000000, 506.670013, 1730.000000
3.000000, 95.000000, 123.000000
15.000000, 426.670013, 1047.000000
14.000000, 423.329987, 1360.000000
41.000000, 893.330017, 4595.000000
47.000000, 158.330002, 592.000000
19.000000, 623.330017, 1663.000000
67.000000, 1050.000000, 4070.000000
16.000000, 280.000000, 638.000000
55.000000, 420.000000, 1520.000000
25.000000, 158.330002, 365.000000
11.000000, 495.000000, 828.000000
16.000000, 753.330017, 2857.000000
62.000000, 1370.000000, 4750.000000
44.000000, 366.670013, 1635.000000
12.000000, 165.000000, 356.000000
18.000000, 128.330002, 516.000000
28.000000, 261.670013, 660.000000
30.000000, 863.330017, 2684.000000
37.000000, 923.330017, 3200.000000
24.000000, 706.669983, 3117.000000
28.000000, 456.670013, 1349.000000
37.000000, 860.000000, 2470.000000
64.000000, 573.330017, 2765.000000
27.000000, 751.669983, 4210.000000
23.000000, 493.329987, 1404.000000
20.000000, 358.329987, 599.000000
19.000000, 510.000000, 1895.000000
14.000000, 298.329987, 1264.000000
17.000000, 533.330017, 1330.000000
13.000000, 490.000000, 1478.000000
42.000000, 573.330017, 2522.000000
46.000000, 323.329987, 1032.000000
15.000000, 713.330017, 1894.000000
31.000000, 718.330017, 1948.000000
69.000000, 853.330017, 5009.000000
8.000000, 456.670013, 903.000000
21.000000, 523.330017, 1697.000000
320.000000, 880.000000, 3090.000000
20.000000, 900.000000, 2628.000000
39.000000, 326.670013, 1161.000000
130.000000, 668.330017, 5589.000000
111.000000, 370.000000, 1025.000000
34.000000, 518.330017, 2470.000000
36.000000, 283.329987, 1230.000000
8.000000, 290.000000, 358.000000
41.000000, 633.330017, 1776.000000
33.000000, 165.000000, 482.000000
15.000000, 278.329987, 623.000000
29.000000, 1200.000000, 3985.000000
10.000000, 258.329987, 432.000000
69.000000, 443.329987, 1562.000000
21.000000, 363.329987, 1691.000000
21.000000, 516.669983, 2478.000000
17.000000, 360.000000, 991.000000
75.000000, 346.670013, 1531.000000
17.000000, 720.000000, 1417.000000
26.000000, 405.000000, 1296.000000
16.000000, 596.669983, 1108.000000
28.000000, 193.330002, 1064.000000
35.000000, 246.669998, 1010.000000
27.000000, 288.329987, 1229.000000
30.000000, 571.669983, 2110.000000
19.000000, 775.000000, 2737.000000
1.000000, 150.000000, 150.000000
39.000000, 335.000000, 883.000000
36.000000, 718.330017, 2603.000000
45.000000, 603.330017, 2225.000000
24.000000, 420.000000, 2082.000000
48.000000, 550.000000, 1500.000000
32.000000, 270.000000, 909.000000
16.000000, 556.669983, 1590.000000
51.000000, 405.000000, 1956.000000
6.000000, 480.000000, 1290.000000
47.000000, 480.000000, 1698.000000
46.000000, 390.000000, 1176.000000
28.000000, 673.330017, 1723.000000
12.000000, 366.670013, 804.000000
