@relation ele-1
@attribute Inhabitants integer [1, 320]
@attribute Distance real [60.0, 1673.329956]
@attribute Length real [80.0, 7675.0]
@inputs Inhabitants, Distance
@outputs Length
@data
10.000000, 648.330017, 1773.000000
32.000000, 383.329987, 1104.000000
4.000000, 126.669998, 392.000000
36.000000, 776.669983, 2087.000000
34.000000, 343.329987, 1224.000000
23.000000, 1271.670044, 1946.000000
52.000000, 563.330017, 2123.000000
25.000000, 551.669983, 1895.000000
150.000000, 1050.000000, 7675.000000
84.000000, 716.669983, 3362.000000
46.000000, 1115.000000, 1788.000000
26.000000, 496.670013, 1328.000000
16.000000, 606.669983, 1936.000000
8.000000, 291.670013, 475.000000
2.000000, 105.000000, 80.000000
9.000000, 520.000000, 1551.000000
11.000000, 180.000000, 481.000000
19.000000, 316.670013, 1042.000000
17.000000, 376.670013, 952.000000
59.000000, 165.000000, 413.000000
91.000000, 996.669983, 2702.000000
200.000000, 596.669983, 3302.000000
17.000000, 176.669998, 498.000000
16.000000, 406.670013, 1679.000000
39.000000, 238.330002, 554.000000
79.000000, 416.670013, 2557.000000
42.000000, 350.000000, 1295.000000
16.000000, 660.000000, 1368.000000
2.000000, 380.000000, 737.000000
20.000000, 370.000000, 921.000000
58.000000, 301.670013, 692.000000
22.000000, 271.670013, 1046.000000
26.000000, 365.000000, 1441.000000
69.000000, 466.670013, 3096.000000
59.000000, 783.330017, 2891.000000
43.000000, 473.329987, 2000.000000
30.000000, 386.670013, 1083.000000
9.000000, 115.000000, 126.000000
57.000000, 580.000000, 3357.000000
23.000000, 395.000000, 1614.000000
90.000000, 341.670013, 1623.000000
3.000000, 60.000000, 96.000000
57.000000, 666.669983, 2553.000000
48.000000, 728.330017, 5384.000000
55.000000, 308.329987, 2055.000000
27.000000, 198.330002, 468.000000
14.000000, 893.330017, 2765.000000
28.000000, 936.669983, 2160.000000
39.000000, 380.000000, 1660.000000
77.000000, 560.000000, 1880.000000
18.000000, 736.669983, 1130.000000
9.000000, 261.670013, 993.000000
20.000000, 463.329987, 1360.000000
16.000000, 373.329987, 1000.000000
97.000000, 225.000000, 1509.000000
29.000000, 653.330017, 2745.000000
15.000000, 476.670013, 1336.000000
7.000000, 211.669998, 375.000000
16.000000, 266.670013, 905.000000
34.000000, 280.000000, 733.000000
45.000000, 350.000000, 1607.000000
10.000000, 405.000000, 621.000000
55.000000, 343.329987, 1396.000000
41.000000, 733.330017, 3085.000000
31.000000, 415.000000, 1354.000000
28.000000, 513.330017, 2082.000000
40.000000, 290.000000, 1058.000000
14.000000, 976.669983, 2465.000000
26.000000, 481.670013, 1044.000000
11.000000, 316.670013, 642.000000
57.000000, 211.669998, 817.000000
19.000000, 138.330002, 466.000000
51.000000, 975.000000, 3210.000000
26.000000, 590.000000, 2389.000000
78.000000, 813.330017, 4765.000000
27.000000, 550.000000, 1688.000000
21.000000, 113.330002, 271.000000
41.000000, 500.000000, 2891.000000
89.000000, 1360.000000, 4845.000000
1.000000, 80.000000, 80.000000
28.000000, 448.329987, 1599.000000
18.000000, 716.669983, 1430.000000
16.000000, 738.330017, 1805.000000
29.000000, 541.669983, 2312.000000
15.000000, 336.670013, 1130.000000
23.000000, 303.329987, 1003.000000
147.000000, 1270.000000, 3570.000000
15.000000, 318.329987, 665.000000
13.000000, 673.330017, 1671.000000
25.000000, 756.669983, 2972.000000
10.000000, 266.670013, 860.000000
25.000000, 443.329987, 2178.000000
55.000000, 736.669983, 2916.000000
7.000000, 546.669983, 1370.000000
18.000000, 716.669983, 2274.000000
19.000000, 436.670013, 670.000000
43.000000, 193.330002, 445.000000
9.000000, 191.669998, 353.000000
26.000000, 245.000000, 742.000000
