@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.52101, 13.64, 4.49, 1.10, 71.78, 0.06, 8.75, 0.00, 0.00, 1
1.51761, 13.89, 3.60, 1.36, 72.73, 0.48, 7.83, 0.00, 0.00, 1
1.51618, 13.53, 3.55, 1.54, 72.99, 0.39, 7.78, 0.00, 0.00, 1
1.51766, 13.21, 3.69, 1.29, 72.61, 0.57, 8.22, 0.00, 0.00, 1
1.51742, 13.27, 3.62, 1.24, 73.08, 0.55, 8.07, 0.00, 0.00, 1
1.51596, 12.79, 3.61, 1.62, 72.97, 0.64, 8.07, 0.00, 0.26, 1
1.51756, 13.15, 3.61, 1.05, 73.24, 0.57, 8.24, 0.00, 0.00, 1
1.51918, 14.04, 3.58, 1.37, 72.08, 0.56, 8.30, 0.00, 0.00, 1
1.51571, 12.72, 3.46, 1.56, 73.20, 0.67, 8.09, 0.00, 0.24, 1
1.51763, 12.80, 3.66, 1.27, 73.01, 0.60, 8.56, 0.00, 0.00, 1
1.51589, 12.88, 3.43, 1.40, 73.28, 0.69, 8.05, 0.00, 0.24, 1
1.51748, 12.86, 3.56, 1.27, 73.21, 0.54, 8.38, 0.00, 0.17, 1
1.51784, 12.68, 3.67, 1.16, 73.11, 0.61, 8.70, 0.00, 0.00, 1
1.51750, 12.82, 3.55, 1.49, 72.75, 0.54, 8.52, 0.00, 0.19, 1
1.51751, 12.81, 3.57, 1.35, 73.02, 0.62, 8.59, 0.00, 0.00, 1
1.51720, 13.38, 3.50, 1.15, 72.85, 0.50, 8.43, 0.00, 0.00, 1
1.51768, 12.56, 3.52, 1.43, 73.15, 0.57, 8.54, 0.00, 0.00, 1
1.51768, 12.65, 3.56, 1.30, 73.08, 0.61, 8.69, 0.00, 0.14, 1
1.51747, 12.84, 3.50, 1.14, 73.27, 0.56, 8.55, 0.00, 0.00, 1
1.51783, 12.69, 3.54, 1.34, 72.95, 0.57, 8.75, 0.00, 0.00, 1
