@relation .a/glass/glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51761952, 13.88875, 3.60098, 1.35893, 72.7276, 0.47817, 7.82948, 0.0, 0.0, 1
1.51720948, 13.3767, 3.5022, 1.15028, 72.8508, 0.50301, 8.43204, 0.0, 0.0, 1
1.5177562, 12.85135, 3.47975, 1.23053, 72.9684, 0.60858, 8.56116, 0.09135, 0.1122, 1
1.51784732, 13.7745, 3.48873, 1.27868, 72.862, 0.60237, 8.48584, 0.0, 0.0, 1
1.5178701, 12.73165, 3.43036, 1.1888, 72.9516, 0.621, 8.75484, 0.0, 0.153, 1
1.51768786, 12.55875, 3.52016, 1.42955, 73.1476, 0.57132, 8.53964, 0.0, 0.0, 1
1.5170728, 13.7225, 3.6818, 1.81154, 72.0612, 0.63963, 7.88328, 0.0, 0.0, 2
1.52613924, 13.70255, 0.0, 1.35893, 71.238, 0.19251, 13.43544, 0.0, 0.051, 2
1.51828014, 13.23705, 3.90181, 1.41029, 72.33, 0.55269, 8.31368, 0.0, 0.051, 2
1.51645774, 13.4033, 3.48873, 1.51943, 72.6492, 0.67068, 8.07696, 0.0, 0.051, 2
1.5173006, 12.3526, 2.72094, 1.62857, 72.8676, 0.70173, 9.22828, 0.0, 0.0, 2
1.51591102, 13.23705, 3.34056, 1.47128, 73.0972, 0.39123, 8.21684, 0.0, 0.0, 2
1.51595658, 13.0176, 3.56057, 1.53869, 73.1084, 0.72036, 7.9048, 0.0, 0.0, 2
1.51846238, 13.40995, 3.88834, 1.33004, 72.3804, 0.50922, 8.2814, 0.0, 0.0, 2
1.51693612, 12.858, 3.57853, 1.31078, 72.61, 0.60858, 8.78712, 0.0, 0.0, 3
1.51654886, 13.40995, 3.38995, 1.27868, 72.638, 0.52164, 8.64724, 0.0, 0.0, 3
1.51315464, 13.0176, 0.0, 3.04097, 70.482, 6.21, 6.95792, 0.0, 0.0, 5
1.51299518, 14.4008, 1.74212, 1.53869, 74.5476, 0.0, 7.59276, 0.0, 0.0, 6
1.51645774, 14.93945, 0.0, 1.86932, 73.1084, 0.0, 8.66876, 1.3797, 0.0, 7
1.516845, 14.9195, 0.0, 1.9913, 73.58, 0.0, 8.39976, 1.59075, 0.0, 7
1.51531874, 14.38085, 0.0, 2.65898, 73.0972, 0.03726, 9.07764, 0.63945, 0.0, 7
1.51566044, 13.29025, 3.44832, 1.21127, 72.7388, 0.5589, 8.57192, 0.0, 0.0, 1
