@relation segment0
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
149.0, 185.0, 9.0, 0.0, 0.0, 1.5555553, 1.0680546, 3.0555553, 1.9254627, 49.333332, 45.333332, 59.555557, 43.11111, -12.0, 30.666666, -18.666666, 59.555557, 0.2758892, -1.9527698, negative
86.0, 197.0, 9.0, 0.11111111, 0.11111111, 1.611112, 1.4516907, 1.2777786, 1.1038647, 63.22222, 56.22222, 77.77778, 55.666668, -21.0, 43.666668, -22.666666, 77.77778, 0.28533262, -2.06802, negative
83.0, 28.0, 9.0, 0.0, 0.0, 0.3888893, 0.13608134, 0.88888675, 0.45542085, 112.96296, 99.44444, 131.11111, 108.333336, -40.555557, 54.444443, -13.888889, 131.11111, 0.24151142, -2.3878844, negative
126.0, 237.0, 9.0, 0.0, 0.0, 0.94444436, 0.24074084, 1.0000001, 0.48888868, 5.7777777, 4.2222223, 4.2222223, 8.888889, -4.6666665, -4.6666665, 9.333333, 8.888889, 0.5538119, 2.0972314, negative
79.0, 62.0, 9.0, 0.0, 0.0, 0.555556, 0.3851839, 0.88888675, 0.60740507, 110.18519, 100.666664, 127.111115, 102.77778, -28.555555, 50.77778, -22.222221, 127.111115, 0.20801263, -2.178149, negative
94.0, 140.0, 9.0, 0.0, 0.0, 0.16666667, 0.033333328, 0.33333328, 0.044444434, 3.0370371, 1.7777778, 6.111111, 1.2222222, -3.7777777, 9.222222, -5.4444447, 6.111111, 0.79788357, -1.9857694, negative
54.0, 142.0, 9.0, 0.0, 0.0, 0.7222223, 0.82775915, 2.0, 2.1081848, 1.8148148, 0.8888889, 3.6666667, 0.8888889, -2.7777777, 5.5555553, -2.7777777, 3.6666667, 0.76944447, -2.0943952, negative
107.0, 146.0, 9.0, 0.0, 0.0, 1.888889, 1.0074077, 2.111111, 1.3185171, 21.37037, 16.777779, 29.666666, 17.666668, -13.777778, 24.88889, -11.111111, 29.666666, 0.43278608, -2.1649706, negative
239.0, 122.0, 9.0, 0.0, 0.0, 0.27777776, 0.06296293, 0.33333334, 0.17777774, 5.5555553, 7.0, 6.6666665, 3.0, 4.3333335, 3.3333333, -7.6666665, 7.2222223, 0.5813492, -0.95343477, positive
63.0, 201.0, 9.0, 0.0, 0.0, 2.1111119, 1.7341882, 2.5000007, 1.656637, 61.62963, 54.88889, 76.44444, 53.555557, -20.222221, 44.444443, -24.222221, 76.44444, 0.29921305, -2.0341187, negative
121.0, 60.0, 9.0, 0.0, 0.0, 2.277778, 2.329629, 2.888889, 2.8740742, 26.74074, 24.666666, 35.22222, 20.333334, -6.2222223, 25.444445, -19.222221, 35.22222, 0.4223002, -1.776113, positive
54.0, 176.0, 9.0, 0.0, 0.0, 2.1111126, 0.68853056, 2.6666672, 2.6915512, 50.666668, 46.0, 62.666668, 43.333332, -14.0, 36.0, -22.0, 62.666668, 0.30857325, -1.9514097, negative
90.0, 101.0, 9.0, 0.11111111, 0.0, 0.8888893, 0.3851848, 1.7222223, 1.8851866, 20.074074, 20.333334, 25.0, 14.888889, 0.7777778, 14.777778, -15.555555, 25.0, 0.40403765, -1.5201249, positive
71.0, 180.0, 9.0, 0.11111111, 0.0, 1.222222, 0.5629625, 3.0, 1.8666646, 22.333334, 18.333334, 21.444445, 27.222221, -12.0, -2.6666667, 14.666667, 27.222221, 0.3273826, 2.4538307, negative
48.0, 81.0, 9.0, 0.0, 0.0, 0.6111107, 0.24074274, 0.88889056, 0.42962864, 112.92593, 105.666664, 128.88889, 104.22222, -21.777779, 47.88889, -26.11111, 128.88889, 0.19307978, -2.0334873, negative
97.0, 130.0, 9.0, 0.0, 0.0, 0.72222215, 0.50740737, 1.0555556, 0.685185, 5.851852, 7.3333335, 6.888889, 3.3333333, 4.4444447, 3.1111112, -7.5555553, 7.6666665, 0.5701058, -0.96304834, positive
110.0, 182.0, 9.0, 0.0, 0.0, 2.3888893, 1.7940235, 2.555556, 1.5587274, 46.37037, 42.666668, 56.333332, 40.11111, -11.111111, 29.88889, -18.777779, 56.333332, 0.28764573, -1.9300476, negative
82.0, 138.0, 9.0, 0.0, 0.0, 0.8888889, 0.51851845, 0.88888884, 0.3851853, 1.4074074, 0.0, 3.7777777, 0.44444445, -4.2222223, 7.111111, -2.8888888, 3.7777777, 1.0, -2.1739607, negative
235.0, 196.0, 9.0, 0.0, 0.0, 1.6666666, 1.333334, 2.222222, 1.1482682, 47.25926, 41.77778, 58.555557, 41.444443, -16.444445, 33.88889, -17.444445, 58.555557, 0.29423782, -2.0746155, negative
140.0, 161.0, 9.0, 0.0, 0.0, 0.27777767, 0.3277306, 0.7777777, 0.6206328, 15.740741, 12.444445, 14.333333, 20.444445, -9.888889, -4.2222223, 14.111111, 20.444445, 0.39095718, 2.3451326, negative
192.0, 142.0, 9.0, 0.11111111, 0.0, 0.50000006, 0.12222217, 1.5000001, 0.52222186, 4.6666665, 6.7777777, 4.888889, 2.3333335, 6.3333335, 0.6666667, -7.0, 6.7777777, 0.662037, -0.60486406, positive
228.0, 42.0, 9.0, 0.11111111, 0.0, 2.055556, 1.5551584, 4.333334, 2.2310944, 44.555557, 39.555557, 54.11111, 40.0, -15.0, 28.666666, -13.666667, 54.11111, 0.27157217, -2.120131, negative
127.0, 118.0, 9.0, 0.0, 0.0, 11.555554, 10.22995, 0.8333337, 0.6912154, 34.333332, 30.777779, 41.666668, 30.555555, -10.666667, 22.0, -11.333333, 41.666668, 0.29394883, -2.0776675, negative
196.0, 95.0, 9.0, 0.0, 0.0, 1.722222, 1.1238165, 1.3333335, 1.264911, 7.6296296, 6.7777777, 10.777778, 5.3333335, -2.5555556, 9.444445, -6.888889, 10.777778, 0.51256585, -1.7492584, negative
63.0, 19.0, 9.0, 0.0, 0.0, 2.4444447, 1.1863403, 1.4444447, 0.8861062, 45.185184, 38.0, 58.77778, 38.77778, -21.555555, 40.77778, -19.222221, 58.77778, 0.35522667, -2.1336765, negative
21.0, 123.0, 9.0, 0.0, 0.0, 0.88888836, 0.38518608, 1.0, 0.3555552, 19.296297, 15.666667, 26.333334, 15.888889, -10.888889, 21.11111, -10.222222, 26.333334, 0.4089133, -2.1157336, negative
135.0, 211.0, 9.0, 0.0, 0.0, 1.8888885, 1.3277655, 2.1666663, 1.1498789, 17.962963, 14.444445, 16.333334, 23.11111, -10.555555, -4.888889, 15.444445, 23.11111, 0.37555233, 2.3275452, negative
23.0, 92.0, 9.0, 0.0, 0.11111111, 4.111111, 4.63641, 7.0, 5.688196, 12.666667, 8.777778, 18.666668, 10.555555, -11.666667, 18.0, -6.3333335, 18.666668, 0.56489813, -2.2805607, negative
38.0, 189.0, 9.0, 0.0, 0.0, 1.0000006, 0.22222213, 6.222223, 33.3185, 29.074074, 26.333334, 35.22222, 25.666666, -8.222222, 18.444445, -10.222222, 35.22222, 0.2712077, -2.0491476, negative
39.0, 111.0, 9.0, 0.0, 0.0, 0.72222227, 0.37407416, 0.8888889, 0.4296295, 6.037037, 7.0, 7.6666665, 3.4444444, 2.8888888, 4.888889, -7.7777777, 7.888889, 0.56291884, -1.1757725, positive
23.0, 25.0, 9.0, 0.0, 0.0, 1.1111094, 0.7503052, 0.6111107, 0.64692986, 70.44444, 60.666668, 89.0, 61.666668, -29.333334, 55.666668, -26.333334, 89.0, 0.3181906, -2.1304197, negative
198.0, 183.0, 9.0, 0.0, 0.0, 1.0555547, 1.1816497, 3.3888881, 1.5974506, 54.037037, 48.88889, 66.55556, 46.666668, -15.444445, 37.555557, -22.11111, 66.55556, 0.2986217, -1.9749589, negative
119.0, 85.0, 9.0, 0.0, 0.0, 0.49999872, 0.29999846, 0.88888675, 0.6074093, 101.03704, 88.77778, 122.55556, 91.77778, -36.77778, 64.55556, -27.777779, 122.55556, 0.2754667, -2.186342, negative
216.0, 169.0, 9.0, 0.0, 0.0, 0.8333333, 0.3888888, 1.9444443, 0.41851807, 16.592592, 12.777778, 15.666667, 21.333334, -11.444445, -2.7777777, 14.222222, 21.333334, 0.40075645, 2.44578, negative
20.0, 189.0, 9.0, 0.0, 0.0, 1.7222229, 1.7518526, 2.666667, 3.822227, 34.11111, 30.11111, 42.77778, 29.444445, -12.0, 26.0, -14.0, 42.77778, 0.30988368, -2.0442774, negative
22.0, 87.0, 9.0, 0.0, 0.0, 1.8888899, 1.2590423, 1.1666666, 0.62361073, 64.03704, 55.77778, 80.333336, 56.0, -24.777779, 48.88889, -24.11111, 80.333336, 0.30969977, -2.105073, negative
68.0, 127.0, 9.0, 0.0, 0.0, 1.0555553, 0.97562903, 1.2777777, 0.8277589, 16.37037, 10.888889, 26.444445, 11.777778, -16.444445, 30.222221, -13.777778, 26.444445, 0.6014436, -2.0358076, negative
170.0, 185.0, 9.0, 0.0, 0.0, 0.611111, 0.44305348, 1.4444447, 1.0470417, 10.740741, 8.111112, 9.777778, 14.333333, -7.888889, -2.8888888, 10.777778, 14.333333, 0.4351852, 2.3628104, negative
18.0, 13.0, 9.0, 0.0, 0.0, 0.88889056, 0.20740725, 1.1111145, 0.16296056, 140.25926, 134.33334, 149.11111, 137.33334, -17.777779, 26.555555, -8.777778, 149.11111, 0.099060155, -2.292384, negative
