@relation segment0
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
202.0, 41.0, 9.0, 0.0, 0.0, 0.9444478, 0.7722018, 1.111112, 1.0255967, 123.03704, 111.888885, 139.77779, 117.44444, -33.444443, 50.22222, -16.777779, 139.77779, 0.19934683, -2.2999177, negative
197.0, 229.0, 9.0, 0.0, 0.0, 1.3888885, 1.5740727, 1.1666662, 0.5666664, 17.74074, 14.111111, 17.88889, 21.222221, -10.888889, 0.44444445, 10.444445, 21.222221, 0.3357168, 2.651605, negative
1.0, 81.0, 9.0, 0.0, 0.0, 12.166667, 267.45554, 9.222222, 205.36296, 21.333334, 14.0, 30.555555, 19.444445, -22.0, 27.666666, -5.6666665, 30.555555, 0.5952822, -2.438409, negative
137.0, 141.0, 9.0, 0.0, 0.0, 0.055555563, 0.13608278, 0.055555556, 0.13608277, 0.037037037, 0.0, 0.11111111, 0.0, -0.11111111, 0.22222222, -0.11111111, 0.11111111, 0.11111111, -2.0943952, negative
109.0, 146.0, 9.0, 0.0, 0.0, 0.055555556, 0.13608277, 0.055555556, 0.13608277, 0.037037037, 0.0, 0.11111111, 0.0, -0.11111111, 0.22222222, -0.11111111, 0.11111111, 0.11111111, -2.0943952, negative
209.0, 249.0, 9.0, 0.0, 0.0, 2.4444444, 3.6296306, 2.777778, 4.2074075, 10.518518, 7.5555553, 8.111112, 15.888889, -8.888889, -7.2222223, 16.11111, 15.888889, 0.5333069, 2.1567793, negative
33.0, 117.0, 9.0, 0.0, 0.0, 0.2777778, 0.018518511, 0.11111111, 0.029629635, 1.074074, 0.0, 3.1111112, 0.11111111, -3.2222223, 6.111111, -2.8888888, 3.1111112, 1.0, -2.132635, negative
50.0, 199.0, 9.0, 0.0, 0.0, 3.2222226, 2.9789395, 5.611111, 4.6159945, 55.666668, 49.11111, 69.77778, 48.11111, -19.666666, 42.333332, -22.666666, 69.77778, 0.31241447, -2.0454311, negative
41.0, 103.0, 9.0, 0.0, 0.0, 2.4444454, 3.0962982, 1.777778, 1.4962941, 61.25926, 56.0, 73.44444, 54.333332, -15.777778, 36.555557, -20.777779, 73.44444, 0.25960675, -2.0029202, negative
249.0, 58.0, 9.0, 0.0, 0.0, 1.3333334, 0.9428091, 0.27777767, 0.3277306, 8.851851, 6.0, 14.555555, 6.0, -8.555555, 17.11111, -8.555555, 14.555555, 0.6077675, -2.0853417, negative
180.0, 224.0, 9.0, 0.0, 0.0, 3.7222223, 3.7074065, 3.6111107, 5.618522, 15.185185, 11.666667, 13.333333, 20.555555, -10.555555, -5.5555553, 16.11111, 20.555555, 0.4433746, 2.2982552, negative
112.0, 90.0, 9.0, 0.0, 0.0, 7.38889, 6.9455557, 1.2777773, 0.87981415, 65.18519, 57.666668, 79.77778, 58.11111, -22.555555, 43.77778, -21.222221, 79.77778, 0.27834544, -2.108813, negative
225.0, 58.0, 9.0, 0.0, 0.0, 0.3333335, 0.42163706, 0.4444445, 0.34426522, 8.333333, 5.5555553, 14.111111, 5.3333335, -8.333333, 17.333334, -9.0, 14.111111, 0.62222224, -2.0685637, negative
88.0, 89.0, 9.0, 0.0, 0.0, 0.7777774, 0.38518468, 3.6666667, 4.0444417, 22.333334, 21.666666, 28.444445, 16.88889, -2.0, 18.333334, -16.333334, 28.444445, 0.40368655, -1.6255869, positive
57.0, 42.0, 9.0, 0.0, 0.0, 2.333334, 0.8692256, 0.99999875, 0.69920623, 37.444443, 32.77778, 47.77778, 31.777779, -14.0, 31.0, -17.0, 47.77778, 0.3346618, -2.029552, negative
37.0, 120.0, 9.0, 0.0, 0.0, 0.83333325, 0.3444444, 1.0555556, 0.46296284, 1.925926, 0.22222222, 4.4444447, 1.1111112, -5.111111, 7.5555553, -2.4444444, 4.4444447, 0.962963, -2.298085, negative
86.0, 88.0, 9.0, 0.11111111, 0.0, 2.055556, 1.8851848, 1.722222, 3.3962944, 21.148148, 21.444445, 26.333334, 15.666667, 0.8888889, 15.555555, -16.444445, 26.333334, 0.40511805, -1.5125551, positive
14.0, 138.0, 9.0, 0.0, 0.0, 0.50000006, 0.12222217, 0.50000006, 0.077777766, 4.962963, 6.7777777, 5.4444447, 2.6666667, 5.4444447, 1.4444444, -6.888889, 6.7777777, 0.603836, -0.72289366, positive
4.0, 210.0, 9.0, 0.0, 0.0, 4.7222233, 4.018937, 5.722222, 2.184966, 49.74074, 44.22222, 62.22222, 42.77778, -16.555555, 37.444443, -20.88889, 62.22222, 0.3142778, -2.0144343, negative
222.0, 114.0, 9.0, 0.0, 0.0, 0.27777776, 0.06296293, 0.44444433, 0.074074075, 5.4444447, 6.111111, 7.3333335, 2.8888888, 2.0, 5.6666665, -7.6666665, 7.3333335, 0.6031746, -1.3145328, positive
