@relation segment0
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
6.0, 51.0, 9.0, 0.0, 0.0, 1.6666666, 1.9999989, 1.611111, 2.1074073, 19.592592, 18.777779, 25.666666, 14.333333, -2.4444444, 18.222221, -15.777778, 25.666666, 0.44286063, -1.6812904, positive
203.0, 182.0, 9.0, 0.0, 0.0, 3.722222, 2.576964, 3.6111114, 1.705112, 54.925926, 49.444443, 68.111115, 47.22222, -16.444445, 39.555557, -23.11111, 68.111115, 0.3067216, -1.9803478, negative
225.0, 58.0, 9.0, 0.0, 0.0, 0.3333335, 0.42163706, 0.4444445, 0.34426522, 8.333333, 5.5555553, 14.111111, 5.3333335, -8.333333, 17.333334, -9.0, 14.111111, 0.62222224, -2.0685637, negative
14.0, 120.0, 9.0, 0.0, 0.0, 0.3333333, 0.13333331, 0.44444442, 0.29629624, 1.5925926, 0.0, 3.8888888, 0.8888889, -4.7777777, 6.888889, -2.1111112, 3.8888888, 1.0, -2.3157208, negative
184.0, 145.0, 9.0, 0.0, 0.0, 0.9444445, 0.49065363, 1.7777778, 0.93491936, 3.4074075, 2.3333335, 5.7777777, 2.1111112, -3.2222223, 7.111111, -3.8888888, 5.7777777, 0.65661377, -2.0365057, negative
155.0, 40.0, 9.0, 0.0, 0.0, 1.888889, 2.072751, 0.05555554, 0.13608274, 1.2592592, 1.2222222, 1.5555556, 1.0, -0.11111111, 0.8888889, -0.7777778, 1.5555556, 0.11666667, -1.5707964, negative
192.0, 157.0, 9.0, 0.0, 0.0, 1.0555559, 0.5074076, 0.77777797, 0.16296285, 18.333334, 13.888889, 17.222223, 23.88889, -13.333333, -3.3333333, 16.666666, 23.88889, 0.41818407, 2.4386153, negative
118.0, 85.0, 9.0, 0.0, 0.0, 3.2777777, 4.418521, 2.277778, 6.8185186, 8.185185, 3.5555556, 14.888889, 6.111111, -13.888889, 20.11111, -6.2222223, 14.888889, 0.7741213, -2.3290927, negative
218.0, 115.0, 9.0, 0.0, 0.0, 0.944444, 0.5340271, 0.38888898, 0.38968194, 22.962963, 19.444445, 29.444445, 20.0, -10.555555, 19.444445, -8.888889, 29.444445, 0.33914888, -2.1486697, negative
108.0, 146.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, negative
