@relation segment0
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
218.0, 178.0, 9.0, 0.11111111, 0.0, 0.8333327, 0.54772234, 1.1111094, 0.5443307, 59.62963, 52.444443, 75.22222, 51.22222, -21.555555, 46.77778, -25.222221, 75.22222, 0.31899637, -2.0405545, negative
32.0, 173.0, 9.0, 0.0, 0.0, 1.7222217, 1.7815932, 9.0, 6.749488, 43.592594, 39.555557, 52.88889, 38.333336, -12.111111, 27.88889, -15.777778, 52.88889, 0.26691392, -1.9988575, negative
29.0, 111.0, 9.0, 0.0, 0.0, 0.38888884, 0.24074061, 0.6111111, 0.15185188, 5.4074073, 6.888889, 6.3333335, 3.0, 4.4444447, 2.7777777, -7.2222223, 6.888889, 0.56415343, -0.89785874, positive
69.0, 85.0, 9.0, 0.11111111, 0.0, 3.1111114, 8.207409, 3.944444, 9.440739, 21.444445, 20.444445, 28.11111, 15.777778, -3.0, 20.0, -17.0, 28.11111, 0.43740398, -1.6598793, positive
152.0, 83.0, 9.0, 0.0, 0.0, 4.444444, 1.3277657, 0.94444436, 0.6804135, 26.518518, 23.333334, 33.22222, 23.0, -9.555555, 20.11111, -10.555555, 33.22222, 0.30741498, -2.0632424, negative
248.0, 153.0, 9.0, 0.0, 0.0, 0.2777778, 0.062962964, 0.11111113, 0.029629637, 0.37037036, 0.0, 1.1111112, 0.0, -1.1111112, 2.2222223, -1.1111112, 1.1111112, 0.8888889, -2.0943952, negative
243.0, 120.0, 9.0, 0.0, 0.0, 4.4444447, 4.359749, 1.5555547, 1.8338387, 47.851852, 44.77778, 56.333332, 42.444443, -9.222222, 25.444445, -16.222221, 56.333332, 0.2453213, -1.9107349, negative
146.0, 97.0, 9.0, 0.0, 0.0, 10.111111, 4.597905, 0.6111107, 0.5741327, 47.962963, 46.0, 54.333332, 43.555557, -5.888889, 19.11111, -13.222222, 54.333332, 0.19711515, -1.8407352, negative
132.0, 134.0, 9.0, 0.0, 0.0, 2.6666667, 3.1555562, 1.5, 1.5444443, 6.185185, 2.2222223, 11.444445, 4.888889, -11.888889, 15.777778, -3.8888888, 11.444445, 0.8339346, -2.3866115, negative
5.0, 210.0, 9.0, 0.0, 0.11111111, 2.1666672, 1.6699982, 4.444444, 2.613356, 51.296295, 45.444443, 64.333336, 44.11111, -17.555555, 39.11111, -21.555555, 64.333336, 0.3175664, -2.0208955, negative
