@relation ecoli1
@attribute Mcg real [0.0, 0.89]
@attribute Gvh real [0.16, 1.0]
@attribute Lip real [0.48, 1.0]
@attribute Chg real [0.5, 1.0]
@attribute Aac real [0.0, 0.88]
@attribute Alm1 real [0.03, 1.0]
@attribute Alm2 real [0.0, 0.99]
@attribute Class {positive, negative}   
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Class
@data
0.07, 0.4, 0.48, 0.5, 0.54, 0.35, 0.44, negative
0.21, 0.34, 0.48, 0.5, 0.51, 0.28, 0.39, negative
0.44, 0.27, 0.48, 0.5, 0.55, 0.52, 0.58, negative
0.23, 0.4, 0.48, 0.5, 0.39, 0.28, 0.38, negative
0.41, 0.57, 0.48, 0.5, 0.39, 0.21, 0.32, negative
0.51, 0.54, 0.48, 0.5, 0.41, 0.34, 0.43, negative
0.36, 0.39, 0.48, 0.5, 0.48, 0.22, 0.23, negative
0.21, 0.51, 0.48, 0.5, 0.5, 0.32, 0.41, negative
0.36, 0.54, 0.48, 0.5, 0.41, 0.38, 0.46, negative
0.28, 0.38, 0.48, 0.5, 0.5, 0.33, 0.42, negative
0.61, 0.45, 0.48, 0.5, 0.48, 0.35, 0.41, negative
0.17, 0.38, 0.48, 0.5, 0.45, 0.42, 0.5, negative
0.43, 0.4, 0.48, 0.5, 0.39, 0.28, 0.39, negative
0.29, 0.3, 0.48, 0.5, 0.45, 0.03, 0.17, negative
0.44, 0.34, 0.48, 0.5, 0.3, 0.33, 0.43, negative
0.44, 0.56, 0.48, 0.5, 0.5, 0.46, 0.54, negative
0.37, 0.5, 0.48, 0.5, 0.42, 0.36, 0.45, negative
0.42, 0.3, 0.48, 0.5, 0.48, 0.26, 0.36, negative
0.41, 0.43, 0.48, 0.5, 0.45, 0.31, 0.41, negative
0.51, 0.46, 0.48, 0.5, 0.58, 0.31, 0.41, negative
0.33, 0.47, 0.48, 0.5, 0.53, 0.18, 0.29, negative
0.26, 0.5, 0.48, 0.5, 0.44, 0.32, 0.41, negative
0.44, 0.49, 0.48, 0.5, 0.39, 0.38, 0.4, negative
0.41, 0.51, 0.48, 0.5, 0.58, 0.2, 0.31, negative
0.04, 0.31, 0.48, 0.5, 0.41, 0.29, 0.39, negative
0.4, 0.46, 0.48, 0.5, 0.42, 0.35, 0.44, negative
0.23, 0.34, 0.48, 0.5, 0.43, 0.26, 0.37, negative
0.37, 0.44, 0.48, 0.5, 0.42, 0.39, 0.47, negative
0.3, 0.44, 0.48, 0.5, 0.49, 0.22, 0.33, negative
0.27, 0.3, 0.48, 0.5, 0.71, 0.28, 0.39, negative
0.27, 0.42, 0.48, 0.5, 0.37, 0.38, 0.43, negative
0.44, 0.52, 0.48, 0.5, 0.43, 0.47, 0.54, positive
0.4, 0.5, 0.48, 0.5, 0.65, 0.82, 0.84, positive
0.47, 0.55, 0.48, 0.5, 0.58, 0.71, 0.75, positive
0.63, 0.54, 0.48, 0.5, 0.65, 0.79, 0.81, positive
0.7, 0.4, 0.48, 0.5, 0.56, 0.86, 0.83, positive
0.6, 0.5, 1.0, 0.5, 0.54, 0.77, 0.8, positive
0.16, 0.51, 0.48, 0.5, 0.33, 0.39, 0.48, positive
0.89, 0.55, 0.48, 0.5, 0.51, 0.72, 0.76, positive
0.51, 0.4, 0.48, 0.5, 0.57, 0.62, 0.67, positive
0.5, 0.57, 0.48, 0.5, 0.71, 0.61, 0.66, positive
0.37, 0.47, 0.48, 0.5, 0.39, 0.76, 0.79, positive
0.58, 0.55, 0.48, 0.5, 0.57, 0.7, 0.74, positive
0.31, 0.44, 0.48, 0.5, 0.5, 0.79, 0.82, positive
0.61, 0.66, 0.48, 0.5, 0.46, 0.87, 0.88, positive
0.11, 0.5, 0.48, 0.5, 0.58, 0.72, 0.68, positive
0.71, 0.52, 0.48, 0.5, 0.64, 1.0, 0.99, positive
0.85, 0.53, 0.48, 0.5, 0.53, 0.52, 0.35, negative
0.67, 0.37, 0.48, 0.5, 0.54, 0.64, 0.68, negative
0.47, 0.46, 0.48, 0.5, 0.62, 0.74, 0.77, negative
0.76, 0.41, 0.48, 0.5, 0.5, 0.59, 0.62, negative
0.7, 0.53, 0.48, 0.5, 0.7, 0.86, 0.87, negative
0.64, 0.45, 0.48, 0.5, 0.67, 0.61, 0.66, negative
0.84, 0.54, 0.48, 0.5, 0.75, 0.92, 0.7, negative
0.57, 0.38, 0.48, 0.5, 0.06, 0.49, 0.33, negative
0.74, 0.9, 0.48, 0.5, 0.57, 0.53, 0.29, negative
0.64, 0.57, 0.48, 0.5, 0.7, 0.33, 0.26, negative
0.69, 0.59, 0.48, 0.5, 0.77, 0.39, 0.21, negative
0.77, 0.57, 1.0, 0.5, 0.37, 0.54, 0.01, negative
0.66, 0.49, 1.0, 0.5, 0.54, 0.56, 0.36, negative
0.67, 0.55, 1.0, 0.5, 0.66, 0.58, 0.16, negative
0.65, 0.57, 0.48, 0.5, 0.47, 0.47, 0.51, negative
0.63, 0.57, 0.48, 0.5, 0.49, 0.7, 0.2, negative
0.63, 0.65, 0.48, 0.5, 0.39, 0.44, 0.35, negative
0.64, 0.66, 0.48, 0.5, 0.41, 0.39, 0.2, negative
0.69, 0.59, 0.48, 0.5, 0.46, 0.44, 0.52, negative
0.68, 0.67, 0.48, 0.5, 0.49, 0.4, 0.34, negative
0.64, 0.81, 0.48, 0.5, 0.37, 0.39, 0.44, negative
