@relation ecoli1
@attribute Mcg real [0.0, 0.89]
@attribute Gvh real [0.16, 1.0]
@attribute Lip real [0.48, 1.0]
@attribute Chg real [0.5, 1.0]
@attribute Aac real [0.0, 0.88]
@attribute Alm1 real [0.03, 1.0]
@attribute Alm2 real [0.0, 0.99]
@attribute Class {positive, negative}   
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Class
@data
0.23, 0.32, 0.48, 0.5, 0.55, 0.25, 0.35, negative
0.29, 0.28, 0.48, 0.5, 0.44, 0.23, 0.34, negative
0.42, 0.4, 0.48, 0.5, 0.56, 0.18, 0.3, negative
0.3, 0.16, 0.48, 0.5, 0.56, 0.11, 0.23, negative
0.29, 0.37, 0.48, 0.5, 0.48, 0.44, 0.52, negative
0.53, 0.38, 0.48, 0.5, 0.44, 0.26, 0.36, negative
0.56, 0.51, 0.48, 0.5, 0.34, 0.37, 0.46, negative
0.29, 0.52, 0.48, 0.5, 0.42, 0.29, 0.39, negative
0.65, 0.47, 0.48, 0.5, 0.59, 0.3, 0.4, negative
0.22, 0.36, 0.48, 0.5, 0.35, 0.39, 0.47, negative
0.47, 0.47, 0.48, 0.5, 0.22, 0.16, 0.26, negative
0.4, 0.35, 0.48, 0.5, 0.45, 0.33, 0.42, negative
0.25, 0.37, 0.48, 0.5, 0.41, 0.33, 0.42, negative
0.26, 0.26, 0.48, 0.5, 0.34, 0.25, 0.35, negative
0.44, 0.51, 0.48, 0.5, 0.47, 0.26, 0.36, negative
0.41, 0.48, 0.48, 0.5, 0.51, 0.44, 0.51, negative
0.29, 0.41, 0.48, 0.5, 0.48, 0.38, 0.46, negative
0.34, 0.28, 0.48, 0.5, 0.41, 0.35, 0.44, negative
0.34, 0.55, 0.48, 0.5, 0.58, 0.31, 0.41, negative
0.4, 0.46, 0.48, 0.5, 0.52, 0.49, 0.56, negative
0.57, 0.54, 0.48, 0.5, 0.37, 0.28, 0.33, negative
0.24, 0.57, 0.48, 0.5, 0.63, 0.34, 0.43, negative
0.38, 0.26, 0.48, 0.5, 0.54, 0.16, 0.28, negative
0.32, 0.33, 0.48, 0.5, 0.6, 0.06, 0.2, negative
0.51, 0.49, 0.48, 0.5, 0.53, 0.14, 0.26, negative
0.25, 0.26, 0.48, 0.5, 0.39, 0.32, 0.42, negative
0.24, 0.41, 0.48, 0.5, 0.49, 0.23, 0.34, negative
0.34, 0.51, 0.48, 0.5, 0.44, 0.37, 0.46, negative
0.36, 0.42, 0.48, 0.5, 0.53, 0.32, 0.41, negative
0.4, 0.41, 0.48, 0.5, 0.55, 0.22, 0.33, negative
0.06, 0.61, 0.48, 0.5, 0.49, 0.92, 0.37, positive
0.55, 0.47, 0.48, 0.5, 0.57, 0.78, 0.8, positive
0.12, 0.67, 0.48, 0.5, 0.74, 0.58, 0.63, positive
0.73, 0.36, 0.48, 0.5, 0.53, 0.91, 0.92, positive
0.84, 0.44, 0.48, 0.5, 0.48, 0.71, 0.74, positive
0.48, 0.45, 0.48, 0.5, 0.6, 0.78, 0.8, positive
0.54, 0.49, 0.48, 0.5, 0.4, 0.87, 0.88, positive
0.31, 0.5, 0.48, 0.5, 0.57, 0.84, 0.85, positive
0.33, 0.45, 0.48, 0.5, 0.45, 0.88, 0.89, positive
0.71, 0.4, 0.48, 0.5, 0.71, 0.7, 0.74, positive
0.2, 0.46, 0.48, 0.5, 0.57, 0.78, 0.81, positive
0.39, 0.41, 0.48, 0.5, 0.52, 0.72, 0.75, positive
0.68, 0.51, 0.48, 0.5, 0.71, 0.75, 0.78, positive
0.3, 0.51, 0.48, 0.5, 0.42, 0.61, 0.34, positive
0.61, 0.47, 0.48, 0.5, 0.0, 0.8, 0.32, positive
0.63, 0.49, 0.48, 0.5, 0.54, 0.76, 0.79, negative
0.75, 0.55, 1.0, 1.0, 0.4, 0.47, 0.3, negative
0.72, 0.42, 0.48, 0.5, 0.65, 0.77, 0.79, negative
0.69, 0.43, 0.48, 0.5, 0.59, 0.74, 0.77, negative
0.78, 0.33, 0.48, 0.5, 0.57, 0.77, 0.79, negative
0.77, 0.55, 0.48, 0.5, 0.51, 0.78, 0.74, negative
0.86, 0.39, 0.48, 0.5, 0.59, 0.89, 0.9, negative
0.87, 0.49, 0.48, 0.5, 0.61, 0.76, 0.79, negative
0.49, 0.61, 1.0, 0.5, 0.56, 0.71, 0.74, negative
0.78, 0.44, 0.48, 0.5, 0.45, 0.73, 0.68, negative
0.67, 0.88, 0.48, 0.5, 0.73, 0.5, 0.25, negative
0.77, 0.57, 0.48, 0.5, 0.88, 0.53, 0.2, negative
0.63, 0.49, 0.48, 0.5, 0.79, 0.45, 0.28, negative
0.71, 0.46, 1.0, 0.5, 0.52, 0.59, 0.3, negative
0.74, 0.49, 0.48, 0.5, 0.42, 0.54, 0.36, negative
0.7, 0.61, 0.48, 0.5, 0.56, 0.52, 0.43, negative
0.71, 0.71, 0.48, 0.5, 0.4, 0.54, 0.39, negative
0.74, 0.82, 0.48, 0.5, 0.49, 0.49, 0.41, negative
0.63, 0.71, 0.48, 0.5, 0.6, 0.4, 0.39, negative
0.69, 0.8, 0.48, 0.5, 0.46, 0.57, 0.26, negative
0.62, 0.83, 0.48, 0.5, 0.46, 0.36, 0.4, negative
0.56, 0.54, 0.48, 0.5, 0.43, 0.37, 0.3, negative
