@relation  ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@inputs a1,a2,a3,a4,a5,a6,a7
@outputs class
@data
27.0, 42.0, 48.0, 5.0, 37.0, 38.0, 43.0, cp
36.0, 41.0, 48.0, 5.0, 48.0, 47.0, 54.0, cp
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, cp
47.0, 29.0, 48.0, 5.0, 51.0, 33.0, 43.0, cp
36.0, 42.0, 48.0, 5.0, 53.0, 32.0, 41.0, cp
44.0, 49.0, 48.0, 5.0, 39.0, 38.0, 4.0, cp
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, cp
36.0, 39.0, 48.0, 5.0, 48.0, 22.0, 23.0, cp
38.0, 26.0, 48.0, 5.0, 54.0, 16.0, 28.0, cp
59.0, 49.0, 48.0, 5.0, 52.0, 45.0, 36.0, cp
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, cp
26.0, 26.0, 48.0, 5.0, 34.0, 25.0, 35.0, cp
23.0, 4.0, 48.0, 5.0, 39.0, 28.0, 38.0, cp
17.0, 39.0, 48.0, 5.0, 53.0, 3.0, 39.0, cp
74.0, 44.0, 48.0, 5.0, 55.0, 88.0, 89.0, im
6.0, 61.0, 48.0, 5.0, 49.0, 92.0, 37.0, im
66.0, 53.0, 48.0, 5.0, 59.0, 66.0, 66.0, im
63.0, 65.0, 48.0, 5.0, 66.0, 67.0, 71.0, im
0.0, 51.0, 48.0, 5.0, 35.0, 67.0, 44.0, im
63.0, 54.0, 48.0, 5.0, 65.0, 79.0, 81.0, im
63.0, 5.0, 48.0, 5.0, 59.0, 85.0, 86.0, im
69.0, 43.0, 48.0, 5.0, 59.0, 74.0, 77.0, imU
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, imU
81.0, 53.0, 48.0, 5.0, 57.0, 87.0, 88.0, imU
71.0, 71.0, 48.0, 5.0, 68.0, 43.0, 36.0, om
6.0, 76.0, 1.0, 5.0, 77.0, 59.0, 52.0, om
69.0, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, pp
68.0, 78.0, 48.0, 5.0, 43.0, 44.0, 42.0, pp
68.0, 82.0, 48.0, 5.0, 38.0, 65.0, 56.0, pp
64.0, 66.0, 48.0, 5.0, 41.0, 39.0, 2.0, pp
7.0, 61.0, 48.0, 5.0, 56.0, 52.0, 43.0, pp
@relation  ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@inputs a1,a2,a3,a4,a5,a6,a7
@outputs class
@data
27.0, 42.0, 48.0, 5.0, 37.0, 38.0, 43.0, cp
36.0, 41.0, 48.0, 5.0, 48.0, 47.0, 54.0, cp
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, cp
47.0, 29.0, 48.0, 5.0, 51.0, 33.0, 43.0, cp
36.0, 42.0, 48.0, 5.0, 53.0, 32.0, 41.0, cp
44.0, 49.0, 48.0, 5.0, 39.0, 38.0, 4.0, cp
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, cp
36.0, 39.0, 48.0, 5.0, 48.0, 22.0, 23.0, cp
38.0, 26.0, 48.0, 5.0, 54.0, 16.0, 28.0, cp
59.0, 49.0, 48.0, 5.0, 52.0, 45.0, 36.0, cp
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, cp
26.0, 26.0, 48.0, 5.0, 34.0, 25.0, 35.0, cp
23.0, 4.0, 48.0, 5.0, 39.0, 28.0, 38.0, cp
17.0, 39.0, 48.0, 5.0, 53.0, 3.0, 39.0, cp
74.0, 44.0, 48.0, 5.0, 55.0, 88.0, 89.0, im
6.0, 61.0, 48.0, 5.0, 49.0, 92.0, 37.0, im
66.0, 53.0, 48.0, 5.0, 59.0, 66.0, 66.0, im
63.0, 65.0, 48.0, 5.0, 66.0, 67.0, 71.0, im
0.0, 51.0, 48.0, 5.0, 35.0, 67.0, 44.0, im
63.0, 54.0, 48.0, 5.0, 65.0, 79.0, 81.0, im
63.0, 5.0, 48.0, 5.0, 59.0, 85.0, 86.0, im
69.0, 43.0, 48.0, 5.0, 59.0, 74.0, 77.0, imU
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, imU
81.0, 53.0, 48.0, 5.0, 57.0, 87.0, 88.0, imU
71.0, 71.0, 48.0, 5.0, 68.0, 43.0, 36.0, om
6.0, 76.0, 1.0, 5.0, 77.0, 59.0, 52.0, om
69.0, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, pp
68.0, 78.0, 48.0, 5.0, 43.0, 44.0, 42.0, pp
68.0, 82.0, 48.0, 5.0, 38.0, 65.0, 56.0, pp
64.0, 66.0, 48.0, 5.0, 41.0, 39.0, 2.0, pp
7.0, 61.0, 48.0, 5.0, 56.0, 52.0, 43.0, pp
