@relation  ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@inputs a1,a2,a3,a4,a5,a6,a7
@outputs class
@data
36.0, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, cp
4.0, 46.0, 48.0, 5.0, 52.0, 49.0, 56.0, cp
22.0, 36.0, 48.0, 5.0, 35.0, 39.0, 47.0, cp
51.0, 37.0, 48.0, 5.0, 35.0, 36.0, 45.0, cp
21.0, 34.0, 48.0, 5.0, 51.0, 28.0, 39.0, cp
65.0, 47.0, 48.0, 5.0, 59.0, 3.0, 4.0, cp
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, cp
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, cp
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, cp
44.0, 35.0, 48.0, 5.0, 44.0, 52.0, 59.0, cp
42.0, 4.0, 48.0, 5.0, 56.0, 18.0, 3.0, cp
4.0, 42.0, 48.0, 5.0, 37.0, 27.0, 27.0, cp
25.0, 51.0, 48.0, 5.0, 37.0, 42.0, 5.0, cp
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, cp
3.0, 16.0, 48.0, 5.0, 56.0, 11.0, 23.0, cp
54.0, 49.0, 48.0, 5.0, 4.0, 87.0, 88.0, im
33.0, 56.0, 48.0, 5.0, 33.0, 78.0, 8.0, im
47.0, 55.0, 48.0, 5.0, 58.0, 71.0, 75.0, im
29.0, 47.0, 48.0, 5.0, 71.0, 65.0, 69.0, im
2.0, 46.0, 48.0, 5.0, 57.0, 78.0, 81.0, im
58.0, 55.0, 48.0, 5.0, 57.0, 7.0, 74.0, im
83.0, 37.0, 48.0, 5.0, 61.0, 71.0, 74.0, im
16.0, 51.0, 48.0, 5.0, 33.0, 39.0, 48.0, im
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, imS
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, imL
63.0, 42.0, 48.0, 5.0, 48.0, 77.0, 8.0, imU
75.0, 37.0, 48.0, 5.0, 64.0, 7.0, 74.0, imU
49.0, 61.0, 1.0, 5.0, 56.0, 71.0, 74.0, imU
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, imU
67.0, 88.0, 48.0, 5.0, 73.0, 5.0, 25.0, om
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
67.0, 55.0, 1.0, 5.0, 66.0, 58.0, 16.0, omL
72.0, 86.0, 48.0, 5.0, 17.0, 55.0, 21.0, pp
65.0, 57.0, 48.0, 5.0, 47.0, 47.0, 51.0, pp
66.0, 74.0, 48.0, 5.0, 31.0, 38.0, 43.0, pp
74.0, 47.0, 48.0, 5.0, 5.0, 57.0, 42.0, pp
56.0, 54.0, 48.0, 5.0, 43.0, 37.0, 3.0, pp
7.0, 71.0, 48.0, 5.0, 42.0, 84.0, 85.0, pp
@relation  ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@inputs a1,a2,a3,a4,a5,a6,a7
@outputs class
@data
36.0, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, cp
4.0, 46.0, 48.0, 5.0, 52.0, 49.0, 56.0, cp
22.0, 36.0, 48.0, 5.0, 35.0, 39.0, 47.0, cp
51.0, 37.0, 48.0, 5.0, 35.0, 36.0, 45.0, cp
21.0, 34.0, 48.0, 5.0, 51.0, 28.0, 39.0, cp
65.0, 47.0, 48.0, 5.0, 59.0, 3.0, 4.0, cp
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, cp
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, cp
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, cp
44.0, 35.0, 48.0, 5.0, 44.0, 52.0, 59.0, cp
42.0, 4.0, 48.0, 5.0, 56.0, 18.0, 3.0, cp
4.0, 42.0, 48.0, 5.0, 37.0, 27.0, 27.0, cp
25.0, 51.0, 48.0, 5.0, 37.0, 42.0, 5.0, cp
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, cp
3.0, 16.0, 48.0, 5.0, 56.0, 11.0, 23.0, cp
54.0, 49.0, 48.0, 5.0, 4.0, 87.0, 88.0, im
33.0, 56.0, 48.0, 5.0, 33.0, 78.0, 8.0, im
47.0, 55.0, 48.0, 5.0, 58.0, 71.0, 75.0, im
29.0, 47.0, 48.0, 5.0, 71.0, 65.0, 69.0, im
2.0, 46.0, 48.0, 5.0, 57.0, 78.0, 81.0, im
58.0, 55.0, 48.0, 5.0, 57.0, 7.0, 74.0, im
83.0, 37.0, 48.0, 5.0, 61.0, 71.0, 74.0, im
16.0, 51.0, 48.0, 5.0, 33.0, 39.0, 48.0, im
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, imS
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, imL
63.0, 42.0, 48.0, 5.0, 48.0, 77.0, 8.0, imU
75.0, 37.0, 48.0, 5.0, 64.0, 7.0, 74.0, imU
49.0, 61.0, 1.0, 5.0, 56.0, 71.0, 74.0, imU
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, imU
67.0, 88.0, 48.0, 5.0, 73.0, 5.0, 25.0, om
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
67.0, 55.0, 1.0, 5.0, 66.0, 58.0, 16.0, omL
72.0, 86.0, 48.0, 5.0, 17.0, 55.0, 21.0, pp
65.0, 57.0, 48.0, 5.0, 47.0, 47.0, 51.0, pp
66.0, 74.0, 48.0, 5.0, 31.0, 38.0, 43.0, pp
74.0, 47.0, 48.0, 5.0, 5.0, 57.0, 42.0, pp
56.0, 54.0, 48.0, 5.0, 43.0, 37.0, 3.0, pp
7.0, 71.0, 48.0, 5.0, 42.0, 84.0, 85.0, pp
