@relation glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute TypeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.52212996, 14.20795, 3.82099, 0.46976, 71.77, 0.11178, 9.5726, 0.0, 0.0, 1
1.51976084, 13.80895, 3.57853, 1.32041, 71.7196, 0.11799, 8.66876, 0.68985, 0.0, 1
1.51750562, 12.81145, 3.56955, 1.3493, 73.0188, 0.621, 8.59344, 0.0, 0.0, 1
1.51755118, 13.4831, 3.74017, 1.16954, 72.9908, 0.58995, 8.03392, 0.0, 0.0, 1
1.51761952, 12.81145, 3.53812, 1.23053, 73.2372, 0.57753, 8.389, 0.0, 0.0, 1
1.52666318, 13.9885, 3.69976, 0.71051, 71.5684, 0.01863, 9.82008, 0.0, 0.051, 1
1.5174145, 13.2703, 3.61894, 1.24016, 73.0804, 0.55269, 8.0662, 0.0, 0.0, 1
1.52725546, 13.8023, 3.15198, 0.65915, 70.5716, 0.08073, 11.63852, 0.0, 0.0, 2
1.52613924, 13.70255, 0.0, 1.35893, 71.238, 0.19251, 13.43544, 0.0, 0.051, 2
1.5159338, 13.09075, 3.592, 1.51943, 73.0972, 0.67068, 7.82948, 0.0, 0.0, 2
1.51841682, 13.0176, 3.61894, 1.0604, 72.3412, 0.63963, 9.13144, 0.0, 0.0765, 2
1.51686778, 13.2304, 3.53812, 1.48091, 72.8396, 0.5589, 8.09848, 0.0, 0.0, 2
1.51591102, 13.0176, 3.57853, 1.5098, 73.1196, 0.68931, 7.9586, 0.0, 0.0, 2
1.51591102, 13.23705, 3.34056, 1.47128, 73.0972, 0.39123, 8.21684, 0.0, 0.0, 2
1.52067204, 13.5496, 2.08785, 1.6703, 72.1788, 0.52785, 9.5726, 0.2709, 0.0867, 2
1.51663998, 13.1373, 3.44832, 1.76018, 72.4812, 0.60237, 8.37824, 0.0, 0.0867, 3
1.51768786, 13.64935, 3.65935, 1.10855, 72.7724, 0.11178, 8.6042, 0.0, 0.0, 3
1.52119598, 12.97105, 0.32777, 1.5098, 73.3884, 0.13041, 11.27268, 0.0, 0.1428, 5
1.51937358, 13.789, 2.41113, 1.1888, 72.7612, 0.0, 9.76628, 0.0, 0.0, 6
1.51130946, 13.68925, 3.20137, 1.81154, 72.8116, 1.75743, 5.43, 1.1907, 0.0, 7
1.5161616, 14.95275, 0.0, 2.27057, 73.2988, 0.0, 8.7118, 0.67095, 0.0, 7
1.51602492, 14.853, 0.0, 2.37971, 73.282, 0.0, 8.75484, 0.63945, 0.459, 7
