@relation ele1
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@inputs inhabitants, distance
@outputs length
@data
15, 605.0, 2146.0
25, 443.329987, 2178.0
22, 373.329987, 1322.0
19, 340.0, 1075.0
21, 523.330017, 1697.0
34, 240.0, 773.0
41, 500.0, 2891.0
17, 533.330017, 1330.0
40, 290.0, 1058.0
52, 398.329987, 1284.0
11, 316.670013, 642.0
5, 186.669998, 389.0
6, 300.0, 668.0
11, 293.329987, 739.0
57, 666.669983, 2553.0
20, 900.0, 2628.0
24, 420.0, 2082.0
90, 341.670013, 1623.0
9, 366.670013, 1113.0
39, 326.670013, 1161.0
19, 623.330017, 1663.0
25, 433.329987, 1500.0
29, 373.329987, 1682.0
28, 456.670013, 1349.0
142, 281.670013, 1971.0
23, 683.330017, 1873.0
26, 86.669998, 231.0
12, 176.669998, 357.0
18, 713.330017, 2253.0
8, 526.669983, 987.0
75, 346.670013, 1531.0
23, 303.329987, 1003.0
20, 370.0, 921.0
3, 60.0, 96.0
4, 210.0, 456.0
47, 636.669983, 1409.0
10, 405.0, 621.0
35, 396.670013, 1168.0
19, 510.0, 1895.0
16, 266.670013, 905.0
4, 126.669998, 392.0
34, 518.330017, 2470.0
27, 533.330017, 1192.0
21, 506.670013, 1730.0
38, 258.329987, 734.0
23, 493.329987, 1404.0
16, 738.330017, 1805.0
11, 313.329987, 1141.0
32, 316.670013, 1036.0
92, 793.330017, 1855.0
44, 456.670013, 1834.0
15, 610.0, 1736.0
67, 501.670013, 1953.0
8, 456.670013, 903.0
44, 366.670013, 1635.0
15, 486.670013, 1325.0
16, 373.329987, 1000.0
24, 350.0, 915.0
19, 775.0, 2737.0
15, 263.329987, 910.0
29, 340.0, 755.0
27, 480.0, 1491.0
22, 433.329987, 1706.0
25, 520.0, 1789.0
35, 586.669983, 2629.0
77, 1006.669983, 5932.0
14, 566.669983, 2797.0
15, 476.670013, 1336.0
26, 376.670013, 1803.0
15, 563.330017, 2010.0
42, 680.0, 3235.0
45, 490.0, 1979.0
130, 668.330017, 5589.0
41, 733.330017, 3085.0
31, 415.0, 1354.0
150, 573.330017, 2976.0
45, 350.0, 1607.0
6, 480.0, 1290.0
37, 188.330002, 723.0
15, 501.670013, 1818.0
47, 480.0, 1698.0
24, 706.669983, 3117.0
13, 423.329987, 706.0
66, 846.669983, 3327.0
54, 913.330017, 3433.0
21, 363.329987, 1691.0
27, 353.329987, 1110.0
16, 488.329987, 1538.0
89, 1013.330017, 2800.0
46, 575.0, 2974.0
50, 476.670013, 2039.0
33, 165.0, 482.0
18, 460.0, 1150.0
11, 633.330017, 1349.0
28, 193.330002, 1064.0
44, 390.0, 1167.0
3, 210.0, 353.0
35, 246.669998, 1010.0
32, 305.0, 1207.0
36, 776.669983, 2087.0
50, 188.330002, 605.0
59, 165.0, 413.0
58, 301.670013, 692.0
44, 766.669983, 2254.0
3, 316.670013, 840.0
4, 336.670013, 643.0
47, 158.330002, 592.0
7, 356.670013, 567.0
12, 405.0, 1296.0
20, 616.669983, 1575.0
13, 673.330017, 1671.0
14, 976.669983, 2465.0
16, 583.330017, 1660.0
12, 446.670013, 844.0
16, 660.0, 1368.0
31, 373.329987, 1196.0
14, 415.0, 1141.0
16, 406.670013, 1679.0
10, 648.330017, 1773.0
46, 460.0, 1421.0
39, 238.330002, 554.0
16, 753.330017, 2857.0
28, 261.670013, 660.0
11, 495.0, 828.0
9, 115.0, 126.0
6, 85.0, 132.0
29, 136.669998, 421.0
9, 135.0, 346.0
46, 1115.0, 1788.0
15, 426.670013, 1047.0
30, 863.330017, 2684.0
22, 271.670013, 1046.0
70, 250.0, 1285.0
52, 441.670013, 1987.0
75, 410.0, 1528.0
44, 563.330017, 2346.0
32, 991.669983, 3000.0
41, 926.669983, 3552.0
18, 856.669983, 4437.0
27, 923.330017, 4820.0
29, 1200.0, 3985.0
25, 756.669983, 2972.0
56, 816.669983, 4879.0
51, 1018.330017, 3977.0
6, 490.0, 856.0
16, 1673.329956, 3729.0
19, 723.330017, 3157.0
30, 1180.0, 4712.0
12, 366.670013, 804.0
36, 718.330017, 2603.0
27, 751.669983, 4210.0
13, 513.330017, 1478.0
70, 250.0, 1285.0
18, 636.669983, 1972.0
23, 1271.670044, 1946.0
97, 225.0, 1509.0
31, 633.330017, 1422.0
35, 330.0, 1084.0
19, 280.0, 469.0
26, 603.330017, 2748.0
27, 550.0, 1688.0
91, 996.669983, 2702.0
17, 720.0, 1417.0
111, 370.0, 1025.0
36, 305.0, 1147.0
