@relation Estimation_of_the_Low_Voltage_Electrical_Line_Length_in_Rural_Towns
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@data
57.000000, 503.329987, 1565.000000
45.000000, 350.000000, 1607.000000
97.000000, 225.000000, 1509.000000
64.000000, 573.330017, 2765.000000
16.000000, 738.330017, 1805.000000
21.000000, 516.669983, 2478.000000
19.000000, 323.329987, 1124.000000
69.000000, 443.329987, 1562.000000
13.000000, 423.329987, 706.000000
4.000000, 646.669983, 948.000000
2.000000, 105.000000, 80.000000
7.000000, 356.670013, 567.000000
37.000000, 466.670013, 1143.000000
76.000000, 863.330017, 3411.000000
26.000000, 496.670013, 1328.000000
17.000000, 176.669998, 498.000000
15.000000, 263.329987, 910.000000
8.000000, 291.670013, 475.000000
83.000000, 460.000000, 1885.000000
49.000000, 736.669983, 4486.000000
16.000000, 333.329987, 686.000000
12.000000, 165.000000, 356.000000
36.000000, 718.330017, 2603.000000
19.000000, 340.000000, 1075.000000
80.000000, 1166.670044, 3430.000000
79.000000, 576.669983, 2702.000000
55.000000, 308.329987, 2055.000000
32.000000, 305.000000, 1207.000000
7.000000, 546.669983, 1370.000000
14.000000, 298.329987, 1264.000000
17.000000, 376.670013, 952.000000
29.000000, 1200.000000, 3985.000000
29.000000, 653.330017, 2745.000000
34.000000, 280.000000, 733.000000
32.000000, 270.000000, 909.000000
16.000000, 266.670013, 905.000000
39.000000, 181.669998, 673.000000
58.000000, 553.330017, 2771.000000
67.000000, 1050.000000, 4070.000000
10.000000, 648.330017, 1773.000000
15.000000, 426.670013, 1047.000000
46.000000, 1106.670044, 2651.000000
70.000000, 250.000000, 1285.000000
11.000000, 258.329987, 913.000000
34.000000, 1095.000000, 4673.000000
5.000000, 160.000000, 404.000000
43.000000, 363.329987, 1181.000000
84.000000, 716.669983, 3362.000000
11.000000, 633.330017, 1349.000000
