@relation Estimation_of_the_Low_Voltage_Electrical_Line_Length_in_Rural_Towns
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@data
45.000000, 453.329987, 1698.000000
79.000000, 416.670013, 2557.000000
15.000000, 806.669983, 2610.000000
25.000000, 551.669983, 1895.000000
32.000000, 991.669983, 3000.000000
24.000000, 533.330017, 2437.000000
126.000000, 690.000000, 1987.000000
9.000000, 516.669983, 1559.000000
42.000000, 573.330017, 2522.000000
25.000000, 253.330002, 835.000000
55.000000, 343.329987, 1396.000000
15.000000, 553.330017, 1617.000000
47.000000, 636.669983, 1409.000000
25.000000, 520.000000, 1789.000000
23.000000, 493.329987, 1404.000000
130.000000, 668.330017, 5589.000000
58.000000, 301.670013, 692.000000
80.000000, 1166.670044, 3430.000000
63.000000, 645.000000, 2930.000000
27.000000, 480.000000, 1491.000000
19.000000, 323.329987, 1124.000000
52.000000, 423.329987, 1370.000000
11.000000, 258.329987, 913.000000
30.000000, 571.669983, 2110.000000
9.000000, 476.670013, 2452.000000
16.000000, 556.669983, 1590.000000
34.000000, 1095.000000, 4673.000000
39.000000, 500.000000, 1232.000000
14.000000, 893.330017, 2765.000000
70.000000, 250.000000, 1285.000000
46.000000, 390.000000, 1176.000000
39.000000, 290.000000, 542.000000
10.000000, 266.670013, 860.000000
54.000000, 681.669983, 3731.000000
18.000000, 716.669983, 1430.000000
16.000000, 126.669998, 534.000000
10.000000, 380.000000, 1261.000000
44.000000, 143.330002, 570.000000
24.000000, 783.330017, 2239.000000
50.000000, 188.330002, 605.000000
31.000000, 476.670013, 1370.000000
47.000000, 158.330002, 592.000000
8.000000, 346.670013, 1187.000000
26.000000, 716.669983, 2435.000000
43.000000, 193.330002, 445.000000
69.000000, 466.670013, 3096.000000
200.000000, 596.669983, 3302.000000
46.000000, 323.329987, 1032.000000
21.000000, 506.670013, 1730.000000
31.000000, 415.000000, 1354.000000
39.000000, 293.329987, 774.000000
4.000000, 646.669983, 948.000000
20.000000, 836.669983, 1535.000000
13.000000, 298.329987, 500.000000
30.000000, 380.000000, 1206.000000
22.000000, 433.329987, 1704.000000
8.000000, 290.000000, 358.000000
36.000000, 573.330017, 2275.000000
20.000000, 358.329987, 599.000000
70.000000, 250.000000, 1285.000000
35.000000, 246.669998, 1010.000000
4.000000, 210.000000, 456.000000
11.000000, 453.329987, 897.000000
30.000000, 1180.000000, 4712.000000
185.000000, 943.330017, 6539.000000
16.000000, 1673.329956, 3729.000000
16.000000, 373.329987, 1000.000000
83.000000, 758.330017, 2120.000000
69.000000, 443.329987, 1562.000000
40.000000, 673.330017, 2145.000000
16.000000, 738.330017, 1805.000000
29.000000, 386.670013, 1277.000000
21.000000, 523.330017, 1697.000000
67.000000, 826.669983, 3380.000000
42.000000, 350.000000, 1295.000000
13.000000, 513.330017, 1478.000000
17.000000, 533.330017, 1330.000000
16.000000, 603.330017, 1605.000000
29.000000, 136.669998, 421.000000
25.000000, 195.000000, 528.000000
97.000000, 225.000000, 1509.000000
29.000000, 1200.000000, 3985.000000
54.000000, 913.330017, 3433.000000
23.000000, 473.329987, 814.000000
36.000000, 915.000000, 1571.000000
16.000000, 266.670013, 905.000000
25.000000, 368.329987, 942.000000
16.000000, 606.669983, 1936.000000
