@relation ele1
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@inputs inhabitants, distance
@outputs length
@data
15, 605.0, 2146.0
19, 340.0, 1075.0
21, 523.330017, 1697.0
41, 500.0, 2891.0
17, 533.330017, 1330.0
40, 290.0, 1058.0
52, 398.329987, 1284.0
6, 300.0, 668.0
11, 293.329987, 739.0
57, 666.669983, 2553.0
9, 366.670013, 1113.0
19, 623.330017, 1663.0
25, 433.329987, 1500.0
29, 373.329987, 1682.0
28, 456.670013, 1349.0
12, 176.669998, 357.0
18, 713.330017, 2253.0
8, 526.669983, 987.0
23, 303.329987, 1003.0
3, 60.0, 96.0
47, 636.669983, 1409.0
35, 396.670013, 1168.0
19, 510.0, 1895.0
16, 266.670013, 905.0
4, 126.669998, 392.0
21, 506.670013, 1730.0
23, 493.329987, 1404.0
11, 313.329987, 1141.0
32, 316.670013, 1036.0
15, 610.0, 1736.0
8, 456.670013, 903.0
15, 486.670013, 1325.0
24, 350.0, 915.0
19, 775.0, 2737.0
25, 520.0, 1789.0
35, 586.669983, 2629.0
14, 566.669983, 2797.0
15, 563.330017, 2010.0
42, 680.0, 3235.0
41, 733.330017, 3085.0
6, 480.0, 1290.0
13, 423.329987, 706.0
54, 913.330017, 3433.0
16, 488.329987, 1538.0
89, 1013.330017, 2800.0
46, 575.0, 2974.0
50, 476.670013, 2039.0
33, 165.0, 482.0
18, 460.0, 1150.0
28, 193.330002, 1064.0
44, 390.0, 1167.0
3, 210.0, 353.0
32, 305.0, 1207.0
36, 776.669983, 2087.0
3, 316.670013, 840.0
12, 405.0, 1296.0
20, 616.669983, 1575.0
13, 673.330017, 1671.0
16, 583.330017, 1660.0
14, 415.0, 1141.0
16, 406.670013, 1679.0
6, 85.0, 132.0
29, 136.669998, 421.0
9, 135.0, 346.0
46, 1115.0, 1788.0
52, 441.670013, 1987.0
44, 563.330017, 2346.0
32, 991.669983, 3000.0
41, 926.669983, 3552.0
18, 856.669983, 4437.0
51, 1018.330017, 3977.0
6, 490.0, 856.0
16, 1673.329956, 3729.0
19, 723.330017, 3157.0
30, 1180.0, 4712.0
13, 513.330017, 1478.0
70, 250.0, 1285.0
23, 1271.670044, 1946.0
26, 603.330017, 2748.0
91, 996.669983, 2702.0
67, 1050.0, 4070.0
125, 706.669983, 4115.0
29, 653.330017, 2745.0
22, 620.0, 1535.0
147, 1270.0, 3570.0
15, 318.329987, 665.0
84, 716.669983, 3362.0
30, 571.669983, 2110.0
52, 546.669983, 2362.0
24, 680.0, 1680.0
55, 736.669983, 2916.0
200, 596.669983, 3302.0
19, 316.670013, 1042.0
42, 573.330017, 2522.0
14, 423.329987, 1360.0
39, 380.0, 2300.0
15, 336.670013, 1130.0
67, 826.669983, 3380.0
10, 266.670013, 860.0
