@relation ele1
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@inputs inhabitants, distance
@outputs length
@data
15, 605.0, 2146.0
13, 696.669983, 2148.0
19, 340.0, 1075.0
34, 240.0, 773.0
8, 290.0, 358.0
9, 486.670013, 1092.0
41, 500.0, 2891.0
46, 323.329987, 1032.0
78, 813.330017, 4765.0
20, 900.0, 2628.0
21, 963.330017, 1588.0
24, 420.0, 2082.0
19, 623.330017, 1663.0
29, 373.329987, 1682.0
26, 365.0, 1441.0
1, 150.0, 150.0
19, 138.330002, 466.0
57, 211.669998, 817.0
24, 280.0, 666.0
7, 1000.0, 1453.0
23, 683.330017, 1873.0
8, 526.669983, 987.0
75, 346.670013, 1531.0
23, 303.329987, 1003.0
20, 370.0, 921.0
10, 201.669998, 574.0
35, 396.670013, 1168.0
26, 393.329987, 1676.0
11, 213.330002, 657.0
27, 763.330017, 1799.0
38, 258.329987, 734.0
35, 671.669983, 2071.0
18, 128.330002, 516.0
45, 603.330017, 2225.0
16, 596.669983, 1108.0
32, 316.670013, 1036.0
33, 710.0, 1391.0
92, 793.330017, 1855.0
40, 673.330017, 2145.0
15, 610.0, 1736.0
3, 95.0, 123.0
18, 226.669998, 386.0
27, 288.329987, 1229.0
8, 456.670013, 903.0
13, 733.330017, 864.0
44, 366.670013, 1635.0
8, 500.0, 1176.0
11, 453.329987, 897.0
45, 563.330017, 2097.0
15, 476.670013, 1336.0
6, 480.0, 1290.0
37, 188.330002, 723.0
65, 336.670013, 1601.0
16, 608.330017, 1641.0
24, 706.669983, 3117.0
52, 423.329987, 1370.0
16, 488.329987, 1538.0
52, 563.330017, 2123.0
39, 293.329987, 774.0
23, 576.669983, 1753.0
36, 283.329987, 1230.0
50, 476.670013, 2039.0
18, 460.0, 1150.0
57, 503.329987, 1565.0
11, 633.330017, 1349.0
3, 210.0, 353.0
42, 350.0, 1295.0
36, 776.669983, 2087.0
39, 181.669998, 673.0
13, 233.330002, 517.0
23, 850.0, 1670.0
37, 220.0, 895.0
43, 363.329987, 1181.0
21, 113.330002, 271.0
43, 193.330002, 445.0
44, 766.669983, 2254.0
4, 336.670013, 643.0
12, 405.0, 1296.0
50, 400.0, 1388.0
46, 460.0, 1421.0
47, 426.670013, 1015.0
11, 495.0, 828.0
9, 261.670013, 993.0
9, 115.0, 126.0
9, 135.0, 346.0
52, 441.670013, 1987.0
44, 563.330017, 2346.0
41, 893.330017, 4595.0
27, 923.330017, 4820.0
29, 1200.0, 3985.0
25, 756.669983, 2972.0
6, 490.0, 856.0
48, 728.330017, 5384.0
18, 636.669983, 1972.0
92, 458.329987, 1733.0
31, 633.330017, 1422.0
27, 550.0, 1688.0
63, 295.0, 1466.0
14, 893.330017, 2765.0
