@relation Estimation_of_the_Low_Voltage_Electrical_Line_Length_in_Rural_Towns
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@data
78.000000, 675.000000, 2594.000000
45.000000, 453.329987, 1698.000000
25.000000, 253.330002, 835.000000
8.000000, 346.670013, 1187.000000
61.000000, 686.669983, 3605.000000
12.000000, 420.000000, 827.000000
18.000000, 716.669983, 1430.000000
108.000000, 611.669983, 2764.000000
26.000000, 481.670013, 1044.000000
28.000000, 513.330017, 2082.000000
89.000000, 1013.330017, 2800.000000
65.000000, 596.669983, 2674.000000
79.000000, 430.000000, 2521.000000
6.000000, 556.669983, 1364.000000
8.000000, 500.000000, 1176.000000
34.000000, 343.329987, 1224.000000
25.000000, 443.329987, 2178.000000
22.000000, 923.330017, 1780.000000
10.000000, 473.329987, 844.000000
56.000000, 816.669983, 4879.000000
30.000000, 790.000000, 2257.000000
26.000000, 405.000000, 1296.000000
24.000000, 280.000000, 666.000000
54.000000, 913.330017, 3433.000000
8.000000, 60.000000, 118.000000
31.000000, 633.330017, 1422.000000
19.000000, 775.000000, 2737.000000
16.000000, 660.000000, 1368.000000
16.000000, 280.000000, 638.000000
41.000000, 346.670013, 1942.000000
10.000000, 611.669983, 2350.000000
23.000000, 473.329987, 814.000000
36.000000, 915.000000, 1571.000000
27.000000, 763.330017, 1799.000000
46.000000, 575.000000, 2974.000000
46.000000, 1115.000000, 1788.000000
20.000000, 370.000000, 921.000000
31.000000, 718.330017, 1948.000000
58.000000, 301.670013, 692.000000
18.000000, 376.670013, 1100.000000
27.000000, 480.000000, 1491.000000
21.000000, 363.329987, 1691.000000
23.000000, 576.669983, 1753.000000
46.000000, 663.330017, 2206.000000
11.000000, 213.330002, 657.000000
70.000000, 423.329987, 2754.000000
28.000000, 456.670013, 1349.000000
13.000000, 513.330017, 1478.000000
26.000000, 603.330017, 2748.000000
15.000000, 278.329987, 623.000000
