@relation Estimation_of_the_Low_Voltage_Electrical_Line_Length_in_Rural_Towns
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@data
16.000000, 280.000000, 638.000000
11.000000, 293.329987, 739.000000
150.000000, 573.330017, 2976.000000
16.000000, 556.669983, 1590.000000
34.000000, 518.330017, 2470.000000
70.000000, 250.000000, 1285.000000
77.000000, 560.000000, 1880.000000
6.000000, 300.000000, 668.000000
18.000000, 330.000000, 822.000000
28.000000, 193.330002, 1064.000000
16.000000, 266.670013, 905.000000
26.000000, 245.000000, 742.000000
77.000000, 1006.669983, 5932.000000
25.000000, 520.000000, 1789.000000
59.000000, 783.330017, 2891.000000
37.000000, 466.670013, 1143.000000
55.000000, 830.000000, 4268.000000
40.000000, 290.000000, 1058.000000
59.000000, 165.000000, 413.000000
46.000000, 663.330017, 2206.000000
12.000000, 213.330002, 616.000000
27.000000, 550.000000, 1688.000000
68.000000, 240.000000, 643.000000
18.000000, 128.330002, 516.000000
21.000000, 113.330002, 271.000000
44.000000, 143.330002, 570.000000
12.000000, 405.000000, 1296.000000
11.000000, 258.329987, 913.000000
50.000000, 476.670013, 2039.000000
19.000000, 138.330002, 466.000000
13.000000, 298.329987, 500.000000
56.000000, 816.669983, 4879.000000
16.000000, 406.670013, 1679.000000
24.000000, 350.000000, 915.000000
52.000000, 423.329987, 1370.000000
13.000000, 673.330017, 1671.000000
16.000000, 373.329987, 1000.000000
35.000000, 396.670013, 1168.000000
32.000000, 316.670013, 1036.000000
18.000000, 736.669983, 1130.000000
9.000000, 366.670013, 1113.000000
15.000000, 501.670013, 1818.000000
13.000000, 423.329987, 706.000000
13.000000, 696.669983, 2148.000000
14.000000, 216.669998, 710.000000
55.000000, 736.669983, 2916.000000
19.000000, 533.330017, 908.000000
24.000000, 230.000000, 764.000000
90.000000, 963.330017, 5990.000000
13.000000, 513.330017, 1478.000000
19.000000, 316.670013, 1042.000000
26.000000, 586.669983, 2959.000000
40.000000, 673.330017, 2145.000000
7.000000, 546.669983, 1370.000000
9.000000, 520.000000, 1551.000000
39.000000, 533.330017, 2560.000000
8.000000, 291.670013, 475.000000
27.000000, 460.000000, 1723.000000
22.000000, 433.329987, 1706.000000
51.000000, 1018.330017, 3977.000000
58.000000, 301.670013, 692.000000
12.000000, 600.000000, 1898.000000
19.000000, 436.670013, 670.000000
8.000000, 330.000000, 513.000000
10.000000, 611.669983, 2350.000000
26.000000, 481.670013, 1044.000000
36.000000, 223.330002, 567.000000
79.000000, 416.670013, 2557.000000
8.000000, 60.000000, 118.000000
47.000000, 158.330002, 592.000000
36.000000, 305.000000, 1147.000000
10.000000, 648.330017, 1773.000000
11.000000, 316.670013, 642.000000
3.000000, 60.000000, 96.000000
20.000000, 346.670013, 1287.000000
185.000000, 943.330017, 6539.000000
61.000000, 686.669983, 3605.000000
23.000000, 600.000000, 2124.000000
34.000000, 240.000000, 773.000000
15.000000, 336.670013, 1130.000000
35.000000, 736.669983, 2686.000000
20.000000, 616.669983, 1575.000000
13.000000, 733.330017, 864.000000
33.000000, 165.000000, 482.000000
63.000000, 295.000000, 1466.000000
46.000000, 575.000000, 2974.000000
43.000000, 363.329987, 1181.000000
16.000000, 1673.329956, 3729.000000
41.000000, 733.330017, 3085.000000
28.000000, 513.330017, 2082.000000
27.000000, 198.330002, 468.000000
91.000000, 996.669983, 2702.000000
26.000000, 405.000000, 1296.000000
31.000000, 700.000000, 2090.000000
47.000000, 983.330017, 4016.000000
10.000000, 258.329987, 432.000000
37.000000, 923.330017, 3200.000000
39.000000, 335.000000, 883.000000
320.000000, 880.000000, 3090.000000
39.000000, 380.000000, 2300.000000
57.000000, 503.329987, 1565.000000
17.000000, 376.670013, 952.000000
76.000000, 230.000000, 1140.000000
20.000000, 370.000000, 1144.000000
