@relation ele1
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@inputs inhabitants, distance
@outputs length
@data
25, 443.329987, 2178.0
21, 523.330017, 1697.0
9, 486.670013, 1092.0
41, 500.0, 2891.0
17, 533.330017, 1330.0
39, 380.0, 1660.0
46, 323.329987, 1032.0
26, 590.0, 2389.0
15, 553.330017, 1617.0
32, 270.0, 909.0
11, 293.329987, 739.0
57, 666.669983, 2553.0
21, 963.330017, 1588.0
24, 420.0, 2082.0
90, 341.670013, 1623.0
9, 366.670013, 1113.0
19, 623.330017, 1663.0
29, 373.329987, 1682.0
79, 416.670013, 2557.0
29, 541.669983, 2312.0
1, 120.0, 212.0
2, 105.0, 80.0
19, 138.330002, 466.0
40, 361.670013, 1030.0
142, 281.670013, 1971.0
7, 1000.0, 1453.0
7, 340.0, 1284.0
41, 135.0, 811.0
26, 86.669998, 231.0
8, 526.669983, 987.0
75, 346.670013, 1531.0
70, 591.669983, 3221.0
39, 335.0, 883.0
10, 201.669998, 574.0
8, 291.670013, 475.0
16, 266.670013, 905.0
4, 126.669998, 392.0
34, 518.330017, 2470.0
27, 763.330017, 1799.0
27, 533.330017, 1192.0
21, 506.670013, 1730.0
38, 258.329987, 734.0
35, 671.669983, 2071.0
19, 323.329987, 657.0
45, 603.330017, 2225.0
11, 313.329987, 1141.0
11, 258.329987, 913.0
92, 793.330017, 1855.0
40, 673.330017, 2145.0
44, 456.670013, 1834.0
15, 610.0, 1736.0
10, 258.329987, 432.0
34, 280.0, 733.0
30, 386.670013, 1083.0
28, 513.330017, 2082.0
27, 288.329987, 1229.0
8, 456.670013, 903.0
13, 733.330017, 864.0
44, 366.670013, 1635.0
15, 486.670013, 1325.0
19, 775.0, 2737.0
12, 600.0, 1898.0
29, 340.0, 755.0
22, 433.329987, 1706.0
25, 520.0, 1789.0
5, 368.329987, 656.0
14, 566.669983, 2797.0
15, 563.330017, 2010.0
42, 680.0, 3235.0
45, 490.0, 1979.0
15, 278.329987, 623.0
130, 668.330017, 5589.0
41, 733.330017, 3085.0
31, 415.0, 1354.0
24, 783.330017, 2239.0
150, 573.330017, 2976.0
9, 116.669998, 176.0
45, 350.0, 1607.0
6, 480.0, 1290.0
15, 501.670013, 1818.0
47, 480.0, 1698.0
23, 966.669983, 2809.0
24, 706.669983, 3117.0
54, 913.330017, 3433.0
21, 363.329987, 1691.0
27, 198.330002, 468.0
26, 586.669983, 2959.0
46, 575.0, 2974.0
33, 165.0, 482.0
18, 460.0, 1150.0
59, 783.330017, 2891.0
57, 503.329987, 1565.0
11, 633.330017, 1349.0
28, 193.330002, 1064.0
3, 210.0, 353.0
76, 230.0, 1140.0
48, 550.0, 1500.0
17, 176.669998, 498.0
42, 350.0, 1295.0
39, 181.669998, 673.0
43, 363.329987, 1181.0
59, 165.0, 413.0
21, 113.330002, 271.0
32, 383.329987, 1104.0
58, 301.670013, 692.0
11, 180.0, 481.0
4, 336.670013, 643.0
47, 158.330002, 592.0
12, 405.0, 1296.0
26, 245.0, 742.0
20, 616.669983, 1575.0
9, 520.0, 1551.0
16, 583.330017, 1660.0
10, 380.0, 1261.0
12, 446.670013, 844.0
16, 660.0, 1368.0
31, 373.329987, 1196.0
28, 533.330017, 1724.0
10, 648.330017, 1773.0
25, 551.669983, 1895.0
46, 460.0, 1421.0
9, 191.669998, 353.0
47, 426.670013, 1015.0
25, 253.330002, 835.0
54, 515.0, 1471.0
11, 495.0, 828.0
9, 115.0, 126.0
29, 136.669998, 421.0
9, 135.0, 346.0
24, 395.0, 505.0
15, 426.670013, 1047.0
13, 490.0, 1478.0
30, 863.330017, 2684.0
22, 271.670013, 1046.0
52, 441.670013, 1987.0
44, 563.330017, 2346.0
29, 890.0, 5401.0
18, 856.669983, 4437.0
27, 923.330017, 4820.0
29, 1200.0, 3985.0
9, 590.0, 1489.0
15, 713.330017, 1894.0
25, 756.669983, 2972.0
6, 490.0, 856.0
16, 1673.329956, 3729.0
41, 613.330017, 3898.0
19, 723.330017, 3157.0
30, 1180.0, 4712.0
13, 513.330017, 1478.0
70, 250.0, 1285.0
18, 636.669983, 1972.0
23, 1271.670044, 1946.0
58, 365.0, 2064.0
97, 225.0, 1509.0
31, 633.330017, 1422.0
18, 716.669983, 1430.0
36, 223.330002, 567.0
16, 556.669983, 1590.0
26, 603.330017, 2748.0
27, 550.0, 1688.0
51, 405.0, 1956.0
17, 276.670013, 839.0
91, 996.669983, 2702.0
17, 720.0, 1417.0
4, 646.669983, 948.0
36, 305.0, 1147.0
45, 451.670013, 1345.0
67, 1050.0, 4070.0
80, 1166.670044, 3430.0
40, 876.669983, 3215.0
150, 1050.0, 7675.0
61, 686.669983, 3605.0
83, 758.330017, 2120.0
86, 873.330017, 2810.0
320, 880.0, 3090.0
147, 1270.0, 3570.0
36, 945.0, 2160.0
15, 318.329987, 665.0
55, 420.0, 1520.0
22, 556.669983, 2216.0
89, 1360.0, 4845.0
84, 716.669983, 3362.0
90, 963.330017, 5990.0
30, 571.669983, 2110.0
39, 533.330017, 2560.0
38, 426.670013, 2608.0
52, 546.669983, 2362.0
28, 936.669983, 2160.0
17, 295.0, 970.0
24, 680.0, 1680.0
78, 675.0, 2594.0
46, 390.0, 1176.0
20, 313.329987, 826.0
55, 736.669983, 2916.0
59, 796.669983, 4610.0
200, 596.669983, 3302.0
55, 343.329987, 1396.0
19, 316.670013, 1042.0
42, 573.330017, 2522.0
69, 853.330017, 5009.0
20, 463.329987, 1360.0
30, 300.0, 764.0
52, 1123.329956, 2136.0
16, 606.669983, 1936.0
47, 983.330017, 4016.0
14, 423.329987, 1360.0
27, 613.330017, 3064.0
15, 650.0, 1982.0
71, 363.329987, 1726.0
77, 490.0, 2684.0
43, 473.329987, 2000.0
69, 466.670013, 3096.0
39, 380.0, 2300.0
25, 506.670013, 1694.0
15, 336.670013, 1130.0
7, 546.669983, 1370.0
41, 346.670013, 1942.0
