@relation Estimation_of_the_Low_Voltage_Electrical_Line_Length_in_Rural_Towns
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@data
103.000000, 433.329987, 1840.000000
15.000000, 713.330017, 1894.000000
76.000000, 230.000000, 1140.000000
57.000000, 405.000000, 1241.000000
45.000000, 603.330017, 2225.000000
29.000000, 386.670013, 1277.000000
16.000000, 203.330002, 496.000000
1.000000, 120.000000, 212.000000
30.000000, 386.670013, 1083.000000
2.000000, 380.000000, 737.000000
24.000000, 420.000000, 2082.000000
24.000000, 706.669983, 3117.000000
8.000000, 290.000000, 358.000000
45.000000, 563.330017, 2097.000000
30.000000, 863.330017, 2684.000000
200.000000, 506.670013, 3310.000000
65.000000, 336.670013, 1601.000000
10.000000, 201.669998, 574.000000
11.000000, 453.329987, 897.000000
12.000000, 536.669983, 1064.000000
3.000000, 60.000000, 96.000000
1.000000, 80.000000, 80.000000
25.000000, 756.669983, 2972.000000
59.000000, 165.000000, 413.000000
28.000000, 673.330017, 1723.000000
25.000000, 360.000000, 1087.000000
27.000000, 613.330017, 3064.000000
16.000000, 608.330017, 1641.000000
39.000000, 380.000000, 1660.000000
11.000000, 356.670013, 1207.000000
46.000000, 323.329987, 1032.000000
47.000000, 426.670013, 1015.000000
4.000000, 210.000000, 456.000000
54.000000, 515.000000, 1471.000000
19.000000, 316.670013, 1042.000000
10.000000, 405.000000, 621.000000
15.000000, 318.329987, 665.000000
37.000000, 923.330017, 3200.000000
9.000000, 516.669983, 1559.000000
19.000000, 323.329987, 657.000000
141.000000, 966.669983, 6465.000000
77.000000, 490.000000, 2684.000000
63.000000, 295.000000, 1466.000000
52.000000, 673.330017, 2898.000000
14.000000, 976.669983, 2465.000000
29.000000, 541.669983, 2312.000000
18.000000, 323.329987, 890.000000
44.000000, 456.670013, 1834.000000
33.000000, 165.000000, 482.000000
