@relation ele1
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@inputs inhabitants, distance
@outputs length
@data
15, 605.0, 2146.0
25, 443.329987, 2178.0
22, 373.329987, 1322.0
19, 340.0, 1075.0
21, 523.330017, 1697.0
41, 500.0, 2891.0
17, 533.330017, 1330.0
12, 165.0, 356.0
40, 290.0, 1058.0
52, 398.329987, 1284.0
29, 180.0, 621.0
5, 186.669998, 389.0
19, 443.329987, 1011.0
57, 580.0, 3357.0
26, 590.0, 2389.0
39, 396.670013, 1720.0
25, 360.0, 1087.0
28, 673.330017, 1723.0
90, 341.670013, 1623.0
39, 326.670013, 1161.0
69, 443.329987, 1562.0
19, 623.330017, 1663.0
26, 365.0, 1441.0
1, 120.0, 212.0
28, 456.670013, 1349.0
19, 138.330002, 466.0
57, 211.669998, 817.0
7, 1000.0, 1453.0
7, 340.0, 1284.0
2, 380.0, 737.0
26, 86.669998, 231.0
12, 176.669998, 357.0
18, 713.330017, 2253.0
8, 526.669983, 987.0
31, 476.670013, 1370.0
4, 210.0, 456.0
10, 201.669998, 574.0
47, 636.669983, 1409.0
26, 393.329987, 1676.0
11, 213.330002, 657.0
27, 763.330017, 1799.0
38, 258.329987, 734.0
35, 671.669983, 2071.0
20, 358.329987, 599.0
23, 493.329987, 1404.0
16, 738.330017, 1805.0
18, 716.669983, 2274.0
16, 280.0, 638.0
45, 603.330017, 2225.0
10, 458.329987, 744.0
32, 316.670013, 1036.0
92, 793.330017, 1855.0
18, 226.669998, 386.0
31, 546.669983, 1764.0
68, 240.0, 643.0
67, 501.670013, 1953.0
8, 456.670013, 903.0
44, 366.670013, 1635.0
19, 775.0, 2737.0
15, 263.329987, 910.0
27, 480.0, 1491.0
5, 368.329987, 656.0
45, 563.330017, 2097.0
77, 1006.669983, 5932.0
15, 476.670013, 1336.0
26, 376.670013, 1803.0
42, 680.0, 3235.0
17, 360.0, 991.0
15, 278.329987, 623.0
130, 668.330017, 5589.0
185, 943.330017, 6539.0
41, 733.330017, 3085.0
150, 573.330017, 2976.0
45, 350.0, 1607.0
37, 188.330002, 723.0
15, 501.670013, 1818.0
47, 480.0, 1698.0
23, 966.669983, 2809.0
34, 343.329987, 1224.0
16, 608.330017, 1641.0
26, 716.669983, 2435.0
24, 706.669983, 3117.0
13, 423.329987, 706.0
27, 198.330002, 468.0
27, 353.329987, 1110.0
52, 423.329987, 1370.0
16, 488.329987, 1538.0
24, 533.330017, 2437.0
89, 1013.330017, 2800.0
39, 293.329987, 774.0
50, 476.670013, 2039.0
11, 633.330017, 1349.0
28, 193.330002, 1064.0
44, 390.0, 1167.0
3, 210.0, 353.0
35, 246.669998, 1010.0
76, 230.0, 1140.0
42, 350.0, 1295.0
32, 305.0, 1207.0
18, 376.670013, 1100.0
12, 420.0, 827.0
50, 188.330002, 605.0
13, 233.330002, 517.0
23, 850.0, 1670.0
43, 363.329987, 1181.0
59, 165.0, 413.0
21, 113.330002, 271.0
26, 496.670013, 1328.0
44, 766.669983, 2254.0
3, 316.670013, 840.0
4, 336.670013, 643.0
47, 158.330002, 592.0
7, 356.670013, 567.0
12, 405.0, 1296.0
50, 400.0, 1388.0
26, 405.0, 1296.0
13, 673.330017, 1671.0
14, 976.669983, 2465.0
10, 380.0, 1261.0
12, 446.670013, 844.0
16, 660.0, 1368.0
14, 415.0, 1141.0
13, 298.329987, 500.0
39, 238.330002, 554.0
47, 426.670013, 1015.0
25, 253.330002, 835.0
9, 135.0, 346.0
24, 395.0, 505.0
46, 1115.0, 1788.0
15, 426.670013, 1047.0
30, 863.330017, 2684.0
22, 271.670013, 1046.0
52, 441.670013, 1987.0
44, 563.330017, 2346.0
29, 890.0, 5401.0
41, 893.330017, 4595.0
41, 926.669983, 3552.0
18, 856.669983, 4437.0
9, 590.0, 1489.0
21, 516.669983, 2478.0
15, 713.330017, 1894.0
56, 816.669983, 4879.0
41, 613.330017, 3898.0
36, 718.330017, 2603.0
13, 513.330017, 1478.0
70, 250.0, 1285.0
58, 365.0, 2064.0
35, 330.0, 1084.0
19, 280.0, 469.0
12, 536.669983, 1064.0
18, 396.670013, 1174.0
16, 556.669983, 1590.0
26, 603.330017, 2748.0
27, 550.0, 1688.0
51, 405.0, 1956.0
17, 276.670013, 839.0
63, 295.0, 1466.0
17, 720.0, 1417.0
36, 305.0, 1147.0
14, 893.330017, 2765.0
45, 451.670013, 1345.0
67, 1050.0, 4070.0
63, 645.0, 2930.0
125, 706.669983, 4115.0
37, 923.330017, 3200.0
