@relation ele1
@attribute inhabitants integer [1, 320]
@attribute distance real [60.0, 1673.329956]
@attribute length real [80.0, 7675.0]
@inputs inhabitants, distance
@outputs length
@data
15, 605.0, 2146.0
13, 696.669983, 2148.0
22, 373.329987, 1322.0
19, 340.0, 1075.0
34, 240.0, 773.0
8, 290.0, 358.0
23, 395.0, 1614.0
12, 165.0, 356.0
40, 290.0, 1058.0
25, 158.330002, 365.0
52, 398.329987, 1284.0
11, 316.670013, 642.0
29, 180.0, 621.0
5, 186.669998, 389.0
56, 320.0, 1146.0
19, 443.329987, 1011.0
6, 300.0, 668.0
57, 580.0, 3357.0
78, 813.330017, 4765.0
43, 400.0, 1671.0
39, 396.670013, 1720.0
25, 360.0, 1087.0
28, 673.330017, 1723.0
20, 900.0, 2628.0
24, 230.0, 764.0
39, 326.670013, 1161.0
69, 443.329987, 1562.0
25, 433.329987, 1500.0
26, 365.0, 1441.0
31, 718.330017, 1948.0
28, 448.329987, 1599.0
1, 80.0, 80.0
1, 150.0, 150.0
28, 456.670013, 1349.0
57, 211.669998, 817.0
24, 280.0, 666.0
23, 683.330017, 1873.0
2, 380.0, 737.0
12, 176.669998, 357.0
18, 713.330017, 2253.0
31, 476.670013, 1370.0
23, 303.329987, 1003.0
20, 370.0, 921.0
3, 60.0, 96.0
4, 210.0, 456.0
47, 636.669983, 1409.0
10, 405.0, 621.0
35, 396.670013, 1168.0
24, 223.330002, 592.0
19, 510.0, 1895.0
26, 393.329987, 1676.0
11, 213.330002, 657.0
20, 358.329987, 599.0
23, 493.329987, 1404.0
16, 738.330017, 1805.0
18, 716.669983, 2274.0
18, 128.330002, 516.0
16, 280.0, 638.0
16, 596.669983, 1108.0
10, 458.329987, 744.0
39, 520.0, 2199.0
32, 316.670013, 1036.0
33, 710.0, 1391.0
3, 95.0, 123.0
18, 226.669998, 386.0
31, 546.669983, 1764.0
68, 240.0, 643.0
67, 501.670013, 1953.0
16, 373.329987, 1000.0
8, 500.0, 1176.0
24, 350.0, 915.0
15, 263.329987, 910.0
27, 480.0, 1491.0
11, 453.329987, 897.0
45, 563.330017, 2097.0
35, 586.669983, 2629.0
77, 1006.669983, 5932.0
15, 476.670013, 1336.0
26, 376.670013, 1803.0
17, 360.0, 991.0
14, 298.329987, 1264.0
185, 943.330017, 6539.0
37, 188.330002, 723.0
65, 336.670013, 1601.0
34, 343.329987, 1224.0
16, 608.330017, 1641.0
26, 716.669983, 2435.0
13, 423.329987, 706.0
66, 846.669983, 3327.0
27, 353.329987, 1110.0
52, 423.329987, 1370.0
16, 488.329987, 1538.0
52, 563.330017, 2123.0
24, 533.330017, 2437.0
64, 573.330017, 2765.0
89, 1013.330017, 2800.0
39, 293.329987, 774.0
23, 576.669983, 1753.0
36, 283.329987, 1230.0
50, 476.670013, 2039.0
17, 376.670013, 952.0
44, 390.0, 1167.0
35, 246.669998, 1010.0
92, 248.330002, 1412.0
32, 305.0, 1207.0
36, 776.669983, 2087.0
18, 376.670013, 1100.0
12, 420.0, 827.0
50, 188.330002, 605.0
13, 233.330002, 517.0
23, 850.0, 1670.0
37, 220.0, 895.0
26, 496.670013, 1328.0
43, 193.330002, 445.0
44, 766.669983, 2254.0
3, 316.670013, 840.0
7, 356.670013, 567.0
26, 481.670013, 1044.0
50, 400.0, 1388.0
26, 405.0, 1296.0
13, 673.330017, 1671.0
14, 976.669983, 2465.0
14, 415.0, 1141.0
16, 406.670013, 1679.0
6, 556.669983, 1364.0
41, 633.330017, 1776.0
13, 298.329987, 500.0
39, 238.330002, 554.0
16, 753.330017, 2857.0
28, 261.670013, 660.0
59, 633.330017, 1981.0
9, 261.670013, 993.0
6, 85.0, 132.0
46, 1115.0, 1788.0
70, 250.0, 1285.0
75, 410.0, 1528.0
32, 991.669983, 3000.0
41, 893.330017, 4595.0
41, 926.669983, 3552.0
21, 516.669983, 2478.0
56, 816.669983, 4879.0
51, 1018.330017, 3977.0
12, 366.670013, 804.0
36, 718.330017, 2603.0
27, 751.669983, 4210.0
48, 728.330017, 5384.0
10, 611.669983, 2350.0
92, 458.329987, 1733.0
35, 330.0, 1084.0
37, 860.0, 2470.0
19, 280.0, 469.0
12, 536.669983, 1064.0
18, 396.670013, 1174.0
63, 295.0, 1466.0
111, 370.0, 1025.0
16, 126.669998, 534.0
14, 893.330017, 2765.0
7, 211.669998, 375.0
63, 645.0, 2930.0
125, 706.669983, 4115.0
37, 923.330017, 3200.0
51, 975.0, 3210.0
29, 653.330017, 2745.0
22, 620.0, 1535.0
77, 560.0, 1880.0
