@relation Friedman_Benchmark_problem
@attribute input1 real [0.001211673, 0.99971881]
@attribute input2 real [1.60284E-4, 0.999677453]
@attribute input3 real [6.54566E-4, 0.999061886]
@attribute input4 real [2.12289E-4, 0.999480216]
@attribute input5 real [4.29891E-4, 0.999539431]
@attribute output real [0.664014955, 28.5903858]
@inputs input1, input2, input3, input4, input5
@outputs output
@data
0.063759507, 0.393446766, 0.252014862, 0.249282418, 0.413958864, 5.384894955
0.584634867, 0.910358740, 0.844509618, 0.140289114, 0.990711841, 18.836159490
0.765642011, 0.581521838, 0.337299622, 0.830910616, 0.584486700, 20.501159110
0.271974583, 0.273707745, 0.295087982, 0.270398259, 0.792631024, 10.918329070
0.352417468, 0.303276763, 0.692412730, 0.396752905, 0.721610646, 9.850745243
0.607156981, 0.100037900, 0.683547335, 0.329703746, 0.231812775, 7.671501487
0.206105640, 0.374821301, 0.331322495, 0.129546596, 0.488442077, 6.032721035
0.914466732, 0.189104986, 0.411397800, 0.549120651, 0.125239568, 10.113554160
0.055713017, 0.368866806, 0.852229748, 0.959679985, 0.228459896, 14.424663310
0.881634357, 0.742351398, 0.844403519, 0.098283417, 0.452763838, 13.012163780
0.922566561, 0.737521176, 0.406795929, 0.354149698, 0.315509348, 12.080805080
0.121124298, 0.773054357, 0.378163652, 0.156557330, 0.760862084, 8.544988296
0.282542067, 0.056967933, 0.693399649, 0.089277861, 0.009201675, 0.961277290
0.216138717, 0.909668142, 0.062146454, 0.551648914, 0.955308504, 21.640695670
0.174510855, 0.082435004, 0.805498268, 0.009813211, 0.586867978, 3.584697559
0.807353323, 0.228314773, 0.490708806, 0.462511703, 0.538766762, 12.165942650
0.509471592, 0.731829641, 0.510231808, 0.197909026, 0.875870902, 16.056641520
0.399909651, 0.724006586, 0.680011480, 0.604073182, 0.814050168, 20.453214280
0.521953182, 0.313525691, 0.347136707, 0.440927354, 0.558868374, 12.024332790
0.165617141, 0.737266484, 0.905468933, 0.821718490, 0.308614611, 15.242174360
0.487394366, 0.911393640, 0.008268824, 0.419446493, 0.595330392, 21.406415280
0.908447253, 0.071798313, 0.342557958, 0.473037329, 0.910931735, 12.152457730
0.382550848, 0.243202621, 0.704269362, 0.840733442, 0.054461781, 11.640474910
0.323085957, 0.238512857, 0.646096717, 0.527185686, 0.701953112, 11.432926330
0.915969019, 0.943061607, 0.019369819, 0.442315086, 0.187784192, 14.623322540
0.886720169, 0.690111134, 0.792773663, 0.041470703, 0.495101703, 12.578262230
0.952039105, 0.187381556, 0.485587291, 0.164108907, 0.924905553, 12.578107010
0.670214117, 0.384165473, 0.100434490, 0.578451308, 0.181619048, 16.030818550
0.144783367, 0.128770996, 0.871283085, 0.082503292, 0.476162237, 6.891852019
0.793837034, 0.484840160, 0.826541931, 0.679634367, 0.900442645, 20.800857680
0.782135288, 0.561987665, 0.492184560, 0.955894466, 0.050876777, 19.713098600
0.722782966, 0.662838820, 0.951375935, 0.674380895, 0.306098173, 22.128542430
0.900225371, 0.324695762, 0.048402482, 0.572098395, 0.789662647, 20.960348140
0.732944277, 0.457072944, 0.124707209, 0.960824239, 0.466179869, 23.251882030
0.331926454, 0.061027230, 0.559750553, 0.521512801, 0.988541846, 10.452585070
0.982496938, 0.313756853, 0.617378027, 0.480929818, 0.423074147, 16.264064610
0.546450663, 0.903290479, 0.427121820, 0.974718528, 0.921994212, 24.777976460
0.275034287, 0.323059695, 0.980593186, 0.617009441, 0.861043573, 18.318834250
0.561255701, 0.303564941, 0.522615976, 0.822826494, 0.190319707, 13.835132450
0.021118023, 0.611435268, 0.117090629, 0.158392533, 0.784396146, 9.182302460
0.549895189, 0.731976049, 0.948102867, 0.529583082, 0.246776245, 20.098397060
0.963371695, 0.484741991, 0.862420065, 0.038781210, 0.081589050, 13.485897050
0.667708908, 0.780515736, 0.656367212, 0.393719170, 0.927294897, 17.978097410
0.605148406, 0.373824896, 0.545631981, 0.863015609, 0.887625264, 20.156771910
0.762754600, 0.224252710, 0.597188464, 0.199230543, 0.854489811, 10.886845970
0.838893114, 0.980599737, 0.681348740, 0.737298117, 0.216132318, 16.297221270
0.015332581, 0.792600177, 0.337669316, 0.461675625, 0.327639261, 7.092607982
0.980334925, 0.080626670, 0.045850399, 0.508094381, 0.206245822, 11.679535780
0.465494161, 0.829479612, 0.530591920, 0.154572123, 0.264144290, 14.419864700
0.786078867, 0.291884498, 0.808981221, 0.215897236, 0.538083790, 14.954144710
0.500782690, 0.398124877, 0.195741185, 0.585506962, 0.475199415, 17.429635620
0.989973376, 0.739856505, 0.342067001, 0.651347935, 0.099394724, 14.713805830
0.963935375, 0.020642144, 0.937825768, 0.598197399, 0.107978169, 10.151333620
0.616992850, 0.698109682, 0.346514653, 0.331735635, 0.187002838, 16.114306330
0.336730963, 0.246111863, 0.275936978, 0.188389691, 0.386479226, 7.612976361
0.392023998, 0.279008684, 0.355609216, 0.649434837, 0.310862078, 13.667864130
0.307076037, 0.005085375, 0.154798726, 0.489618603, 0.755630525, 10.781509910
0.188679149, 0.229247603, 0.652031408, 0.811786878, 0.770260049, 12.666300430
0.523655533, 0.032320432, 0.630286024, 0.250373241, 0.126924826, 4.650543935
0.979529213, 0.167729039, 0.478219664, 0.806646545, 0.287045694, 14.256972950
0.501795080, 0.340810097, 0.307292145, 0.127482360, 0.215584815, 9.332889405
0.647343969, 0.776445349, 0.681097903, 0.273834706, 0.541973430, 15.893516070
0.888560739, 0.766341339, 0.449612702, 0.857673921, 0.426908976, 19.090133960
0.460531763, 0.093772420, 0.150263366, 0.947842438, 0.971911546, 20.211834550
0.397234094, 0.447366725, 0.799935551, 0.378370649, 0.189468872, 10.858852330
0.620291452, 0.093672351, 0.167487811, 0.109118609, 0.865183138, 9.610590885
0.080403307, 0.852205637, 0.722889135, 0.705525855, 0.180745595, 9.834006408
0.379624159, 0.500191257, 0.589658456, 0.247027562, 0.269018262, 9.806837250
0.382603875, 0.763985652, 0.314419256, 0.122835800, 0.581721123, 11.664889580
0.084481818, 0.907260598, 0.417659308, 0.043392507, 0.369142601, 5.130524480
0.901111137, 0.023798775, 0.939099216, 0.104731882, 0.783136618, 8.588867554
0.235029127, 0.432387504, 0.689006546, 0.944618444, 0.309069322, 15.830168430
0.889776740, 0.708693086, 0.286124399, 0.239045141, 0.873655030, 15.858810950
0.083859899, 0.799396359, 0.082966835, 0.028614089, 0.230294549, 7.178705376
0.027331964, 0.638546321, 0.374743689, 0.569093048, 0.274152969, 7.964327679
0.605954412, 0.289611647, 0.487314589, 0.127905124, 0.367551806, 9.263458461
0.791766882, 0.153877816, 0.445357238, 0.064765102, 0.269394097, 4.836611986
0.019052036, 0.321368622, 0.372566244, 0.184408928, 0.291411817, 5.959279973
0.018420799, 0.121995473, 0.328866436, 0.008591597, 0.589397388, 1.817550302
0.688422808, 0.211727756, 0.589623473, 0.903451229, 0.005851287, 14.648524990
0.010139130, 0.787718719, 0.396869310, 0.864817754, 0.586484332, 12.457985250
0.131944387, 0.037152450, 0.085539662, 0.296344358, 0.609265728, 11.150514030
0.917597582, 0.937180575, 0.261756300, 0.919950120, 0.041452398, 14.991063140
0.216596355, 0.404131732, 0.189066463, 0.033059590, 0.889563758, 9.272928317
0.238117637, 0.764636658, 0.707942804, 0.917603404, 0.994361340, 21.900162100
0.595677775, 0.362750840, 0.787330675, 0.585887682, 0.214248440, 13.375426490
0.838330762, 0.457736800, 0.644438276, 0.239636600, 0.682377924, 14.429591660
0.248700099, 0.694994780, 0.755057985, 0.635797699, 0.380529018, 15.372566310
0.523772575, 0.181789697, 0.567943493, 0.984367437, 0.683922608, 16.645625100
0.158721125, 0.011496923, 0.122606313, 0.327931431, 0.825913608, 10.553008370
0.844923114, 0.201229962, 0.490780113, 0.162814535, 0.212879326, 9.017386720
0.930911533, 0.693493541, 0.011389092, 0.063603660, 0.862876435, 20.101683470
0.095241590, 0.578981851, 0.392090099, 0.928193485, 0.999539431, 18.140816900
0.317863759, 0.951299895, 0.927591766, 0.090060497, 0.695471780, 17.795900560
0.750993356, 0.717071385, 0.569401687, 0.305293008, 0.493955905, 15.073410100
0.595514414, 0.758385632, 0.316620627, 0.742506447, 0.367147107, 19.904707470
0.345690531, 0.238030864, 0.912445832, 0.341847557, 0.496187827, 9.103478771
0.352273424, 0.888620372, 0.351999219, 0.195655032, 0.739394829, 14.131550380
0.760732994, 0.370057288, 0.543953796, 0.381559348, 0.505688184, 14.624249710
0.989413335, 0.239692233, 0.228751749, 0.782255415, 0.741758812, 19.650584600
0.935270551, 0.503412533, 0.225813381, 0.924543835, 0.156329168, 20.384249810
0.454819005, 0.988775770, 0.978168760, 0.806714807, 0.957445394, 26.573293720
0.528612718, 0.716835171, 0.249539522, 0.938969273, 0.828559522, 23.775695700
0.554510784, 0.061731801, 0.479342955, 0.838490609, 0.027594279, 6.864393232
0.961187482, 0.033592335, 0.121645243, 0.889257095, 0.605257499, 14.832597360
0.045625603, 0.300375693, 0.201008540, 0.316202423, 0.635320564, 6.509025079
0.235653009, 0.559526605, 0.322117334, 0.725667622, 0.993045221, 15.073051140
0.733211810, 0.084517791, 0.260555192, 0.123872001, 0.758248214, 9.693465454
0.088688993, 0.225922954, 0.000654566, 0.639823192, 0.914894197, 17.503537820
0.142980150, 0.419378914, 0.931637471, 0.822932803, 0.234382352, 15.135399760
0.417596361, 0.425183655, 0.939999796, 0.949321592, 0.498685014, 21.991140420
0.739108933, 0.000160284, 0.785475887, 0.370009414, 0.073785155, 5.726277248
0.452114529, 0.428114213, 0.721013835, 0.288201822, 0.641423566, 14.175616520
0.831420962, 0.596595652, 0.377224641, 0.934525530, 0.186559707, 20.818633680
0.088032510, 0.778604657, 0.887667887, 0.997648789, 0.120084284, 15.089249960
0.960190309, 0.240356082, 0.748404443, 0.291363635, 0.693582980, 12.842872040
0.370773338, 0.576277447, 0.832130532, 0.565285024, 0.875547344, 19.226318780
0.289369775, 0.111883162, 0.015865656, 0.027932287, 0.534318879, 9.024625854
0.239679811, 0.106749144, 0.594674505, 0.509637104, 0.357326617, 8.658540759
0.352764104, 0.707588013, 0.433203515, 0.703044405, 0.810429211, 17.111562670
0.125460043, 0.354410104, 0.872957706, 0.528960873, 0.136057983, 10.715891320
0.122858289, 0.802585406, 0.402601184, 0.157555809, 0.566927405, 7.472131214
0.028051290, 0.703048188, 0.847584559, 0.339276820, 0.248972553, 7.960514326
0.799646545, 0.540045452, 0.997714486, 0.765290922, 0.133468595, 24.105490280
0.114237853, 0.141278615, 0.708604056, 0.411756938, 0.076210619, 5.237348660
0.362668617, 0.979813764, 0.962306576, 0.024205617, 0.934690272, 18.109135750
0.865593845, 0.208473874, 0.633247248, 0.332551596, 0.200552924, 9.923332320
0.330049526, 0.627719101, 0.040620732, 0.147535558, 0.158041144, 13.362048910
0.939139037, 0.495810128, 0.562593504, 0.442128199, 0.352367434, 16.253112000
0.967035072, 0.462770691, 0.082284335, 0.325784014, 0.736124208, 21.661186970
0.513386612, 0.181247356, 0.241608687, 0.050242187, 0.639841870, 9.198685877
0.460362533, 0.431759181, 0.518243298, 0.878752025, 0.434963715, 16.841968380
0.508866383, 0.788074777, 0.893709391, 0.331260399, 0.519705091, 18.316163600
0.519304033, 0.296236916, 0.554075913, 0.790865746, 0.303816117, 15.034957090
0.745488821, 0.657033258, 0.934958400, 0.437775904, 0.608481506, 20.484473360
0.166783272, 0.189836789, 0.598429724, 0.389644472, 0.909682984, 11.796646360
0.388123388, 0.971124076, 0.620878177, 0.855904386, 0.048297143, 18.104572940
0.446291147, 0.236676903, 0.615196067, 0.051905880, 0.978971884, 9.082667538
0.670317194, 0.396489628, 0.135964816, 0.521783555, 0.647618295, 18.703601600
0.410744906, 0.137044531, 0.125669069, 0.407255460, 0.867195582, 14.847531180
0.964867244, 0.172531945, 0.647559237, 0.890589686, 0.692629601, 19.647518060
0.422951591, 0.018905504, 0.882280414, 0.087274762, 0.336759728, 8.272238086
0.938240955, 0.675750492, 0.756909553, 0.820045208, 0.875315864, 25.060895630
0.272446428, 0.907698338, 0.716705056, 0.971686738, 0.146778480, 17.486367070
0.315697588, 0.677338511, 0.352844909, 0.501174846, 0.249487386, 12.680139020
0.972151358, 0.709814578, 0.300293581, 0.394587137, 0.451598331, 16.296222680
0.091983196, 0.578294707, 0.643643986, 0.438915473, 0.800185991, 12.439239740
0.853788354, 0.266754424, 0.006520333, 0.247514271, 0.048984628, 14.809872520
0.419872823, 0.782325228, 0.427393887, 0.646691864, 0.372122147, 18.264125060
0.551273564, 0.268996603, 0.026961005, 0.995358841, 0.630504981, 21.008529450
0.726268031, 0.889660090, 0.563071896, 0.140422463, 0.300336136, 12.286698550
0.700499157, 0.813544870, 0.035490404, 0.762581405, 0.523309215, 25.833377110
0.639794065, 0.628842966, 0.078098175, 0.213500361, 0.998372374, 18.585397310
0.093112285, 0.667079972, 0.603728442, 0.428352735, 0.063536502, 7.442119469
0.795746843, 0.241068393, 0.744019535, 0.227178031, 0.326771162, 12.298502950
0.206465689, 0.910855862, 0.726745059, 0.574554120, 0.907339802, 17.114836880
0.436442829, 0.516352221, 0.306488043, 0.230400099, 0.970695389, 13.743141090
0.666612633, 0.013994812, 0.654372943, 0.807997922, 0.558915205, 11.433911550
0.500359582, 0.242781526, 0.568696825, 0.382843709, 0.119392302, 6.535004446
0.272497042, 0.404776325, 0.519617498, 0.374779335, 0.919178308, 12.763749980
0.296579564, 0.919220313, 0.874022657, 0.987840738, 0.795213307, 24.086903420
0.819352972, 0.076868390, 0.135787668, 0.782017377, 0.403987761, 14.141176610
0.479504516, 0.425177696, 0.881475480, 0.182012031, 0.751483667, 15.358244180
0.786517334, 0.598067374, 0.831002944, 0.491244410, 0.722677398, 22.686704520
0.244093214, 0.450785088, 0.371676276, 0.444038433, 0.112774609, 9.341272092
0.301295509, 0.234520757, 0.439677130, 0.280421400, 0.229895909, 6.842134814
0.136633358, 0.087537947, 0.921502137, 0.283813521, 0.543916625, 10.088261030
0.812680032, 0.541916589, 0.374145765, 0.696882046, 0.289903178, 18.361672290
0.238363493, 0.179191104, 0.047163047, 0.399608062, 0.762100051, 12.003820700
0.299934415, 0.867217906, 0.158385882, 0.719078448, 0.280766822, 18.637301810
0.348151395, 0.406173764, 0.243864196, 0.201591422, 0.040682044, 7.071846797
0.700696988, 0.756446488, 0.272281404, 0.287000302, 0.841296539, 16.088259780
0.187790286, 0.499726720, 0.027442635, 0.725446958, 0.825902740, 18.634649190
0.467808884, 0.562373001, 0.276567017, 0.375998002, 0.887708064, 16.944753470
0.745389943, 0.685954641, 0.971859705, 0.845492724, 0.795368866, 28.590385800
0.633843365, 0.187015142, 0.887036959, 0.801304323, 0.821085392, 18.921662920
0.115425356, 0.803747898, 0.819437991, 0.911834526, 0.338205328, 15.510281900
0.065729817, 0.743863739, 0.697108468, 0.513595478, 0.232512181, 9.241156419
0.716290015, 0.895567042, 0.575246335, 0.705587494, 0.786106008, 19.865429460
0.528955706, 0.085313281, 0.073061095, 0.744345821, 0.431631819, 16.270229290
0.841336174, 0.973893643, 0.820793649, 0.225756867, 0.369513774, 13.636229750
0.857342163, 0.168706002, 0.072977152, 0.919933593, 0.879148416, 23.052322340
0.653760626, 0.794436624, 0.373410386, 0.474727283, 0.507969638, 19.942552340
0.980974978, 0.366586513, 0.457474036, 0.063837584, 0.160235506, 12.018419320
0.383417531, 0.754896936, 0.054136347, 0.884389890, 0.804436278, 24.836867510
0.497189030, 0.104785853, 0.313192495, 0.074822065, 0.038829034, 2.228410859
0.795929613, 0.036058521, 0.342060955, 0.591964417, 0.893864209, 10.271385750
0.006871800, 0.699278834, 0.828757079, 0.434604684, 0.463928672, 7.813138711
0.111725772, 0.470135881, 0.415812312, 0.904040830, 0.796316358, 15.823783240
0.193069934, 0.351151654, 0.871722726, 0.400218301, 0.755258346, 12.797577380
0.723178009, 0.542554792, 0.641943846, 0.741834812, 0.771019388, 21.265598730
0.184005965, 0.333911721, 0.558342553, 0.693536675, 0.435013560, 11.718523020
0.006933296, 0.303224157, 0.175775178, 0.499353535, 0.362390996, 8.577788877
0.631652430, 0.669841337, 0.723096147, 0.738584090, 0.845670619, 21.218584420
0.986910952, 0.663788982, 0.282916764, 0.736862734, 0.940234279, 24.772758250
0.738546068, 0.472263207, 0.308286029, 0.888422456, 0.408265213, 19.142255050
0.219312282, 0.077246134, 0.845613298, 0.979530403, 0.179411338, 14.281374720
0.494396668, 0.681002274, 0.334662718, 0.933875696, 0.804534683, 23.430395290
0.257792313, 0.989635732, 0.423848010, 0.822631719, 0.277436282, 18.100857180
0.712476992, 0.447864264, 0.686268091, 0.050245327, 0.670684529, 13.510585940
0.084549336, 0.570359053, 0.707583904, 0.392845717, 0.349113727, 8.292473176
0.009466111, 0.178000142, 0.350717765, 0.610492577, 0.858929968, 11.669226710
0.384382825, 0.235050041, 0.637783305, 0.881169885, 0.180766288, 12.362402060
0.857917989, 0.823892475, 0.659325149, 0.443615010, 0.954335382, 16.795015980
0.316781174, 0.319241502, 0.482121635, 0.127908819, 0.403834036, 6.948990585
0.566332550, 0.163300795, 0.988431032, 0.592491888, 0.074156573, 16.349047440
0.998254374, 0.067532501, 0.448018997, 0.205897276, 0.328471756, 6.487956186
0.438793783, 0.605066269, 0.567155041, 0.240981547, 0.891096905, 13.681482290
0.853798711, 0.368466213, 0.918009690, 0.984494857, 0.935316595, 26.571625080
0.891810959, 0.686751996, 0.802675802, 0.290381785, 0.050840398, 14.566236800
0.519317632, 0.429787961, 0.158892582, 0.695373605, 0.475499085, 19.020265570
0.317515806, 0.534054220, 0.157823652, 0.197415053, 0.024567403, 8.833997251
0.115057276, 0.188838252, 0.791796505, 0.444802437, 0.616055988, 9.087926646
0.807945021, 0.039381487, 0.976910776, 0.452057517, 0.868198887, 15.846293580
0.835029529, 0.036326592, 0.974787504, 0.599407633, 0.993687429, 16.295619890
0.325826664, 0.154995867, 0.425737657, 0.380859501, 0.632491115, 9.373106789
0.539523787, 0.874441727, 0.103525478, 0.935050866, 0.345883762, 27.107689530
0.195853496, 0.688514441, 0.111650116, 0.727117265, 0.229989360, 14.223029040
0.831483132, 0.207165499, 0.783687822, 0.809427880, 0.602539196, 17.834256770
0.490243588, 0.893600516, 0.261996483, 0.278784858, 0.157419884, 13.779304130
0.055819849, 0.418063629, 0.014230964, 0.973621982, 0.152809616, 17.632532010
0.133494121, 0.257088995, 0.082348988, 0.960740614, 0.644901207, 19.003866720
0.520793741, 0.926653351, 0.873884010, 0.626192917, 0.051961353, 18.032318830
0.087844888, 0.935969099, 0.363850401, 0.586112139, 0.418647761, 10.724481280
