@relation Friedman_Benchmark_problem
@attribute input1 real [0.001211673, 0.99971881]
@attribute input2 real [1.60284E-4, 0.999677453]
@attribute input3 real [6.54566E-4, 0.999061886]
@attribute input4 real [2.12289E-4, 0.999480216]
@attribute input5 real [4.29891E-4, 0.999539431]
@attribute output real [0.664014955, 28.5903858]
@inputs input1, input2, input3, input4, input5
@outputs output
@data
0.227157914, 0.129199340, 0.078041646, 0.658331033, 0.680399661, 15.363633980
0.520084270, 0.958941356, 0.974381692, 0.613927354, 0.591868052, 22.779557370
0.305609614, 0.603341228, 0.625526554, 0.507615587, 0.504008025, 13.737306010
0.700696988, 0.756446488, 0.272281404, 0.287000302, 0.841296539, 16.088259780
0.700499157, 0.813544870, 0.035490404, 0.762581405, 0.523309215, 25.833377110
0.986910952, 0.663788982, 0.282916764, 0.736862734, 0.940234279, 24.772758250
0.631123985, 0.479984359, 0.137712336, 0.684183525, 0.577725423, 22.579412140
0.279818401, 0.307845189, 0.558923762, 0.401596552, 0.291064012, 6.463038454
0.667080621, 0.610101201, 0.015223263, 0.718996650, 0.477431206, 24.893595500
0.174510855, 0.082435004, 0.805498268, 0.009813211, 0.586867978, 3.584697559
0.258716893, 0.069932926, 0.022596127, 0.127891491, 0.233660319, 5.549913266
0.299529207, 0.887673530, 0.053062799, 0.341074887, 0.907787453, 21.132506670
0.055713017, 0.368866806, 0.852229748, 0.959679985, 0.228459896, 14.424663310
0.500782690, 0.398124877, 0.195741185, 0.585506962, 0.475199415, 17.429635620
0.182426286, 0.819879559, 0.248480084, 0.534227481, 0.859413796, 15.997708410
0.782135288, 0.561987665, 0.492184560, 0.955894466, 0.050876777, 19.713098600
0.436313114, 0.242422484, 0.042541288, 0.009318279, 0.726146460, 10.289765590
0.919861032, 0.166525625, 0.659486045, 0.023770402, 0.660441332, 7.730188617
0.392023998, 0.279008684, 0.355609216, 0.649434837, 0.310862078, 13.667864130
0.762754600, 0.224252710, 0.597188464, 0.199230543, 0.854489811, 10.886845970
0.063205596, 0.953487908, 0.416070799, 0.442643582, 0.413941948, 9.022453974
0.828634718, 0.232892988, 0.453366370, 0.722442124, 0.315431667, 16.555139670
0.187790286, 0.499726720, 0.027442635, 0.725446958, 0.825902740, 18.634649190
0.288299589, 0.601589996, 0.426680061, 0.636209188, 0.421762127, 12.447269440
0.271974583, 0.273707745, 0.295087982, 0.270398259, 0.792631024, 10.918329070
0.898723724, 0.577023070, 0.154900625, 0.490366866, 0.104313523, 16.748072290
0.682872502, 0.702168552, 0.208671952, 0.578569755, 0.344891769, 20.383848310
0.256045800, 0.837123987, 0.606006172, 0.797945513, 0.834213112, 16.588305530
0.841593141, 0.497566105, 0.808040111, 0.973260594, 0.603617325, 25.345017140
0.022411652, 0.316160681, 0.225374545, 0.614729857, 0.473257504, 11.736143330
0.445224054, 0.756757112, 0.322922023, 0.628513890, 0.846236227, 19.150641900
0.956439247, 0.401175940, 0.160231597, 0.845836671, 0.173275455, 21.889450990
0.557746714, 0.841800961, 0.538561579, 0.424596416, 0.172727743, 14.412036380
0.796389209, 0.549745433, 0.261227440, 0.726016421, 0.418596574, 20.142751540
0.674360053, 0.101402767, 0.087902336, 0.500172953, 0.409895975, 14.002486840
0.525396526, 0.130608036, 0.912849311, 0.304407345, 0.795863017, 12.592344740
0.792112470, 0.547899652, 0.133810578, 0.365009098, 0.965678816, 19.703662970
0.749100912, 0.131380319, 0.497436438, 0.534581431, 0.335558882, 10.955700210
0.253297429, 0.845377435, 0.663113905, 0.652990825, 0.234222041, 15.194071830
0.964269598, 0.303049910, 0.464489875, 0.966393534, 0.162229190, 21.319897550
0.828614962, 0.038864895, 0.903456721, 0.059786296, 0.372537155, 7.140200845
0.388123388, 0.971124076, 0.620878177, 0.855904386, 0.048297143, 18.104572940
0.554510784, 0.061731801, 0.479342955, 0.838490609, 0.027594279, 6.864393232
0.090962495, 0.553994840, 0.994652121, 0.689805108, 0.787294073, 16.511229750
0.897527548, 0.829371341, 0.467264105, 0.212098406, 0.229768402, 10.130999110
0.900225371, 0.324695762, 0.048402482, 0.572098395, 0.789662647, 20.960348140
0.842595070, 0.337512466, 0.921256791, 0.874273038, 0.446830187, 22.832261370
0.098336502, 0.974117992, 0.024126294, 0.155656083, 0.909714924, 12.909569790
0.839787035, 0.759798567, 0.193053281, 0.187602777, 0.658195380, 14.336151520
0.670214117, 0.384165473, 0.100434490, 0.578451308, 0.181619048, 16.030818550
0.487398005, 0.947133425, 0.008690227, 0.558044570, 0.767047391, 25.242623350
0.915189828, 0.290629088, 0.479596411, 0.327678652, 0.343365775, 13.284797870
0.024619648, 0.000893145, 0.982904395, 0.315392523, 0.681291088, 12.061703310
0.625885814, 0.035910243, 0.885819885, 0.848418962, 0.533948878, 15.502766800
0.603542512, 0.602335954, 0.752730408, 0.776662110, 0.809905253, 21.660990280
0.639136332, 0.169246703, 0.383199346, 0.612102274, 0.667757506, 11.468549170
0.487394366, 0.911393640, 0.008268824, 0.419446493, 0.595330392, 21.406415280
0.795746843, 0.241068393, 0.744019535, 0.227178031, 0.326771162, 12.298502950
0.812318044, 0.986835271, 0.920524625, 0.683669748, 0.531917875, 16.995153780
0.221688914, 0.418153235, 0.894243282, 0.574603827, 0.395513936, 15.286410690
0.671968069, 0.609734465, 0.413509225, 0.285422759, 0.348239864, 14.440431790
0.287509280, 0.839967849, 0.535569167, 0.036112456, 0.871757591, 11.062868660
0.392723740, 0.151174656, 0.897623245, 0.769212230, 0.644638571, 18.991886510
0.095241590, 0.578981851, 0.392090099, 0.928193485, 0.999539431, 18.140816900
0.904755242, 0.812556945, 0.333081816, 0.407843361, 0.640976152, 16.304973590
0.087329075, 0.870172208, 0.172580408, 0.123510460, 0.207553837, 6.609560509
0.366692712, 0.500447979, 0.110932615, 0.680541136, 0.805820423, 20.203585930
0.561718532, 0.849029947, 0.534438640, 0.933205951, 0.226973369, 20.108957430
0.851480948, 0.605718110, 0.968884272, 0.623758132, 0.139941572, 20.296523520
0.915969019, 0.943061607, 0.019369819, 0.442315086, 0.187784192, 14.623322540
0.197505366, 0.911527170, 0.319659840, 0.590613887, 0.630308013, 13.509337850
0.722782966, 0.662838820, 0.951375935, 0.674380895, 0.306098173, 22.128542430
0.942018050, 0.770598266, 0.256893238, 0.159813010, 0.734895591, 14.735730120
0.021118023, 0.611435268, 0.117090629, 0.158392533, 0.784396146, 9.182302460
