@relation friedman
@attribute Input1 real [0.0, 1.0]
@attribute Input2 real [0.0, 1.0]
@attribute Input3 real [0.0, 1.0]
@attribute Input4 real [0.0, 1.0]
@attribute Input5 real [0.0, 1.0]
@attribute Output real [0.664014955, 28.5903858]
@inputs Input1, Input2, Input3, Input4, Input5
@outputs Output
@data
0.827655687, 0.617833022, 0.949440873, 0.670138426, 0.640808376, 25.33973015
0.348918298, 0.93793359, 0.657111548, 0.703839001, 0.614153159, 17.70981392
0.223955849, 0.681722949, 0.412408452, 0.474734244, 0.576340976, 12.5427904
0.424117752, 0.471769451, 0.459103323, 0.065060205, 0.167601327, 7.06507689
0.631123985, 0.479984359, 0.137712336, 0.684183525, 0.577725423, 22.57941214
0.700499157, 0.81354487, 0.035490404, 0.762581405, 0.523309215, 25.83337711
0.616726053, 0.077891674, 0.185456891, 0.583458072, 0.353056907, 12.43616494
0.172048074, 0.895458185, 0.506158798, 0.196884252, 0.8115676, 10.55058958
0.706252438, 0.316518497, 0.739487809, 0.721100291, 0.137284358, 16.47549621
0.83677292, 0.158174021, 0.638384908, 0.789509816, 0.987225107, 19.60063654
0.018420799, 0.121995473, 0.328866436, 0.008591597, 0.589397388, 1.817550302
0.557746714, 0.841800961, 0.538561579, 0.424596416, 0.172727743, 14.41203638
0.265398613, 0.691105054, 0.554066489, 0.698311722, 0.330749887, 13.68017661
0.750557522, 0.436750443, 0.537431382, 0.324928766, 0.336739509, 15.05173019
0.345690531, 0.238030864, 0.912445832, 0.341847557, 0.496187827, 9.103478771
0.574893507, 0.240461554, 0.784251387, 0.344200582, 0.605247364, 10.85443282
0.267420537, 0.548423201, 0.275587474, 0.755913221, 0.035072033, 14.3383947
0.129402068, 0.069039302, 0.246315697, 0.277791751, 0.4041112, 6.381895356
0.062523274, 0.252403755, 0.068608612, 0.01650458, 0.302809528, 7.15467494
0.057977154, 0.604955763, 0.481875069, 0.706384063, 0.609209366, 12.85419038
0.935270551, 0.503412533, 0.225813381, 0.924543835, 0.156329168, 20.38424981
0.465739092, 0.234952003, 0.674951557, 0.910572536, 0.944198895, 18.10068158
0.327920818, 0.721678135, 0.81228994, 0.710827165, 0.24491477, 18.67794509
0.697375656, 0.137644563, 0.018580869, 0.694046034, 0.437428653, 15.32016515
0.765918533, 0.297238225, 0.387938956, 0.159810315, 0.708429493, 12.22545318
0.080403307, 0.852205637, 0.722889135, 0.705525855, 0.180745595, 9.834006408
0.08803251, 0.778604657, 0.887667887, 0.997648789, 0.120084284, 15.08924996
0.831420962, 0.596595652, 0.377224641, 0.93452553, 0.186559707, 20.81863368
0.089374254, 0.955872254, 0.832729616, 0.448890376, 0.763705899, 12.45820365
0.834049442, 0.410892355, 0.585143158, 0.902280388, 0.507019639, 21.41516601
0.238117637, 0.764636658, 0.707942804, 0.917603404, 0.99436134, 21.9001621
0.014850124, 0.05439702, 0.444461853, 0.271184776, 0.517007931, 6.372941776
0.60065286, 0.223060722, 0.890678634, 0.56619641, 0.826270596, 17.58369692
0.985116588, 0.04134031, 0.214507944, 0.893844551, 0.658658609, 15.25197691
0.620291452, 0.093672351, 0.167487811, 0.109118609, 0.865183138, 9.610590885
0.851719282, 0.946391981, 0.726973345, 0.816547944, 0.528688152, 16.59379621
0.795929613, 0.036058521, 0.342060955, 0.591964417, 0.893864209, 10.27138575
0.429136245, 0.758386882, 0.328896027, 0.299210294, 0.755628669, 15.39454757
0.404723739, 0.003164391, 0.288808624, 0.600822877, 0.892802954, 11.55345842
0.862477908, 0.606859729, 0.180729244, 0.153234018, 0.122614133, 13.0144252
0.929114416, 0.044011307, 0.446375263, 0.062783125, 0.804401554, 5.539534088
0.99971881, 0.449758827, 0.292769936, 0.504872809, 0.567180421, 19.20077537
0.05301796, 0.900716169, 0.14482452, 0.532935067, 0.166617962, 10.0153879
0.122866029, 0.878602437, 0.965855962, 0.882732112, 0.523396879, 18.7586841
0.490454181, 0.961842773, 0.469204447, 0.268204666, 0.249354601, 14.28919344
0.83794469, 0.666131688, 0.29063901, 0.577045304, 0.37325802, 18.49003028
0.779685021, 0.497916423, 0.248519422, 0.920572691, 0.155722658, 19.57531864
0.387240368, 0.29898346, 0.527885452, 0.574349942, 0.902104506, 12.54940368
0.650165783, 0.489485959, 0.45292991, 0.435972552, 0.897757597, 16.12224905
0.226416193, 0.844755044, 0.55061492, 0.800453186, 0.46206383, 15.16675658
0.963371695, 0.484741991, 0.862420065, 0.03878121, 0.08158905, 13.48589705
0.760732994, 0.370057288, 0.543953796, 0.381559348, 0.505688184, 14.62424971
0.436781784, 0.845225149, 0.167516954, 0.395335885, 0.805057665, 19.59619622
0.149481, 0.264223591, 0.151209728, 0.24206647, 0.546128003, 7.960097505
0.521259413, 0.500020314, 0.910833112, 0.503318029, 0.297686204, 17.68567799
0.950526095, 0.328105207, 0.532568056, 0.562205053, 0.627150924, 14.92349797
0.469194038, 0.165978543, 0.286595795, 0.868629425, 0.020905372, 11.61668348
0.382014627, 0.976982933, 0.160707309, 0.517808792, 0.611476665, 18.0822419
0.985775037, 0.507968614, 0.971088165, 0.268194637, 0.150853633, 16.06992177
