@relation Friedman_Benchmark_problem
@attribute input1 real [0.001211673, 0.99971881]
@attribute input2 real [1.60284E-4, 0.999677453]
@attribute input3 real [6.54566E-4, 0.999061886]
@attribute input4 real [2.12289E-4, 0.999480216]
@attribute input5 real [4.29891E-4, 0.999539431]
@attribute output real [0.664014955, 28.5903858]
@inputs input1, input2, input3, input4, input5
@outputs output
@data
0.439676518, 0.274407615, 0.168516277, 0.209686224, 0.539731970, 8.473425098
0.667639019, 0.094134756, 0.708769223, 0.033862176, 0.771752859, 6.804912510
0.302497256, 0.036879552, 0.405402490, 0.669177745, 0.205962857, 8.123948658
0.844588799, 0.917918879, 0.092633485, 0.964781404, 0.329493109, 20.614620460
0.713458221, 0.084512870, 0.212228008, 0.502588943, 0.137337759, 9.690427418
0.760164432, 0.786212591, 0.605187829, 0.760995422, 0.947362025, 21.725988790
0.122866029, 0.878602437, 0.965855962, 0.882732112, 0.523396879, 18.758684100
0.697045856, 0.898677955, 0.127527385, 0.657777435, 0.243517219, 19.217397020
0.642790346, 0.055310599, 0.416720691, 0.825228872, 0.784082595, 13.424420840
0.232010309, 0.784573807, 0.510682327, 0.622456325, 0.354894060, 15.324348480
0.332616048, 0.833535594, 0.364399699, 0.980771809, 0.371259431, 19.631995680
0.630311385, 0.499441759, 0.228838092, 0.630227011, 0.670803726, 20.437913730
0.796846221, 0.038065659, 0.054167884, 0.194114316, 0.608022711, 9.412524234
0.072437493, 0.619946249, 0.703437791, 0.673868810, 0.276912103, 11.080805200
0.045627302, 0.317064835, 0.105071365, 0.117199101, 0.223694048, 5.348142259
0.253297429, 0.845377435, 0.663113905, 0.652990825, 0.234222041, 15.194071830
0.382252753, 0.315617122, 0.887081358, 0.237344894, 0.175529898, 9.842586798
0.748510085, 0.328873498, 0.077949555, 0.753905262, 0.314909957, 21.560353430
0.694050628, 0.482548051, 0.315731312, 0.008539367, 0.076446688, 10.669678050
0.517044967, 0.109949497, 0.025341640, 0.091577305, 0.592042513, 9.923715370
0.994246505, 0.706250702, 0.299468195, 0.288469396, 0.269260324, 14.538299190
0.337175491, 0.611824180, 0.936598111, 0.541373973, 0.045119082, 13.955900100
0.240488021, 0.044183355, 0.136056894, 0.426087796, 0.819573061, 11.455561750
0.978346016, 0.547554565, 0.744706278, 0.971685092, 0.130620100, 22.331392120
0.655418667, 0.078052256, 0.762535495, 0.072425482, 0.501990095, 6.464462637
0.694586373, 0.744094063, 0.959116488, 0.694354753, 0.469352355, 23.955948470
0.471898016, 0.721747020, 0.488811446, 0.828534203, 0.245735969, 19.693663710
0.436605290, 0.111880698, 0.991663924, 0.342720331, 0.067698942, 10.827395910
0.246861677, 0.639857764, 0.254428326, 0.951921171, 0.029148659, 14.504128200
0.590389914, 0.430674851, 0.869041807, 0.070911615, 0.634302531, 13.229208640
0.596159249, 0.091307982, 0.947014417, 0.839912000, 0.987079422, 18.304028770
0.530592623, 0.161473301, 0.040615751, 0.098615822, 0.717317093, 11.787536470
0.458538962, 0.522468409, 0.373569919, 0.041499334, 0.776281804, 11.081367880
0.666376898, 0.698846894, 0.586676126, 0.957560020, 0.408279050, 22.401618380
0.330898784, 0.968284207, 0.730527277, 0.719714251, 0.524981343, 19.548743120
0.762546372, 0.179250415, 0.629656813, 0.070883279, 0.356014568, 7.476887852
0.305609614, 0.603341228, 0.625526554, 0.507615587, 0.504008025, 13.737306010
0.296140259, 0.604806607, 0.017013776, 0.303624812, 0.110604002, 12.237138750
0.244395056, 0.415172809, 0.623483184, 0.439676980, 0.278945853, 8.112188144
0.855329395, 0.401314627, 0.522281634, 0.539253636, 0.221282777, 14.502237210
0.902896861, 0.561397288, 0.694091459, 0.883549117, 0.547205080, 23.928884860
0.035629264, 0.126330403, 0.902212766, 0.842905526, 0.386497712, 11.803168850
0.464760237, 0.621617700, 0.118762548, 0.578312113, 0.814590283, 20.333352150
0.378723868, 0.658435781, 0.709135645, 0.632493400, 0.929006110, 17.528550940
0.188537753, 0.840594810, 0.692954592, 0.718370621, 0.329190933, 14.183011310
0.419287179, 0.030711523, 0.829197496, 0.759931968, 0.503186926, 14.968354230
0.928351480, 0.551208815, 0.633103144, 0.917308925, 0.102280727, 18.337624400
0.416395293, 0.629497355, 0.504853982, 0.382287598, 0.657828547, 15.162327010
0.976892291, 0.270520637, 0.994507629, 0.270756183, 0.307795537, 17.310703230
0.501855145, 0.930710069, 0.714913445, 0.376269310, 0.552216840, 17.520188390
0.521595545, 0.801170492, 0.506732998, 0.836100705, 0.556350173, 20.321975500
0.730998395, 0.346559579, 0.772951666, 0.369635400, 0.400587729, 16.059072160
0.420825450, 0.138071328, 0.209836291, 0.013536451, 0.152816743, 4.979881182
0.614326254, 0.509469168, 0.708029497, 0.769020228, 0.758983634, 20.633351950
0.136087487, 0.726540655, 0.567095240, 0.653680859, 0.011045599, 9.068759721
0.580013093, 0.519908720, 0.234867453, 0.844586530, 0.895633865, 23.803526470
0.005373158, 0.981115193, 0.743640156, 0.501303885, 0.516776860, 8.857655828
0.764018680, 0.638784802, 0.716864257, 0.535191572, 0.327756492, 18.526748050
0.107831203, 0.221571757, 0.267548798, 0.808068393, 0.251011241, 10.766144140
0.815258774, 0.867749803, 0.382140983, 0.217920318, 0.406772198, 12.100162590
0.258785603, 0.744729439, 0.199144755, 0.011968565, 0.754599391, 12.090618110
0.453723281, 0.227671328, 0.171434479, 0.869348282, 0.080805246, 14.598181620
0.750557522, 0.436750443, 0.537431382, 0.324928766, 0.336739509, 15.051730190
0.937131668, 0.781441588, 0.749166082, 0.771421417, 0.341062426, 15.577356190
0.098336502, 0.974117992, 0.024126294, 0.155656083, 0.909714924, 12.909569790
0.915189828, 0.290629088, 0.479596411, 0.327678652, 0.343365775, 13.284797870
0.214229886, 0.163039550, 0.422751590, 0.054694844, 0.369387388, 2.842880389
0.313815217, 0.190572545, 0.824288992, 0.553521010, 0.341162264, 11.047573290
0.224932468, 0.273095714, 0.284338001, 0.694837815, 0.213508044, 10.112302060
0.309811484, 0.869915904, 0.655416166, 0.053489547, 0.532165343, 9.301524115
0.436215868, 0.287366679, 0.439482392, 0.367894694, 0.305120683, 8.282641459
0.396058487, 0.901729897, 0.100642034, 0.616744056, 0.254697853, 22.227833780
0.170225242, 0.993432684, 0.713720012, 0.655568657, 0.551109143, 14.275138600
0.535702414, 0.344738512, 0.888255420, 0.767811134, 0.884470968, 20.030961060
0.146730160, 0.248228745, 0.065834535, 0.772293471, 0.905506284, 16.763219590
0.333399485, 0.527669244, 0.450976033, 0.246950171, 0.508954210, 9.110224319
0.558253592, 0.819850374, 0.961854831, 0.587625448, 0.280851928, 18.933757980
0.021178713, 0.207466521, 0.740025405, 0.000829931, 0.362075250, 2.931041885
0.625885814, 0.035910243, 0.885819885, 0.848418962, 0.533948878, 15.502766800
0.998023234, 0.797512392, 0.580531944, 0.615552673, 0.554133127, 15.364784910
0.287509280, 0.839967849, 0.535569167, 0.036112456, 0.871757591, 11.062868660
0.031331193, 0.914971302, 0.144480610, 0.155393144, 0.327394522, 6.413090705
0.846813799, 0.769648069, 0.925009895, 0.733507239, 0.985916801, 24.494567580
0.221279887, 0.401100920, 0.423460278, 0.014721380, 0.790003071, 6.431416547
0.402136725, 0.596101795, 0.527052892, 0.397774454, 0.754243205, 15.042205300
0.674360053, 0.101402767, 0.087902336, 0.500172953, 0.409895975, 14.002486840
0.073270890, 0.804740169, 0.564525260, 0.413909428, 0.215819227, 7.126505082
0.952409287, 0.822931985, 0.226352622, 0.220430208, 0.056396819, 10.550454150
0.806770070, 0.500186648, 0.544399775, 0.761515561, 0.055650987, 16.834386680
0.167567215, 0.888943486, 0.525306655, 0.247982466, 0.647122707, 11.414830550
0.382014627, 0.976982933, 0.160707309, 0.517808792, 0.611476665, 18.082241900
0.271902127, 0.562117798, 0.770219072, 0.532832915, 0.163386344, 15.320214200
0.708293894, 0.365658694, 0.345357002, 0.962444061, 0.374445353, 18.538189000
0.859642219, 0.757555186, 0.160809529, 0.521708985, 0.915265512, 20.545280990
0.786622485, 0.630756422, 0.870145029, 0.905653542, 0.634758941, 23.259901990
0.941882595, 0.440291357, 0.312740477, 0.635550489, 0.952683622, 20.835713800
0.748774982, 0.930424256, 0.907944558, 0.134835064, 0.426491650, 15.405567770
0.992320158, 0.787598977, 0.220884980, 0.522719656, 0.841071403, 15.894048310
0.396688067, 0.084834550, 0.371445178, 0.174419789, 0.188074224, 3.323956614
0.748475161, 0.985885967, 0.597407014, 0.345612538, 0.472061969, 14.361379170
0.337075863, 0.633374928, 0.586493013, 0.159211997, 0.832349003, 12.274797160
0.129402068, 0.069039302, 0.246315697, 0.277791751, 0.404111200, 6.381895356
0.439693319, 0.439412452, 0.681021078, 0.519332560, 0.576398899, 16.691381810
0.970814787, 0.583346949, 0.261711474, 0.479713901, 0.481544999, 18.154348830
0.917163315, 0.672245376, 0.333161555, 0.190953861, 0.569198571, 14.715328040
0.114825756, 0.915080280, 0.214756135, 0.331330511, 0.208277663, 8.067076362
0.063275641, 0.641394621, 0.347904020, 0.976707322, 0.453934523, 13.200938920
0.401391319, 0.275471598, 0.617892946, 0.537953266, 0.450348916, 8.937239350
0.178887178, 0.062299497, 0.054686253, 0.285016112, 0.354562288, 10.349340240
0.006923981, 0.211740255, 0.712372419, 0.420853078, 0.409404359, 7.390732514
0.734442030, 0.166503965, 0.446766772, 0.907791130, 0.628015550, 16.536892300
0.456060673, 0.183196190, 0.381105870, 0.052075041, 0.640306306, 6.734506881
0.250894686, 0.248034059, 0.153820938, 0.886756994, 0.051769692, 13.183816850
0.340844690, 0.647022933, 0.623555606, 0.150929782, 0.492720177, 10.047974250
0.387132551, 0.240107447, 0.306564957, 0.985766305, 0.422203750, 15.252964910
0.198124024, 0.987365118, 0.124147284, 0.461800589, 0.554915816, 14.331898950
