@relation Friedman_Benchmark_problem
@attribute input1 real [0.001211673, 0.99971881]
@attribute input2 real [1.60284E-4, 0.999677453]
@attribute input3 real [6.54566E-4, 0.999061886]
@attribute input4 real [2.12289E-4, 0.999480216]
@attribute input5 real [4.29891E-4, 0.999539431]
@attribute output real [0.664014955, 28.5903858]
@inputs input1, input2, input3, input4, input5
@outputs output
@data
0.963068456, 0.506634302, 0.866810022, 0.152549854, 0.403438675, 17.271904030
0.958304826, 0.723019274, 0.983621271, 0.355833216, 0.849344833, 19.633725660
0.563430024, 0.657591995, 0.422314357, 0.760624849, 0.307965067, 18.466691110
0.354615935, 0.894421568, 0.325543609, 0.375113764, 0.203599869, 14.289779150
0.676781853, 0.885904151, 0.675996340, 0.171380255, 0.336812687, 13.716991750
0.932878420, 0.010287868, 0.248479856, 0.531990661, 0.891606245, 13.366628360
0.674029522, 0.855267179, 0.790289484, 0.644353847, 0.410459770, 19.933680450
0.110575450, 0.172821670, 0.492948842, 0.461905854, 0.588722584, 6.808470373
0.793937889, 0.475332735, 0.454120682, 0.130545477, 0.298451714, 11.719419610
0.596590424, 0.325878186, 0.660993509, 0.828579662, 0.692189710, 17.198033210
0.853788354, 0.266754424, 0.006520333, 0.247514271, 0.048984628, 14.809872520
0.301295509, 0.234520757, 0.439677130, 0.280421400, 0.229895909, 6.842134814
0.055713017, 0.368866806, 0.852229748, 0.959679985, 0.228459896, 14.424663310
0.760435093, 0.444375560, 0.423703642, 0.404796686, 0.719582141, 15.816457700
0.289369775, 0.111883162, 0.015865656, 0.027932287, 0.534318879, 9.024625854
0.122866029, 0.878602437, 0.965855962, 0.882732112, 0.523396879, 18.758684100
0.340569704, 0.946387430, 0.682280530, 0.888408927, 0.275401848, 18.509280230
0.825914293, 0.515597681, 0.896151864, 0.318783790, 0.986929685, 22.170765050
0.891810959, 0.686751996, 0.802675802, 0.290381785, 0.050840398, 14.566236800
0.742462799, 0.938473297, 0.957576619, 0.571299181, 0.940582312, 21.893482050
0.992207680, 0.682948275, 0.446333159, 0.649280848, 0.798535687, 17.683368730
0.576673512, 0.721888168, 0.875029047, 0.871596195, 0.157559271, 20.464703230
0.305609614, 0.603341228, 0.625526554, 0.507615587, 0.504008025, 13.737306010
0.015260872, 0.088348387, 0.880832305, 0.865393232, 0.238257017, 13.753729440
0.201806594, 0.153883576, 0.501922093, 0.588201439, 0.937658006, 10.137133000
0.915189828, 0.290629088, 0.479596411, 0.327678652, 0.343365775, 13.284797870
0.206590435, 0.135992245, 0.791160900, 0.202528136, 0.240147207, 5.414611504
0.855984425, 0.834364698, 0.507021683, 0.671278228, 0.834806157, 18.179900440
0.453234531, 0.427658974, 0.250109677, 0.538469285, 0.518175875, 15.769087460
