@relation friedman
@attribute Input1 real [0.0, 1.0]
@attribute Input2 real [0.0, 1.0]
@attribute Input3 real [0.0, 1.0]
@attribute Input4 real [0.0, 1.0]
@attribute Input5 real [0.0, 1.0]
@attribute Output real [0.664014955, 28.5903858]
@inputs Input1, Input2, Input3, Input4, Input5
@outputs Output
@data
0.696481734, 0.358437482, 0.425834333, 0.330313732, 0.222490899, 11.09496205
0.629993971, 0.382116956, 0.981954321, 0.984712732, 0.075063183, 20.97857039
0.203104513, 0.900748882, 0.466092439, 0.705167627, 0.662594105, 15.52176063
0.621151546, 0.540659514, 0.028418189, 0.306362804, 4.29891E-4, 16.06785189
0.052707712, 0.853762347, 0.011339209, 0.573701099, 0.529824847, 15.44536423
0.583207559, 0.892761865, 0.025603404, 0.662359421, 0.243202237, 23.25827706
0.796389209, 0.549745433, 0.26122744, 0.726016421, 0.418596574, 20.14275154
0.683078772, 0.727944814, 0.357343228, 0.679170327, 0.343104108, 18.41810697
0.012879479, 0.700688598, 0.674048764, 0.044236834, 0.6612714, 5.235463824
0.330049526, 0.627719101, 0.040620732, 0.147535558, 0.158041144, 13.36204891
0.527532136, 0.104436805, 0.885191621, 0.678239052, 0.197058514, 12.05284818
0.732414099, 0.250196987, 0.395934358, 0.682652896, 0.545422691, 14.07385215
0.136673019, 0.477048239, 0.302084708, 0.985242428, 0.277214244, 14.98540148
0.661259415, 0.440043255, 0.876135588, 0.738940369, 0.344694497, 19.70403006
0.999173272, 0.09203215, 0.059071818, 0.355649845, 0.048457356, 12.62069723
0.256507486, 0.371347625, 0.216349972, 0.984404067, 0.043666755, 16.44407109
0.581133816, 0.526530077, 0.263213342, 0.229555706, 0.677919423, 14.41130118
0.158721125, 0.011496923, 0.122606313, 0.327931431, 0.825913608, 10.55300837
0.701402673, 0.686975015, 0.992953375, 0.006418242, 0.244878057, 16.20577515
0.795746843, 0.241068393, 0.744019535, 0.227178031, 0.326771162, 12.29850295
0.198124024, 0.987365118, 0.124147284, 0.461800589, 0.554915816, 14.33189895
0.313815217, 0.190572545, 0.824288992, 0.55352101, 0.341162264, 11.04757329
0.79211247, 0.547899652, 0.133810578, 0.365009098, 0.965678816, 19.70366297
0.383754862, 0.067825828, 0.328785514, 0.21386395, 0.56917619, 4.372712093
0.487398005, 0.947133425, 0.008690227, 0.55804457, 0.767047391, 25.24262335
0.401391319, 0.275471598, 0.617892946, 0.537953266, 0.450348916, 8.93723935
0.366878075, 0.32090463, 0.815697477, 0.176250503, 0.167517571, 6.824588715
0.833938966, 0.325911077, 0.984015046, 0.223095775, 0.234936353, 13.94684686
0.770760942, 0.854541287, 0.661311071, 0.947355682, 0.191475813, 16.42106314
0.244093214, 0.450785088, 0.371676276, 0.444038433, 0.112774609, 9.341272092
0.06970429, 0.777159883, 0.698534309, 0.51677569, 0.465382056, 11.73706167
0.566958812, 0.31381607, 0.198953997, 0.138531194, 0.726184541, 12.27124082
0.467808884, 0.562373001, 0.276567017, 0.375998002, 0.887708064, 16.94475347
0.904755242, 0.812556945, 0.333081816, 0.407843361, 0.640976152, 16.30497359
0.783987116, 0.748794922, 0.12625247, 0.136837719, 0.094562003, 13.18116423
0.244395056, 0.415172809, 0.623483184, 0.43967698, 0.278945853, 8.112188144
0.136087487, 0.726540655, 0.56709524, 0.653680859, 0.011045599, 9.068759721
0.907758072, 0.303356826, 0.478713647, 0.658049508, 0.915548818, 17.98949152
0.60844335, 0.733470141, 0.621582543, 0.773478256, 0.5412833, 21.53898153
0.311100994, 0.534185191, 0.444084528, 0.565471982, 0.711664413, 14.63321326
0.942201261, 0.569909705, 0.29453966, 0.885332553, 0.062325606, 20.35273051
0.457664228, 0.93171493, 0.583651001, 0.247809361, 0.947058464, 15.33319292
0.238363493, 0.179191104, 0.047163047, 0.399608062, 0.762100051, 12.0038207
0.240488021, 0.044183355, 0.136056894, 0.426087796, 0.819573061, 11.45556175
0.143087318, 0.471880592, 0.550624142, 0.891023149, 0.949678077, 14.87934596
0.187086129, 0.584200807, 0.647449508, 0.812942501, 0.119625465, 12.42062094
0.569649675, 0.740784032, 0.451307252, 0.499850029, 0.238466119, 14.92452432
0.802482941, 0.396292317, 0.198171363, 0.452286913, 0.121095523, 15.04037207
0.266796132, 0.416135488, 0.077953957, 0.797142428, 0.947112428, 17.38781481
0.031331193, 0.914971302, 0.14448061, 0.155393144, 0.327394522, 6.413090705
0.822929835, 0.205234135, 0.815771145, 0.899742825, 0.585607274, 19.40566042
0.419872823, 0.782325228, 0.427393887, 0.646691864, 0.372122147, 18.26412506
0.088688993, 0.225922954, 6.54566E-4, 0.639823192, 0.914894197, 17.50353782
0.811891836, 0.801048509, 0.308738434, 0.33148242, 0.700177053, 16.95985271
0.436442829, 0.516352221, 0.306488043, 0.230400099, 0.970695389, 13.74314109
0.258716893, 0.069932926, 0.022596127, 0.127891491, 0.233660319, 5.549913266
0.307076037, 0.005085375, 0.154798726, 0.489618603, 0.755630525, 10.78150991
0.392023998, 0.279008684, 0.355609216, 0.649434837, 0.310862078, 13.66786413
0.574985121, 0.140196289, 0.079076629, 0.822899696, 0.909242128, 17.79964616
0.125460043, 0.354410104, 0.872957706, 0.528960873, 0.136057983, 10.71589132
0.787533964, 0.582391015, 0.873487711, 0.73413359, 0.137310613, 19.76959838
0.460548673, 0.25984191, 0.118727344, 0.232576972, 0.349773456, 8.797926093
0.522981545, 0.413078692, 0.057162524, 0.604477538, 0.785229528, 20.43212615
0.818992445, 0.536127042, 0.515010004, 0.124573373, 0.646419951, 14.84716866
0.037020773, 0.79233636, 0.746715992, 0.709087587, 0.160518812, 9.061686377
0.834279104, 0.666404381, 0.968756173, 0.365699153, 0.742708892, 21.77176068
0.345449271, 0.868618502, 0.913633427, 0.005213594, 0.414033875, 15.68566705
0.177506737, 0.504990335, 0.721410056, 0.179489463, 0.977340636, 11.7689756
0.770308554, 0.411632706, 0.856134942, 0.312596297, 0.219559682, 14.5020972
0.219606072, 0.962564282, 0.555140773, 0.248859475, 0.260231411, 11.88238337
0.135753774, 0.4491449, 0.263393926, 0.003074571, 0.406692031, 5.554677868
0.972542643, 0.552619279, 0.485269735, 0.045399289, 0.077741227, 10.88654296
0.917597582, 0.937180575, 0.2617563, 0.91995012, 0.041452398, 14.99106314
0.400747322, 0.950774746, 0.770111969, 0.480974588, 0.862751483, 20.00899208
0.551273564, 0.268996603, 0.026961005, 0.995358841, 0.630504981, 21.00852945
0.115057276, 0.188838252, 0.791796505, 0.444802437, 0.616055988, 9.087926646
0.226413261, 0.815961944, 0.773574291, 0.484440355, 0.900050364, 15.913876
0.984296528, 0.987529428, 0.73784009, 0.538851618, 0.273062517, 8.383071106
0.949567128, 0.91008733, 0.178997087, 0.141720879, 0.052076193, 8.005818953
0.89419316, 0.082351078, 0.981264615, 0.2111151, 0.572726312, 13.04432922
0.411998011, 0.44378942, 0.667225462, 0.032589693, 0.274698285, 9.116009577
0.802253774, 0.145640116, 0.542904016, 0.071663679, 0.020318979, 6.097057776
0.177027277, 0.796218776, 0.875921535, 0.636724693, 0.484534001, 16.97323995
0.604295271, 0.995185689, 0.929981108, 0.555792127, 0.645805991, 23.63985485
0.889666184, 0.622920552, 0.914064134, 0.23518707, 0.983544748, 20.65471644
0.036429965, 0.990011217, 0.111492664, 0.180777972, 0.631791522, 8.753545786
0.249345684, 0.035291081, 0.805036058, 0.470451521, 0.515713787, 9.813973875
0.785824015, 0.788980947, 0.793205368, 0.281250781, 0.375244896, 15.94367368
0.195481826, 0.038339425, 0.742817968, 0.426593066, 0.781825556, 10.68485184
0.620926856, 0.333980654, 0.235328507, 0.372594857, 0.465413081, 13.21407339
0.94201805, 0.770598266, 0.256893238, 0.15981301, 0.734895591, 14.73573012
0.748510085, 0.328873498, 0.077949555, 0.753905262, 0.314909957, 21.56035343
0.288299589, 0.601589996, 0.426680061, 0.636209188, 0.421762127, 12.44726944
0.775131535, 0.778135779, 0.282810808, 0.696271908, 0.297737193, 17.84220214
0.819352972, 0.07686839, 0.135787668, 0.782017377, 0.403987761, 14.14117661
0.78541701, 0.791785364, 0.335382718, 0.004998688, 0.303440931, 10.74490468
0.199097672, 0.549562878, 0.468348899, 0.865861295, 0.835100487, 16.08665019
0.248438227, 0.123152911, 0.696067918, 0.294354001, 0.061972151, 3.726014583
0.913052139, 0.296379575, 0.955132501, 0.567619669, 0.804097048, 20.31234273
0.257792313, 0.989635732, 0.42384801, 0.822631719, 0.277436282, 18.10085718
0.639136332, 0.169246703, 0.383199346, 0.612102274, 0.667757506, 11.46854917
0.750993356, 0.717071385, 0.569401687, 0.305293008, 0.493955905, 15.0734101
0.053095221, 0.659491047, 0.072895606, 0.119075567, 0.652466642, 10.11860203
0.318341723, 0.645392065, 0.606798487, 0.579269742, 0.219458361, 14.55220172
0.296140259, 0.604806607, 0.017013776, 0.303624812, 0.110604002, 12.23713875
0.216138717, 0.909668142, 0.062146454, 0.551648914, 0.955308504, 21.64069567
0.961187482, 0.033592335, 0.121645243, 0.889257095, 0.605257499, 14.83259736
0.149990901, 0.271962959, 0.159551297, 0.16461034, 0.84948069, 9.551073675
0.189125635, 0.614187977, 0.15145036, 0.605310264, 0.963429089, 17.20025185
0.340258297, 0.888065817, 0.905714867, 0.237040513, 0.186203354, 16.04499344
0.438404937, 0.786215169, 0.630506609, 0.416735581, 0.971471003, 18.16218304
0.915969019, 0.943061607, 0.019369819, 0.442315086, 0.187784192, 14.62332254
0.80155478, 0.280820668, 0.151103889, 0.202620988, 0.152053159, 11.02090072
0.616965758, 0.432032287, 0.20042089, 0.544886155, 0.538257294, 16.69069816
0.694050628, 0.482548051, 0.315731312, 0.008539367, 0.076446688, 10.66967805
