@relation dee
@attribute Hydroelectric real[27881.8,206035.0]
@attribute Nuclear real[114760.0,187105.0]
@attribute Coal real[33537.0,234833.0]
@attribute Fuel real[0.0,67986.5]
@attribute Gas real[0.0,84452.2]
@attribute Special real[5307.0,16357.0]
@attribute Consume real[0.765853,5.11875]
@inputs Hydroelectric, Nuclear, Coal, Fuel, Gas, Special
@outputs Consume
@data
154571.0, 182180.0, 33537.0, 4963.88, 0.0, 5630.0, 0.765853
191691.0, 177717.0, 56528.3, 6157.88, 0.0, 8324.0, 1.61709
187945.0, 179224.0, 140881.0, 5208.74, 16628.2, 8826.0, 1.87444
170242.0, 176367.0, 201165.0, 37503.1, 10862.8, 7700.0, 3.48928
144906.0, 180711.0, 136896.0, 1453.89, 0.0, 7449.0, 1.3288
151017.0, 178514.0, 187563.0, 24604.4, 19834.4, 7070.0, 2.13306
163063.0, 177445.0, 132722.0, 6257.35, 11992.7, 7475.0, 1.61606
149087.0, 148350.0, 144864.0, 9066.5, 1781.42, 10208.0, 1.78434
154110.0, 171142.0, 190515.0, 17831.4, 36734.9, 10583.0, 2.33082
123606.0, 171504.0, 173861.0, 0.0, 6950.29, 10313.0, 2.06716
175491.0, 168194.0, 156442.0, 18313.2, 21957.7, 10262.0, 1.54912
185484.0, 170355.0, 140182.0, 12438.9, 21384.5, 9251.0, 2.32848
181480.0, 164466.0, 157650.0, 13904.4, 22813.6, 8713.0, 1.83484
172963.0, 139915.0, 167767.0, 6955.2, 21323.7, 8678.0, 2.26839
158342.0, 138540.0, 168346.0, 5623.44, 27861.8, 9344.0, 2.17487
105836.0, 148476.0, 131649.0, 4112.91, 4661.19, 9301.0, 2.17032
126910.0, 142827.0, 173434.0, 5434.28, 30677.9, 9356.0, 4.14838
123984.0, 142033.0, 181550.0, 6127.47, 44832.2, 11237.0, 3.27322
115336.0, 151694.0, 177387.0, 6021.38, 5369.65, 11986.0, 2.24068
112108.0, 153029.0, 140531.0, 0.0, 6504.34, 10517.0, 2.18537
86463.3, 155651.0, 122897.0, 211.997, 4902.04, 11191.0, 1.8312
69119.8, 160912.0, 135130.0, 9.9189, 1766.62, 11333.0, 1.72036
108444.0, 154760.0, 126614.0, 25.3421, 2742.79, 11538.0, 1.81688
137928.0, 156219.0, 149833.0, 4968.03, 14658.2, 11288.0, 2.09066
142590.0, 152259.0, 175601.0, 2018.07, 13172.5, 11793.0, 2.22464
116123.0, 150104.0, 168863.0, 4583.57, 19575.1, 10758.0, 2.5444
